"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSQ012","FSD012N","FSD230","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
80947,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,,,,,2,,,,,,,,,,
80948,2,1,2,1,2,1,2,1,2,,2,2,2,2,2,,2,2,4,4,3,2,2,,,,,,1,,,,,,,,,,
80949,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,9,300,2,,,1,2,12,2,,,,
80950,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
80951,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,12,360,2,2,,1,2,12,1,1,,,
80952,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,1,12,1,1,,,
80953,1,1,2,1,2,1,2,2,2,,2,2,2,2,2,,2,2,4,4,3,2,1,1,6,1,13,616,1,,,,,,,,,,
80954,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,12,630,1,,,,,,,,1,,
80955,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80956,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
80957,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80958,1,2,3,2,,2,1,2,2,,3,3,3,,,,,,3,3,1,1,1,1,5,1,10,187,2,,,1,1,60,1,5,,,
80959,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80960,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80961,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,3,600,2,,,,,,,,2,,
80962,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,13,189,,,,,,,,,,,
80963,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,1,1,24,2,,,,
80964,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
80965,1,3,3,2,,1,2,2,2,,,,,,,,,,2,2,,2,1,1,1,2,187,200,2,,,,,,,,,,
80966,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,2,66666,317,2,,,,,,,,,,
80967,2,2,2,1,1,1,2,2,2,,1,1,3,2,2,,2,2,4,4,3,1,2,,,,,,1,,,,,,,,,,
80968,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80969,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,21,195,2,,,,,,,,,,
80970,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,5,740,2,,,,,,,,,,
80971,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80972,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80973,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,2,,,,,2,,,,,,,,,,
80974,2,3,3,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,1,1,6,1,7,153,2,,,,,,,,,,
80975,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,23,300,1,,,,,,,,1,,
80976,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80977,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,1,1,1,1,,8,1,3,,,
80978,2,2,3,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,1,1,1,1,1,14,600,1,1,1,1,,1,1,4,,,
80979,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80980,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80981,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80982,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,6,1,13,900,2,,,,,,,,,,
80983,1,1,3,1,2,2,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,1,3,2,128,83,2,2,,1,2,11,1,2,,,
80984,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80985,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80986,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80987,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80988,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80989,2,2,1,1,2,1,1,2,1,2,,,,,,,,,4,4,,1,1,1,1,2,48,16,2,,,,,,,,,,
80990,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
80991,2,2,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,1,2,57,328,2,,,2,2,0,2,,,,
80992,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,2,116,620,2,,,,,,,,,,
80993,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80994,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
80995,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,23,290,1,1,1,1,1,24,1,3,,,
80996,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,,1,2,4,4,4,1,1,1,1,1,5,180,1,1,1,1,1,48,1,6,,,
80997,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
80998,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,9,77777,1,1,1,1,,3,1,4,,,
80999,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81000,1,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
81001,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81002,2,2,2,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,1,1,48,1,1,,,
81003,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81004,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81005,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,1,1,18,540,1,1,1,1,1,17,1,1,,,
81006,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
81007,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
81008,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81009,1,1,1,1,1,1,2,2,2,,1,2,3,1,2,,2,2,4,4,3,2,2,,,,,,2,,,,,,,,,,
81010,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81011,2,3,2,1,3,1,1,1,2,,,,,,,,,,4,4,,2,2,,,,,,,,,,,,,,,,
81012,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,2,1,28,400,2,,,,,,,,,,
81013,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81014,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81015,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81016,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,18,1,2,,,
81017,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81018,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,1,1,3,1,17,500,2,,,1,1,12,2,,,,
81019,1,1,2,1,2,1,1,2,2,,3,3,3,,,,,,3,4,1,1,1,1,1,1,19,237,2,,,,,,,,,,
81020,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81021,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
81022,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,12,156,2,,,,,,,,,,
81023,1,1,2,2,,2,1,1,2,,3,3,3,,,,,,3,3,1,1,1,1,1,1,5,300,1,,,,,,,,1,1,11
81024,1,2,1,1,1,1,2,2,2,,1,1,3,2,2,,2,2,4,4,3,2,1,1,1,1,14,38,1,,,1,1,24,1,99,,,
81025,1,1,3,2,,1,2,2,2,,,,,,,,,,3,3,,1,1,2,,,,,1,,,,,,,,,,
81026,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81027,1,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,1,1,1,1,10,834,1,1,1,1,,9,1,2,,,
81028,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81029,1,1,3,2,,1,2,2,2,,,,,,,,,,3,3,,1,1,2,,,,,1,,,,,,,,,,
81030,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81031,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,1,1,1,1,1,11,688,2,,,1,1,60,1,3,,,
81032,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81033,1,1,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,1,4,1,79,404,1,,,1,1,60,1,5,,,
81034,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,2,,,,,2,,,,,,,,,,
81035,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,2,6,2,,,,
81036,2,2,2,2,,1,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,1,3,1,7,267,1,1,1,1,1,12,1,7,,,
81037,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81038,1,2,1,1,1,1,2,2,2,,,,,,,,,,4,4,,1,1,1,2,1,3,167,2,,,,,,,,,,
81039,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81040,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,1,2,,,,,,2,,,,,,,,,,
81041,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,1,9,326,1,,,,,,,,1,,
81042,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81043,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,6,280,1,,,,,,,,,,
81044,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,6,1,6,300,2,,,1,1,60,1,2,,,
81045,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,1,24,1,2,,,
81046,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,1,1,1,1,6,1,99,,,
81047,1,2,2,1,1,1,1,2,1,3,1,1,1,1,1,3,1,1,4,4,4,1,2,,,,,,2,,,2,2,0,2,,,,
81048,2,3,3,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,2,1,5,326,2,,,,,,,,,,
81049,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81050,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,7,2,229,370,2,,,,,,,,2,,
81051,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81052,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81053,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,1,46,88,1,1,1,1,1,36,1,4,,,
81054,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,1,15,100,,,,,,,,,,,
81055,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,2,,,,,2,,,,,,,,,,
81056,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
81057,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81058,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,2,,,,,,2,1,2,1,1,36,1,2,,,
81059,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,1,1,24,1,5,,,
81060,2,2,3,2,,1,2,1,2,,2,3,3,2,2,,2,2,3,3,2,2,2,,,,,,2,,,,,,,,,,
81061,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
81062,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81063,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81064,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,2,,,,,,1,,,1,1,60,1,1,,,
81065,2,2,2,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,1,1,1,15,700,2,,,,,,,,,,
81066,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
81067,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,48,1,1,,,
81068,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81069,2,3,2,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,1,1,1,3,1,7,435,1,,,,,,,,1,,
81070,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
81071,9,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,4,2,66666,300,1,1,1,1,1,24,1,5,,,
81072,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,30,300,1,,,,,,,,,,
81073,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81074,1,1,1,1,3,1,2,2,1,3,2,2,2,1,2,,1,2,4,4,4,1,1,2,,,,,1,,,,,,,,,,
81075,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81076,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,7,1,12,600,2,,,,,,,,,,
81077,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,2,70,120,1,1,1,1,,5,1,6,,,
81078,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,99,1,10,200,1,,,,,,,,,,
81079,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81080,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81081,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
81082,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,
81083,1,3,3,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,2,,,,,2,,,,,,,,,,
81084,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
81085,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,8,600,1,1,2,1,1,48,1,3,,,
81086,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,36,1,1,,,
81087,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81088,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81089,2,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,2,2,0,2,,,,
81090,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,1,1,1,1,1,17,17,2,,,,,,,,,,
81091,2,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,1,1,2,,,,,2,,,1,1,24,1,99,,,
81092,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81093,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,1,1,1,1,15,16,2,,,,,,,,,,
81094,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,60,1,99,,,
81095,2,2,3,1,2,2,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
81096,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,2,1,1,340,2,,,,,,,,,,
81097,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,29,480,2,,,,,,,,1,2,1
81098,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
81099,1,1,1,2,,2,2,2,,,1,1,3,2,2,,2,2,3,3,3,2,1,1,4,1,20,543,1,,,,,,,,,,
81100,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81101,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81102,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,1,36,1,3,,,
81103,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81104,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,1,1,23,189,,,,,,,,,,,
81105,2,2,2,1,2,1,1,2,2,,,,,,,,,,4,4,,2,2,,,,,,,,,,,,,,,,
81106,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,9,2,999,9,,,,
81107,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
81108,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,4,1,8,314,1,,,,,,,,,,
81109,2,3,3,1,3,2,2,2,2,,3,3,3,,,,,,2,2,1,1,2,,,,,,1,,,,,,,,,,
81110,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81111,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81112,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
81113,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81114,1,1,3,1,2,2,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,1,3,2,128,83,2,,,1,1,24,1,2,,,
81115,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81116,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,1,,,,,,,,,,
81117,1,1,1,1,1,2,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,,,,,,,,
81118,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81119,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81120,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,1,1,1,1,1,36,1,5,,,
81121,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,,,,,,,,
81122,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,,,,,,,,,,
81123,1,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,2,,,,,2,,,2,2,0,2,,,,
81124,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,4,1,9,710,2,,,,,,,,,,
81125,1,1,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,3,1,9,195,2,,,,,,,,,,
81126,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,1,1,12,1,4,,,
81127,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
81128,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,,,1,1,48,1,6,,,
81129,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81130,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81131,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81132,1,1,3,1,1,1,2,1,1,3,2,3,2,1,1,3,1,2,4,4,4,1,1,1,1,1,15,600,2,,,1,1,24,1,4,,,
81133,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81134,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81135,1,1,1,1,1,1,1,2,2,,1,2,2,2,2,,1,2,4,4,3,1,1,1,5,1,13,500,2,,,,,,,,,,
81136,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81137,1,1,1,1,3,1,1,1,2,,2,1,3,1,2,,2,2,4,4,3,1,1,7,,,,,2,,,,,,,,,,
81138,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81139,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81140,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
81141,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81142,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81143,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,3,1,55555,115,,,,,,,,,,,
81144,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81145,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
81146,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,7,1,26,900,1,,,2,2,0,2,,,,
81147,2,3,2,1,3,2,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
81148,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81149,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81150,2,2,3,2,,2,2,2,,,2,3,2,2,1,3,1,2,3,2,3,1,1,1,7,1,66,800,1,,,,,,,,,,
81151,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81152,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,,,,,,,,,,
81153,2,2,3,2,,1,1,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,,,,,,,,
81154,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81155,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81156,1,3,3,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,1,1,2,2,85,400,2,,,2,2,0,2,,,,
81157,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,1,1,2,1,11,800,1,2,,1,2,18,1,4,,,
81158,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
81159,1,1,1,1,2,1,1,2,2,,,,,,,,,,4,4,,2,2,,,,,,2,,,,,,,,,,
81160,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,17,509,1,,,,,,,,,,
81161,1,2,2,1,1,1,1,2,2,,3,3,3,,,,,,3,4,1,2,1,1,2,1,5,374,1,,,,,,,,,,
81162,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81163,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81164,3,2,3,2,,2,2,2,,,2,2,2,2,2,,2,2,3,2,3,2,1,1,5,1,19,225,2,2,,2,2,0,2,,,,
81165,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81166,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,1,14,200,,,,,,,,,,,
81167,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
81168,1,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
81169,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,6,1,15,700,2,,,,,,,,,,
81170,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,1,1,15
81171,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81172,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
81173,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,2,,,,,,,,,,
81174,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,1,1,12
81175,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81176,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,5,1,47,110,1,,,,,,,,1,1,9
81177,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
81178,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
81179,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
81180,2,2,1,1,2,2,1,2,1,3,3,3,3,,,,,,3,4,1,2,2,,,,,,2,,,,,,,,,,
81181,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
81182,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,6,1,10,485,2,,,,,,,,,,
