"SEQN","OCD150","OCQ180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCQ295","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCD470G","OCD470","OCD480"
28640,1,12,2,42,2,5,480,2,,2,1,2,,,2,,,,,,,,,
28641,1,25,1,27,20,1,1,1,6,2,1,2,,,2,,,,,,,,,
28642,4,,,,,,,,,,,,,3,1,36,180,1,1,3,1,,,
28644,4,,,,,,,,,,,,,3,1,5,408,2,,,,,,
28645,3,,,,,,,,,,,,,,4,,,,,,,,,
28648,1,40,,40,5,3,18,2,,1,1,2,,,1,28,96,,1,9,2,,,
28649,4,,,,,,,,,,,,,6,1,40,156,1,1,9,2,,,
28651,1,40,,4,30,1,7,2,,2,1,1,4,,2,,,,,,,,,
28652,1,45,,42,1,1,36,2,,2,2,,,,2,,,,,,,,,
28654,4,,,,,,,,,,,,,4,1,31,24,2,,,,1,1,4
28655,1,30,2,32,29,5,600,2,,1,2,,,,2,,,,,,,,,
28656,4,,,,,,,,,,,,,3,1,17,360,2,,,,,,
28657,4,,,,,,,,,,,,,3,1,8,300,2,,,,,,
28658,1,40,,11,33,1,96,2,,1,1,1,4,,1,4,96,,2,,,,,
28662,4,,,,,,,,,,,,,7,4,,,,,,,,,
28664,4,,,,,,,,,,,,,3,1,36,252,1,1,8,1,,,
28665,4,,,,,,,,,,,,,7,1,19,9,2,,,,,,
28666,4,,,,,,,,,,,,,7,1,25,600,2,,,,,,
28667,1,42,,16,3,1,8,1,1,2,2,,,,2,,,,,,,,,
28668,1,35,,36,6,1,6,2,,2,2,,,,1,13,36,,,,,,,
28669,4,,,,,,,,,,,,,3,1,31,240,2,,,,,,
28671,4,,,,,,,,,,,,,6,1,33,408,1,1,7,1,,,
28673,1,14,2,39,22,1,14,2,,2,2,,,,2,,,,,,,4,,
28674,4,,,,,,,,,,,,,4,1,38,480,1,2,,,,,
28678,1,15,2,2,27,1,6,2,,1,1,1,4,,1,35,12,,1,6,2,,,
28680,1,35,,2,26,1,12,2,,2,2,,,,2,,,,,,,,,
28682,4,,,,,,,,,,,,,3,1,15,180,2,,,,,,
28684,1,20,2,28,15,1,12,2,,2,1,2,,,1,33,48,,1,8,1,,,
28686,4,,,,,,,,,,,,,3,1,34,360,1,1,8,1,,,
28687,4,,,,,,,,,,,,,4,1,23,6,2,,,,,,
28688,1,40,,8,15,1,11,2,,2,1,2,,,1,11,300,,2,,,,,
28691,4,,,,,,,,,,,,,2,4,,,,,,,,,
28692,4,,,,,,,,,,,,,3,4,,,,,,,,,
28693,1,20,2,4,30,5,600,2,,2,1,2,,,2,,,,,,,,,
28694,4,,,,,,,,,,,,,2,1,18,60,2,,,,,,
28696,4,,,,,,,,,,,,,3,1,35,384,2,,,,,,
28698,1,50,,4,30,5,36,1,8,2,1,2,,,1,31,144,,1,8,1,,,
28701,1,70,,17,34,1,144,2,,2,1,2,,,1,9,300,,1,2,2,,,
28702,1,40,,4,37,1,48,2,,2,2,,,,2,,,,,,,,,
28704,1,18,2,27,19,1,2,2,,2,1,2,,,2,,,,,,,2,,
28705,1,68,,39,22,1,3,2,,2,2,,,,2,,,,,,,4,,
28707,4,,,,,,,,,,,,,1,1,39,0,2,,,,,,
28709,4,,,,,,,,,,,,,1,1,20,120,2,,,,,,
28710,1,35,,23,39,1,4,2,,2,2,,,,1,23,24,,,,,,,
28712,1,40,,25,11,1,36,2,,2,2,,,,2,,,,,,,,,
28713,1,42,,29,1,1,5,2,,2,2,,,,1,24,36,,,,,,,
28714,1,39,,34,23,1,1,2,,2,1,2,,,1,11,12,,1,5,2,,,
28715,1,45,,13,3,1,10,2,,2,2,,,,2,,,,,,,,,
28717,4,,,,,,,,,,,,,2,1,27,60,1,1,2,2,,,
28718,1,50,,4,30,1,12,1,8,2,1,2,,,1,38,4,,2,,,,,
28720,4,,,,,,,,,,,,,7,1,39,12,2,,,,,,
28721,1,40,,32,28,1,24,2,,1,1,1,3,,2,,,,,,,,,
28722,3,,,,,,,,,,,,,,1,14,12,2,,,,,,
28723,1,50,,13,1,1,300,2,,2,1,2,,,2,,,,,,,,,
28725,1,40,,15,33,1,36,1,2,1,1,2,,,1,11,60,,2,,,,,
28726,4,,,,,,,,,,,,,2,4,,,,,,,,,
28727,1,2,1,40,4,3,96,2,,2,2,,,,2,,,,,,,,,
28729,1,9,2,41,24,1,48,2,,2,2,,,,1,4,336,,,,,,,
28730,1,40,,29,12,1,120,2,,2,2,,,,2,,,,,,,,,
28731,1,48,,18,36,1,96,1,10,2,1,1,4,,2,,,,,,,,,
28732,4,,,,,,,,,,,,,2,1,19,3,2,,,,4,,
28734,4,,,,,,,,,,,,,3,1,35,480,2,,,,,,
28735,1,119,,4,30,1,0,1,1,2,2,,,,1,11,3,,,,,,,
28736,1,40,,40,30,1,420,2,,2,2,,,,2,,,,,,,,,
28737,4,,,,,,,,,,,,,4,1,26,84,2,,,,,,
28740,1,26,2,23,21,1,192,2,,2,2,,,,2,,,,,,,,,
28742,1,70,,39,1,1,24,2,,2,2,,,,1,8,360,,,,,,,
28743,4,,,,,,,,,,,,,4,1,24,360,2,,,,1,24,41
28744,1,20,2,33,17,5,12,2,,2,2,,,,2,,,,,,,4,,
28745,1,10,2,27,21,1,12,2,,2,2,,,,2,,,,,,,,,
28746,4,,,,,,,,,,,,,3,1,11,480,2,,,,,,
28747,4,,,,,,,,,,,,,3,1,33,240,1,1,8,2,,,
28748,4,,,,,,,,,,,,,1,1,14,36,2,,,,,,
28749,1,52,,34,32,1,8,2,,2,1,1,8,,1,16,120,,2,,,,,
28750,4,,,,,,,,,,,,,3,1,2,108,2,,,,,,
28753,1,35,,38,8,1,6,2,,2,2,,,,1,11,12,,,,,,,
28754,1,40,,27,11,1,0,1,1,2,2,,,,2,,,,,,,,,
28755,1,50,,38,19,1,24,2,,2,1,2,,,1,33,48,,1,12,1,,,
28756,1,36,,26,11,1,36,2,,2,2,,,,2,,,,,,,,,
28757,1,20,2,22,1,5,204,2,,2,1,2,,,2,,,,,,,,,
28760,1,40,,41,7,1,48,2,,2,1,1,6,,1,35,180,,1,6,2,,,
28762,4,,,,,,,,,,,,,3,1,12,240,2,,,,,,
28763,4,,,,,,,,,,,,,7,1,15,36,2,,,,,,
28767,4,,,,,,,,,,,,,3,1,32,120,2,,,,,,
28768,4,,,,,,,,,,,,,3,4,,,,,,,,,
28769,4,,,,,,,,,,,,,3,1,33,108,1,1,8,2,,,
28770,1,40,,27,21,1,2,1,6,2,2,,,,2,,,,,,,,,
28771,4,,,,,,,,,,,,,1,4,,,,,,,,,
28772,4,,,,,,,,,,,,,3,1,16,192,2,,,,,,
28775,1,25,2,29,2,5,7,2,,2,1,2,,,1,11,24,,2,,,4,,
28776,1,40,,21,2,1,48,2,,2,2,,,,1,3,120,,,,,,,
28777,1,40,,24,15,1,3,2,,2,2,,,,2,,,,,,,,,
28779,1,28,1,28,9,1,10,2,,2,2,,,,2,,,,,,,,,
28780,1,55,,42,7,1,48,2,,2,2,,,,1,19,84,,,,,,,
28781,4,,,,,,,,,,,,,3,4,,,,,,,,,
28782,4,,,,,,,,,,,,,1,1,17,120,2,,,,,,
28783,4,,,,,,,,,,,,,3,1,2,360,2,,,,,,
28784,1,40,,17,35,5,0,2,,2,1,2,,,1,31,300,,1,4,1,,,
28786,1,25,2,17,35,1,84,2,,2,1,2,,,1,30,300,,1,4,2,,,
28787,4,,,,,,,,,,,,,3,1,23,132,2,,,,,,
28788,3,,,,,,,,,,,,,,1,27,24,2,,,,4,,
28790,1,30,2,44,27,4,5,1,7,1,1,1,4,,2,,,,,,,,,
28791,1,32,1,38,8,99,30,2,,2,1,2,,,1,16,192,,1,8,2,,,
28792,4,,,,,,,,,,,,,3,1,30,384,1,1,3,2,,,
28793,4,,,,,,,,,,,,,3,1,31,480,1,1,6,1,,,
28794,4,,,,,,,,,,,,,3,1,14,120,2,,,,,,
28795,4,,,,,,,,,,,,,2,4,,,,,,,,,
28797,4,,,,,,,,,,,,,7,4,,,,,,,,,
28798,1,8,2,24,19,1,240,2,,2,2,,,,2,,,,,,,4,,
28800,4,,,,,,,,,,,,,3,1,5,228,1,1,10,2,,,
28802,4,,,,,,,,,,,,,3,1,32,300,1,1,10,2,,,
28803,1,40,,45,3,2,18,2,,2,2,,,,2,,,,,,,,,
28804,4,,,,,,,,,,,,,3,1,12,84,2,,,,,,
28805,1,57,,34,13,1,60,1,8,2,2,,,,2,,,,,,,,,
28806,1,50,,4,1,1,120,2,,1,1,1,1,,2,,,,,,,,,
28808,4,,,,,,,,,,,,,1,4,,,,,,,,,
28812,1,20,2,12,16,1,3,2,,2,1,2,,,2,,,,,,,,,
28813,1,40,,43,18,4,48,2,,2,2,,,,2,,,,,,,,,
28815,4,,,,,,,,,,,,,3,1,40,372,1,2,,,,,
28816,1,23,1,40,21,3,192,2,,2,2,,,,2,,,,,,,,,
28818,1,40,,4,29,1,12,1,1,2,1,2,,,1,30,120,,1,8,1,,,
28819,1,50,,31,3,1,18,2,,2,2,,,,2,,,,,,,,,
28820,1,40,,4,30,1,6,2,,2,2,,,,2,,,,,,,,,
28821,4,,,,,,,,,,,,,4,1,33,96,1,1,8,2,,,
28822,1,50,,27,1,1,24,1,4,2,2,,,,2,,,,,,,,,
28823,3,,,,,,,,,,,,,,4,,,,,,,,,
28825,4,,,,,,,,,,,,,2,1,21,18,1,2,,,4,,
28828,4,,,,,,,,,,,,,3,1,35,360,2,,,,,,
28829,4,,,,,,,,,,,,,4,1,19,360,2,,,,,,
28830,1,84,,18,35,1,144,1,1,2,2,,,,2,,,,,,,4,,
28832,1,5,2,36,6,1,48,2,,2,2,,,,1,20,12,,,,,4,,
28833,1,40,,4,30,5,36,2,,1,1,1,1,,1,31,336,,1,5,1,,,
28835,4,,,,,,,,,,,,,3,3,,252,2,,,,,,
28836,1,40,,42,1,1,12,2,,2,2,,,,2,,,,,,,,,
28837,2,,2,39,22,1,48,2,,2,2,,,,2,,,,,,,,,
28838,1,40,,42,7,1,24,2,,2,2,,,,1,6,240,,,,,,,
28839,4,,,,,,,,,,,,,4,1,31,156,2,,,,,,
28840,2,,2,40,12,3,8,2,,2,2,,,,2,,,,,,,,,
28841,1,22,2,24,11,1,9,1,3,2,2,,,,2,,,,,,,,,
28842,4,,,,,,,,,,,,,3,1,33,276,1,1,1,1,,,
28843,3,,,,,,,,,,,,,,1,21,18,2,,,,,,
28844,2,,1,29,1,1,396,2,,2,2,,,,2,,,,,,,,,
28846,4,,,,,,,,,,,,,3,1,6,180,2,,,,,,
28848,1,25,2,42,6,5,72,2,,2,2,,,,1,1,240,,,,,,,
28849,4,,,,,,,,,,,,,3,1,29,600,2,,,,,,
28851,4,,,,,,,,,,,,,7,4,,,,,,,,,
28852,3,,,,,,,,,,,,,,1,2,144,2,,,,,,
28853,7,,,,,,,,,,,,,,1,16,24,1,1,8,2,,,
28854,4,,,,,,,,,,,,,7,1,16,12,2,,,,,,
28855,1,41,,44,16,2,24,2,,2,1,2,,,2,,,,,,,,,
28858,1,40,,28,11,1,12,2,,2,2,,,,2,,,,,,,,,
28860,1,40,,35,24,1,9,2,,2,2,,,,1,13,36,,,,,,,
28861,1,30,2,5,33,1,60,2,,1,2,,,,2,,,,,,,,,
28862,4,,,,,,,,,,,,,2,1,21,12,2,,,,,,
28863,1,35,,39,4,3,12,2,,2,2,,,,2,,,,,,,,,
28864,4,,,,,,,,,,,,,2,4,,,,,,,,,
28866,1,22,2,23,39,1,2,2,,2,2,,,,1,40,11,,,,,4,,
28867,1,56,,12,33,1,36,2,,2,2,,,,2,,,,,,,,,
28868,2,,2,37,4,5,84,2,,2,2,,,,2,,,,,,,,,
28870,1,70,,1,25,5,300,2,,1,1,1,2,,2,,,,,,,,,
28871,4,,,,,,,,,,,,,2,1,11,4,2,,,,,,
28873,1,15,2,40,11,1,12,1,0,2,2,,,,1,11,12,,,,,,,
28877,4,,,,,,,,,,,,,4,1,26,300,2,,,,,,
28878,1,54,,22,35,1,36,2,,2,2,,,,2,,,,,,,,,
28879,1,50,,27,1,1,24,2,,2,2,,,,2,,,,,,,,,
28880,1,35,,36,11,1,36,1,2,2,2,,,,2,,,,,,,,,
28881,4,,,,,,,,,,,,,4,1,4,132,2,,,,,,
28882,1,6,2,27,21,1,4,2,,2,2,,,,2,,,,,,,4,,
28884,4,,,,,,,,,,,,,3,1,16,240,2,,,,,,
28886,4,,,,,,,,,,,,,3,1,16,120,2,,,,,,
28889,4,,,,,,,,,,,,,2,1,37,1,2,,,,4,,
28891,1,22,2,35,13,1,14,2,,2,2,,,,1,24,60,,,,,,,
28893,1,80,,4,30,1,132,2,,2,2,,,,2,,,,,,,,,
28894,4,,,,,,,,,,,,,3,1,23,216,2,,,,,,
28896,3,,,,,,,,,,,,,,1,30,96,2,,,,,,
28897,1,40,,2,27,5,108,1,1,2,1,1,5,,2,,,,,,,,,
28898,4,,,,,,,,,,,,,4,1,24,120,2,,,,4,,
28899,1,45,,4,30,1,4,1,2,1,1,1,3,,2,,,,,,,,,
28903,4,,,,,,,,,,,,,6,1,31,168,2,,,,,,
28904,4,,,,,,,,,,,,,2,4,,,,,,,,,
28905,1,40,,8,40,1,24,2,,1,1,1,8,,2,,,,,,,,,
28906,1,40,,31,16,1,12,2,,2,2,,,,2,,,,,,,,,
28907,4,,,,,,,,,,,,,3,1,3,396,2,,,,,,
28908,1,16,1,15,34,1,60,1,8,2,1,1,8,,2,,,,,,,,,
28910,4,,,,,,,,,,,,,2,1,37,0,2,,,,,,
28912,1,44,,31,1,1,60,2,,2,2,,,,1,19,108,,,,,,,
28913,1,40,,44,16,4,16,2,,2,2,,,,1,12,120,,,,,,,
28914,1,43,,44,1,2,384,1,2,2,2,,,,2,,,,,,,,,
28915,1,52,,31,1,1,3,2,,2,2,,,,2,,,,,,,,,
28916,4,,,,,,,,,,,,,3,1,30,240,1,1,8,2,,,
28917,4,,,,,,,,,,,,,3,1,30,420,1,1,8,2,,,
28919,1,40,,16,1,1,240,2,,2,2,,,,2,,,,,,,,,
28921,4,,,,,,,,,,,,,2,1,11,3,2,,,,,,
28922,3,,,,,,,,,,,,,,3,,36,2,,,,,,
28923,4,,,,,,,,,,,,,1,1,11,48,2,,,,,,
28924,1,43,,28,11,1,5,2,,1,1,1,4,,1,3,48,,2,,,,,
28927,1,40,,40,18,4,36,1,1,2,2,,,,1,23,180,,,,,,,
28928,1,38,,18,37,1,0,2,,2,2,,,,1,30,228,,,,,,,
28929,4,,,,,,,,,,,,,2,4,,,,,,,,,
28931,2,,1,21,35,5,372,2,,2,1,2,,,2,,,,,,,,,
28932,1,40,,28,15,1,30,2,,2,2,,,,2,,,,,,,,,
28934,4,,,,,,,,,,,,,1,1,11,48,2,,,,,,
28935,4,,,,,,,,,,,,,3,1,3,396,1,2,,,,,
28936,1,20,2,27,11,1,18,1,1,2,2,,,,2,,,,,,,4,,
28937,4,,,,,,,,,,,,,3,1,5,180,2,,,,,,
28938,1,40,,15,6,1,36,2,,1,1,2,,,1,38,240,,1,8,1,,,
28942,4,,,,,,,,,,,,,7,1,30,180,2,,,,,,
28944,1,48,,13,31,1,36,2,,2,2,,,,2,,,,,,,,,
28948,4,,,,,,,,,,,,,5,1,23,360,2,,,,,,
28951,4,,,,,,,,,,,,,6,1,9,420,1,2,,,,,
28952,1,60,,43,7,3,192,2,,2,2,,,,2,,,,,,,,,
28954,1,70,,17,35,1,12,2,,2,2,,,,1,18,36,,,,,,,
28955,1,25,2,44,13,3,12,2,,2,2,,,,2,,,,,,,,,
28956,1,60,,41,22,1,5,2,,2,2,,,,1,9,240,,,,,3,,25
28958,1,40,,8,13,1,7,2,,2,2,,,,2,,,,,,,,,
28959,1,30,2,27,31,1,3,2,,2,2,,,,1,21,10,,,,,4,,
28960,1,40,,18,16,2,204,2,,2,1,2,,,2,,,,,,,,,
28961,4,,,,,,,,,,,,,5,1,23,72,1,2,,,,,
28962,1,15,2,42,2,5,720,2,,2,2,,,,2,,,,,,,,,
28966,4,,,,,,,,,,,,,6,1,28,300,1,1,10,2,,,
28967,1,20,1,35,24,1,0,1,0,2,2,,,,2,,,,,,,4,,
28968,4,,,,,,,,,,,,,6,1,21,3,2,,,,4,,
28969,1,40,,44,2,3,120,1,1,1,2,,,,2,,,,,,,,,
28970,4,,,,,,,,,,,,,7,1,39,600,1,1,10,2,,,
28972,2,,1,31,18,1,0,2,,2,2,,,,2,,,,,,,,,
28973,1,55,,30,10,1,6,1,2,2,1,2,,,1,18,48,,1,7,2,,,
28974,4,,,,,,,,,,,,,1,1,33,72,2,,,,,,
28977,4,,,,,,,,,,,,,1,4,,,,,,,,,
28978,4,,,,,,,,,,,,,3,1,16,180,2,,,,,,
28979,4,,,,,,,,,,,,,4,4,,,,,,,,,
28981,3,,,,,,,,,,,,,,1,2,156,2,,,,,,
28982,1,20,1,4,30,5,48,1,8,2,1,2,,,2,,,,,,,,,
28984,1,60,,4,36,1,2,2,,1,1,1,10,,2,,,,,,,,,
28985,4,,,,,,,,,,,,,1,4,,,,,,,,,
28986,4,,,,,,,,,,,,,3,1,19,360,2,,,,,,
28987,1,40,,39,2,4,120,2,,2,2,,,,2,,,,,,,,,
28989,4,,,,,,,,,,,,,6,1,36,180,2,,,,,,
28990,1,32,2,2,27,5,48,2,,1,2,,,,1,36,300,,,,,,,
28991,4,,,,,,,,,,,,,6,1,13,228,2,,,,4,,
28992,1,37,,8,1,1,96,2,,2,2,,,,2,,,,,,,,,
28994,1,20,2,27,20,1,48,2,,2,2,,,,2,,,,,,,,,
28995,1,40,,13,31,1,204,2,,2,1,2,,,2,,,,,,,,,
28998,1,44,,45,2,2,264,2,,2,2,,,,2,,,,,,,,,
29000,1,40,,42,3,1,72,2,,2,1,2,,,2,,,,,,,,,
29002,4,,,,,,,,,,,,,6,1,4,99999,2,,,,,,
29003,1,50,,45,30,2,108,2,,1,1,1,3,,1,28,156,,2,,,,,
29006,4,,,,,,,,,,,,,1,1,20,12,2,,,,,,
29007,1,55,,4,30,1,48,1,1,1,1,1,8,,2,,,,,,,,,
29008,4,,,,,,,,,,,,,3,1,28,600,2,,,,,,
29011,1,80,,40,22,1,5,2,,2,2,,,,3,,24,,,,,,,
29012,1,40,,41,20,1,312,2,,2,2,,,,2,,,,,,,,,
29013,1,30,1,4,40,1,4,2,,2,2,,,,2,,,,,,,,,
29015,3,,,,,,,,,,,,,,1,14,180,1,2,,,,,
29018,1,16,2,28,11,1,7,2,,2,2,,,,2,,,,,,,,,
29019,4,,,,,,,,,,,,,3,1,31,384,1,1,8,2,,,
29020,4,,,,,,,,,,,,,3,1,34,456,1,1,8,2,,,
29021,4,,,,,,,,,,,,,4,1,8,120,2,,,,,,
29023,4,,,,,,,,,,,,,2,1,8,108,2,,,,,,
29024,4,,,,,,,,,,,,,3,3,,360,2,,,,,,
29025,1,30,2,42,16,1,3,2,,2,2,,,,1,39,36,,,,,,,
29026,4,,,,,,,,,,,,,4,1,3,240,2,,,,4,,
29028,4,,,,,,,,,,,,,3,1,2,180,2,,,,,,
29032,4,,,,,,,,,,,,,3,1,17,480,2,,,,,,
29033,1,40,,16,30,1,180,1,1,1,1,1,1,,2,,,,,,,,,
29034,1,40,,42,13,1,24,2,,2,2,,,,2,,,,,,,2,,
29035,4,,,,,,,,,,,,,2,4,,,,,,,,,
29036,4,,,,,,,,,,,,,3,1,32,600,1,1,6,2,,,
29038,1,50,,40,1,4,48,2,,2,2,,,,1,5,156,,,,,,,
29039,1,30,2,42,1,1,24,2,,2,2,,,,2,,,,,,,,,
29043,1,20,2,4,37,1,12,1,8,2,1,1,8,,2,,,,,,,,,
29046,1,30,2,21,39,1,0,2,,1,1,1,1,,1,6,24,,1,2,2,4,,
29048,4,,,,,,,,,,,,,6,1,31,180,2,,,,,,
29050,1,35,,40,5,4,36,2,,2,1,1,1,,1,8,204,,2,,,,,
29051,2,,1,40,35,3,72,2,,2,1,2,,,1,36,504,,1,8,2,,,
29052,4,,,,,,,,,,,,,5,1,17,60,2,,,,,,
29054,1,40,,31,17,1,36,2,,2,2,,,,2,,,,,,,,,
29056,4,,,,,,,,,,,,,2,1,13,6,2,,,,,,
29059,4,,,,,,,,,,,,,3,1,34,300,2,,,,,,
29060,1,40,,33,17,1,120,2,,2,2,,,,2,,,,,,,,,
29061,1,63,,15,34,1,60,2,,2,1,2,,,2,,,,,,,4,,
29064,4,,,,,,,,,,,,,2,1,24,36,2,,,,4,,
29067,1,40,,9,33,2,36,2,,1,2,,,,1,33,60,,,,,,,
29068,1,18,1,44,16,2,240,1,1,2,1,2,,,2,,,,,,,,,
29070,1,60,,32,1,1,72,1,12,2,1,1,12,,1,29,72,,1,12,2,,,
29071,4,,,,,,,,,,,,,5,1,16,84,2,,,,,,
29072,4,,,,,,,,,,,,,2,4,,,,,,,,,
29073,4,,,,,,,,,,,,,3,1,15,312,2,,,,,,
29076,3,,,,,,,,,,,,,,1,21,36,1,1,8,2,4,,
29079,4,,,,,,,,,,,,,3,1,19,240,2,,,,,,
29080,1,60,,41,24,1,3,2,,2,2,,,,2,,,,,,,,,
29081,4,,,,,,,,,,,,,3,1,12,312,2,,,,,,
29082,1,40,,1,25,5,240,2,,2,1,2,,,2,,,,,,,,,
29083,1,32,2,39,17,2,60,2,,2,2,,,,1,4,396,,,,,,,
29084,4,,,,,,,,,,,,,2,4,,,,,,,,,
29085,1,45,,27,19,1,3,1,7,2,2,,,,2,,,,,,,,,
29086,4,,,,,,,,,,,,,3,1,17,480,1,2,,,,,
29087,4,,,,,,,,,,,,,7,4,,,,,,,,,
29088,1,28,2,23,15,1,42,2,,2,1,2,,,2,,,,,,,,,
29089,1,16,2,36,21,1,2,2,,2,2,,,,2,,,,,,,,,
29090,4,,,,,,,,,,,,,4,1,40,216,1,1,10,2,,,
29092,1,75,,16,1,5,168,2,,2,2,,,,2,,,,,,,,,
29094,4,,,,,,,,,,,,,1,1,11,12,2,,,,,,
29095,1,38,,30,3,1,120,2,,2,1,2,,,2,,,,,,,,,
29096,4,,,,,,,,,,,,,3,1,31,420,1,1,4,1,,,
29097,1,48,,30,27,1,3,2,,2,1,1,8,,1,30,120,,1,8,2,,,
29098,4,,,,,,,,,,,,,6,1,28,420,2,,,,,,
29100,1,40,,4,30,3,0,1,5,2,1,1,7,,1,30,144,,1,7,2,3,,4
29101,1,40,,1,40,1,12,2,,2,2,,,,2,,,,,,,,,
29103,4,,,,,,,,,,,,,3,1,11,180,2,,,,,,
29104,4,,,,,,,,,,,,,3,1,36,300,1,1,8,1,,,
29105,4,,,,,,,,,,,,,7,4,,,,,,,,,
29106,4,,,,,,,,,,,,,1,4,,,,,,,,,
29107,4,,,,,,,,,,,,,6,1,31,84,1,1,8,2,,,
29108,4,,,,,,,,,,,,,1,4,,,,,,,,,
29109,4,,,,,,,,,,,,,3,3,,180,1,1,1,2,,,
29114,1,120,,1,25,5,480,2,,1,1,1,2,,2,,,,,,,,,
29115,2,,1,40,5,4,312,2,,2,2,,,,2,,,,,,,,,
29118,4,,,,,,,,,,,,,3,1,10,120,2,,,,,,
29119,1,65,,31,1,1,156,2,,2,1,2,,,2,,,,,,,,,
29120,4,,,,,,,,,,,,,6,1,18,228,1,1,8,2,,,
29121,4,,,,,,,,,,,,,3,1,19,600,2,,,,,,
29122,4,,,,,,,,,,,,,2,1,32,84,1,1,9,1,,,
29124,4,,,,,,,,,,,,,1,1,20,3,2,,,,,,
29125,4,,,,,,,,,,,,,1,1,32,264,1,1,8,2,,,
29127,4,,,,,,,,,,,,,3,1,9,576,2,,,,,,
29129,4,,,,,,,,,,,,,1,1,11,48,2,,,,,,
29131,1,8,1,40,5,3,60,2,,2,2,,,,2,,,,,,,,,
29132,4,,,,,,,,,,,,,2,4,,,,,,,,,
29133,4,,,,,,,,,,,,,6,1,35,180,2,,,,,,
29134,2,,1,7,29,1,168,2,,1,1,1,10,,2,,,,,,,,,
29136,1,28,2,24,39,1,12,2,,2,2,,,,2,,,,,,,4,,
29140,1,91,,3,1,1,72,1,1,1,1,1,2,,1,18,120,,2,,,,,
29143,4,,,,,,,,,,,,,3,1,31,360,2,,,,,,
29144,4,,,,,,,,,,,,,3,1,35,528,1,1,3,1,,,
29146,1,58,,32,35,1,144,1,1,2,2,,,,2,,,,,,,,,
29147,1,40,,37,14,1,36,2,,2,2,,,,2,,,,,,,,,
29150,4,,,,,,,,,,,,,3,4,,,,,,,,,
29154,3,,,,,,,,,,,,,,1,24,3,1,1,4,2,,,
29155,1,36,,40,16,3,48,2,,2,2,,,,1,12,72,,,,,,,
29156,1,50,,29,1,1,8,2,,2,2,,,,2,,,,,,,,,
29157,1,34,2,36,1,1,11,2,,2,1,1,4,,2,,,,,,,,,
29159,4,,,,,,,,,,,,,1,1,2,24,2,,,,,,
29161,4,,,,,,,,,,,,,4,1,11,96,2,,,,,,
29163,1,40,,15,15,1,336,2,,1,2,,,,2,,,,,,,,,
29164,4,,,,,,,,,,,,,4,1,17,720,2,,,,,,
29166,4,,,,,,,,,,,,,7,1,11,4,2,,,,,,
29167,4,,,,,,,,,,,,,3,1,14,120,2,,,,,,
29171,1,32,2,27,20,1,8,2,,2,2,,,,2,,,,,,,,,
29173,1,40,,27,20,1,24,2,,2,2,,,,2,,,,,,,,,
29174,1,50,,41,1,1,7,2,,2,2,,,,1,7,132,,,,,,,
29175,1,40,,30,2,2,288,1,1,2,2,,,,2,,,,,,,,,
29178,4,,,,,,,,,,,,,7,1,39,1,2,,,,,,
29179,4,,,,,,,,,,,,,4,1,25,180,2,,,,,,
29182,4,,,,,,,,,,,,,1,1,16,5,2,,,,,,
29183,1,30,2,98,98,1,77777,7,,2,2,,,,2,,,,,,,,,
29185,4,,,,,,,,,,,,,3,1,8,240,2,,,,,,
29188,4,,,,,,,,,,,,,7,1,9,48,2,,,,,,
29189,4,,,,,,,,,,,,,4,1,19,360,1,1,7,2,,,
29191,1,32,1,4,30,5,12,1,1,1,1,1,1,,1,37,420,,1,2,1,,,
29192,4,,,,,,,,,,,,,3,1,7,168,2,,,,,,
29193,4,,,,,,,,,,,,,5,1,12,216,2,,,,,,
29195,1,13,2,25,35,1,84,1,2,2,2,,,,2,,,,,,,,,
29196,1,40,,28,14,1,5,2,,2,2,,,,1,5,72,,,,,,,
29197,1,56,,33,22,1,3,2,,2,2,,,,2,,,,,,,,,
29198,4,,,,,,,,,,,,,2,4,,,,,,,,,
29199,1,67,,24,9,1,24,1,1,2,1,2,,,2,,,,,,,,,
29200,4,,,,,,,,,,,,,3,1,29,264,1,1,1,1,,,
29201,1,50,,40,8,2,24,2,,2,2,,,,2,,,,,,,,,
29202,1,48,,16,15,1,11,1,1,2,2,,,,1,36,18,,,,,,,
29203,4,,,,,,,,,,,,,2,1,23,3,2,,,,,,
29206,3,,,,,,,,,,,,,,1,24,14,2,,,,,,
29207,4,,,,,,,,,,,,,6,1,5,312,1,1,7,1,,,
29212,1,40,,35,32,1,108,2,,2,2,,,,2,,,,,,,,,
29213,4,,,,,,,,,,,,,2,1,17,3,2,,,,,,
29214,4,,,,,,,,,,,,,3,1,16,72,2,,,,,,
29216,4,,,,,,,,,,,,,7,1,27,480,2,,,,,,
29217,1,14,2,24,39,1,8,2,,2,2,,,,2,,,,,,,,,
29218,4,,,,,,,,,,,,,3,1,5,240,2,,,,,,
29219,4,,,,,,,,,,,,,2,4,,,,,,,,,
29223,4,,,,,,,,,,,,,7,1,22,300,2,,,,,,
29224,4,,,,,,,,,,,,,2,1,24,6,2,,,,,,
29226,1,45,,34,32,1,36,2,,2,2,,,,2,,,,,,,,,
