"SEQN","OCD150","OCD180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCD310B","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCQ470G","OCD470","OCD480"
10593,4,,,,,,,,,,,,,7,1,16,192,,,,,,,
10595,1,40,,12,16,1,18,2,,2,2,,,,2,,,,,,,,,
10596,1,45,,43,6,3,180,2,,2,2,,,,2,,,,,,,,,
10597,4,,,,,,,,,,,,,3,1,26,120,1,1,8,2,,,
10600,4,,,,,,,,,,,,,2,4,,,,,,,,,
10601,1,46,,31,31,1,36,2,,1,1,1,2,,2,,,,,,,,,
10606,4,,,,,,,,,,,,,3,1,24,240,2,,,,,,
10607,1,20,2,39,22,5,24,2,,2,2,,,,2,,,,,,,,,
10608,4,,,,,,,,,,,,,1,1,98,180,2,,,,,,
10610,1,47,,28,6,1,12,2,,2,2,,,,1,14,144,,,,,,,
10612,4,,,,,,,,,,,,,2,1,21,4,2,,,,4,,
10613,4,,,,,,,,,,,,,2,4,,,,,,,,,
10615,1,50,,31,1,1,36,2,,,2,,,,2,,,,,,,4,,
10617,4,,,,,,,,,,,,,1,4,,,,,,,,,
10619,4,,,,,,,,,,,,,4,1,19,84,2,,,,,,
10620,4,,,,,,,,,,,,,3,1,1,288,1,1,1,1,,,
10621,4,,,,,,,,,,,,,4,1,21,420,2,,,,3,,27
10623,4,,,,,,,,,,,,,2,4,,,,,,,,,
10624,1,40,,40,12,4,216,2,,,2,,,,2,,,,,,,,,
10625,4,,,,,,,,,,,,,3,1,31,48,1,1,6,2,,,
10626,1,65,,32,28,1,36,2,,1,1,1,2,,1,29,300,,1,9999,2,,,
10627,1,40,,27,19,1,7,1,8,2,2,,,,1,21,16,,,,,,,
10628,3,,,,,,,,,,,,,,1,35,24,2,,,,,,
10630,4,,,,,,,,,,,,,3,1,31,240,,,,,,,
10631,1,20,2,41,23,1,12,2,,2,2,,,,2,,,,,,,,,
10632,4,,,,,,,,,,,,,3,1,28,360,1,1,4,2,,,
10633,1,46,,37,12,1,156,2,,,2,,,,2,,,,,,,,,
10635,1,40,,41,35,1,60,2,,,2,,,,2,,,,,,,,,
10636,4,,,,,,,,,,,,,2,1,39,2,2,,,,,,
10638,1,20,2,37,4,5,492,2,,2,2,,,,2,,,,,,,,,
10641,1,45,,4,30,1,72,1,3,1,1,1,1,,2,,,,,,,,,
10649,4,,,,,,,,,,,,,2,1,12,2,2,,,,,,
10650,4,,,,,,,,,,,,,4,1,20,12,1,1,3,2,,,
10653,1,40,,2,33,1,0,2,,2,2,,,,2,,,,,,,,,
10654,1,40,,10,33,1,36,2,,,2,,,,1,4,72,,,,,,,
10655,4,,,,,,,,,,,,,1,1,31,18,2,,,,,,
10656,4,,,,,,,,,,,,,3,1,3,372,1,2,,,,,
10657,3,,,,,,,,,,,,,,1,24,24,1,1,2,2,,,
10659,4,,,,,,,,,,,,,4,1,35,144,2,,,,,,
10661,4,,,,,,,,,,,,,2,1,16,2,,,,,,,
10663,4,,,,,,,,,,,,,6,1,34,264,1,1,10,2,,,
10664,2,,1,27,1,1,120,2,,,2,,,,2,,,,,,,,,
10666,1,24,2,43,12,4,8,2,,2,2,,,,1,12,8,,,,,,,
10668,4,,,,,,,,,,,,,2,1,11,24,2,,,,,,
10669,1,65,,11,30,1,6,1,8,,1,1,3,,2,,,,,,,,,
10670,4,,,,,,,,,,,,,3,1,5,372,2,,,,,,
10671,1,55,,24,1,1,6,2,,,2,,,,2,,,,,,,,,
10675,1,40,,30,9,1,48,2,,,2,,,,2,,,,,,,,,
10676,1,40,,4,30,1,60,2,,1,1,2,,,2,,,,,,,2,,
10677,1,28,1,43,16,4,36,2,,2,2,,,,2,,,,,,,4,,
10678,4,,,,,,,,,,,,,7,1,5,300,2,,,,,,
10679,1,40,,40,23,2,156,2,,2,2,,,,2,,,,,,,,,
10680,1,90,,17,35,5,48,2,,1,1,1,12,,2,,,,,,,,,
10682,1,40,,18,24,1,48,1,1,1,1,1,8,,1,39,396,,2,,,,,
10683,4,,,,,,,,,,,,,3,4,,,,,,,,,
10684,1,15,2,24,11,1,6,2,,,2,,,,2,,,,,,,,,
10685,4,,,,,,,,,,,,,1,1,31,48,,,,,,,
10686,1,40,,40,5,4,168,2,,2,2,,,,2,,,,,,,,,
10687,1,40,,29,14,1,12,2,,2,1,2,,,1,40,24,,1,6,2,,,
10689,1,15,2,24,39,1,9,2,,2,2,,,,2,,,,,,,4,,
10690,1,40,,15,33,1,12,2,,2,2,,,,1,4,180,,,,,,,
10694,1,40,,21,39,1,5,2,,,2,,,,1,38,5,,,,,,,
10695,4,,,,,,,,,,,,,2,1,1,4,2,,,,,,
10697,1,12,1,13,3,1,192,2,,,2,,,,2,,,,,,,,,
10698,4,,,,,,,,,,,,,1,4,,,,,,,,,
10699,1,44,,8,6,1,240,2,,2,2,,,,2,,,,,,,,,
10700,1,40,,39,22,1,48,2,,,1,2,,,1,2,324,,2,,,,,
10701,4,,,,,,,,,,,,,6,1,11,24,2,,,,,,
10702,3,,,,,,,,,,,,,,1,19,10,,,,,,,
10703,1,40,,22,15,1,48,1,8,2,2,,,,1,1,84,,,,,,,
10704,4,,,,,,,,,,,,,3,1,26,252,1,2,,,,,
10705,1,50,,21,10,1,264,1,1,2,1,2,,,2,,,,,,,,,
10707,4,,,,,,,,,,,,,2,4,,,,,,,,,
10708,1,38,,38,4,1,48,2,,2,2,,,,2,,,,,,,,,
10710,4,,,,,,,,,,,,,2,1,33,10,,,,,4,,
10712,4,,,,,,,,,,,,,3,1,7,120,2,,,,,,
10713,1,52,,29,1,1,144,2,,,2,,,,2,,,,,,,4,,
10714,4,,,,,,,,,,,,,3,1,31,444,1,1,2,1,,,
10715,4,,,,,,,,,,,,,1,1,21,84,2,,,,,,
10716,1,40,,13,16,1,1,2,,,2,,,,2,,,,,,,,,
10719,1,8,1,31,23,5,192,1,2,2,1,1,2,,2,,,,,,,,,
10720,4,,,,,,,,,,,,,3,1,28,540,2,,,,,,
10721,1,55,,9,3,1,18,2,,2,2,,,,1,31,300,,,,,,,
10723,1,45,,42,8,1,6,2,,2,2,,,,1,8,12,,,,,,,
10725,4,,,,,,,,,,,,,3,1,23,132,2,,,,,,
10727,4,,,,,,,,,,,,,3,1,1,384,2,,,,,,
10728,1,40,,30,16,1,24,2,,2,1,2,,,1,31,120,,1,6,1,,,
10731,4,,,,,,,,,,,,,6,1,5,72,2,,,,,,
10732,1,32,2,4,30,5,384,1,2,1,1,1,5,,2,,,,,,,,,
10734,1,50,,43,7,4,216,2,,,2,,,,2,,,,,,,,,
10735,4,,,,,,,,,,,,,3,1,36,240,1,1,6,1,,,
10736,1,32,2,38,8,1,24,2,,2,2,,,,1,21,60,,,,,,,
10737,1,24,2,26,39,1,12,2,,2,2,,,,1,21,18,,,,,,,
10738,4,,,,,,,,,,,,,3,1,5,264,2,,,,,,
10739,4,,,,,,,,,,,,,6,1,36,144,1,1,12,2,,,
10741,4,,,,,,,,,,,,,1,1,38,8,2,,,,,,
10743,4,,,,,,,,,,,,,7,1,16,24,2,,,,,,
10744,1,12,2,23,11,1,6,2,,2,2,,,,2,,,,,,,,,
10745,1,20,2,27,11,1,10,2,,,2,,,,2,,,,,,,,,
10747,1,40,,26,9,1,3,2,,,1,2,,,1,11,60,,2,,,,,
10752,1,28,2,31,39,1,24,2,,1,1,1,8,,1,39,24,,2,,,,,
10760,1,40,,40,5,4,60,2,,,2,,,,2,,,,,,,,,
10761,4,,,,,,,,,,,,,5,7,,77777,2,,,,,,
10762,1,40,,29,3,1,36,2,,2,1,2,,,1,5,336,,2,,,,,
10763,4,,,,,,,,,,,,,3,1,36,480,1,1,8,2,,,
10765,1,40,,25,28,1,18,1,1,1,1,1,4,,2,,,,,,,,,
10768,1,40,,37,7,1,72,2,,,2,,,,2,,,,,,,,,
10769,4,,,,,,,,,,,,,2,1,27,0,2,,,,,,
10770,1,35,,5,13,1,12,2,,,2,,,,2,,,,,,,,,
10772,4,,,,,,,,,,,,,2,4,,,,,,,,,
10773,1,60,,27,20,1,552,1,10,,2,,,,2,,,,,,,,,
10775,4,,,,,,,,,,,,,3,1,34,72,2,,,,,,
10777,4,,,,,,,,,,,,,3,1,12,360,,,,,,,
10778,1,10,2,24,14,1,14,2,,,2,,,,2,,,,,,,,,
10780,4,,,,,,,,,,,,,1,1,11,9,2,,,,,,
10781,4,,,,,,,,,,,,,3,1,1,360,1,1,8,2,,,
10782,3,,,,,,,,,,,,,,1,38,348,1,2,,,,,
10783,1,40,,42,8,2,336,2,,2,2,,,,2,,,,,,,,,
10785,1,64,,13,10,1,1,2,,,1,2,,,1,6,144,,1,3,2,,,
10786,3,,,,,,,,,,,,,,1,11,4,1,2,,,,,
10787,1,40,,4,16,5,60,1,8,,2,,,,1,20,48,,,,,,,
10789,4,,,,,,,,,,,,,4,1,30,7,1,1,5,1,4,,
10790,1,48,,25,11,1,36,1,1,,2,,,,2,,,,,,,,,
10791,1,50,,20,35,1,72,2,,2,2,,,,1,26,144,,,,,,,
10793,1,40,,10,33,1,24,2,,1,1,1,8,,2,,,,,,,,,
10796,4,,,,,,,,,,,,,7,1,20,4,2,,,,,,
10797,4,,,,,,,,,,,,,3,1,5,384,2,,,,,,
10800,1,40,,28,11,1,5,2,,2,2,,,,2,,,,,,,,,
10802,4,,,,,,,,,,,,,3,1,3,132,1,2,,,,,
10804,1,80,,8,35,1,276,2,,1,1,2,,,1,25,480,,1,3,2,,,
10805,4,,,,,,,,,,,,,3,1,29,420,2,,,,,,
10806,1,10,2,2,27,1,5,2,,2,2,,,,1,21,240,,,,,,,
10809,1,47,,4,35,1,1,1,1,2,1,1,1,,1,29,24,,2,,,,,
10810,1,54,,41,1,4,60,2,,2,2,,,,1,7,228,,,,,,,
10811,1,3,2,26,11,1,2,2,,2,1,2,,,1,30,6,,1,4,1,4,,
10812,1,7,1,27,21,1,132,2,,2,2,,,,2,,,,,,,,,
10818,1,40,,11,34,1,12,2,,2,1,1,8,,1,31,204,,1,8,2,,,
10819,1,24,2,38,4,1,36,2,,,2,,,,2,,,,,,,,,
10820,1,47,,40,16,4,144,2,,,2,,,,2,,,,,,,,,
10821,4,,,,,,,,,,,,,1,1,16,72,2,,,,4,,
10826,1,40,,23,39,1,12,1,1,2,2,,,,2,,,,,,,,,
10827,1,65,,8,33,1,84,2,,1,1,1,8,,2,,,,,,,,,
10828,3,,,,,,,,,,,,,,1,27,60,2,,,,,,
10829,1,32,1,40,15,1,228,2,,2,2,,,,2,,,,,,,,,
10830,1,50,,31,3,1,36,2,,,2,,,,2,,,,,,,,,
10831,1,60,,17,35,1,0,1,3,1,2,,,,1,35,72,,,,,,,
10832,1,35,,27,21,1,36,2,,,2,,,,2,,,,,,,1,20,27
10833,1,44,,2,3,3,288,2,,1,1,1,1,,2,,,,,,,,,
10838,1,44,,29,14,1,36,2,,2,2,,,,2,,,,,,,,,
10840,1,58,,12,33,1,24,1,1,1,1,1,10,,2,,,,,,,,,
10842,3,,,,,,,,,,,,,,1,3,30,1,2,,,,,
10844,1,40,,38,16,1,48,2,,2,2,,,,1,16,180,,,,,,,
10845,1,54,,31,16,1,19,1,3,,2,,,,1,6,168,,,,,,,
10846,1,15,1,41,24,5,84,2,,2,2,,,,2,,,,,,,,,
10847,4,,,,,,,,,,,,,2,4,,,,,,,,,
10848,1,40,,18,10,2,144,2,,,2,,,,1,31,180,,,,,,,
10849,1,35,,18,24,1,3,2,,,2,,,,1,17,180,,,,,,,
10853,4,,,,,,,,,,,,,2,1,13,9,2,,,,,,
10854,4,,,,,,,,,,,,,3,1,25,480,2,,,,,,
10856,1,40,,34,13,1,6,2,,,2,,,,1,19,36,,,,,,,
10859,4,,,,,,,,,,,,,3,1,1,360,,,,,,,
10861,1,50,,39,4,1,10,2,,2,2,,,,2,,,,,,,,,
10864,1,40,,18,40,1,12,2,,2,2,,,,2,,,,,,,,,
10866,1,45,,9,31,1,36,2,,2,1,2,,,2,,,,,,,,,
10869,1,10,1,42,11,4,48,2,,,2,,,,2,,,,,,,,,
10871,1,36,,15,34,1,360,1,1,1,1,1,9,,2,,,,,,,,,
10872,4,,,,,,,,,,,,,3,1,21,48,2,,,,,,
10873,1,40,,22,16,1,36,2,,2,2,,,,2,,,,,,,,,
10874,4,,,,,,,,,,,,,3,1,19,228,2,,,,,,
10876,1,41,,4,30,1,3,2,,2,1,2,,,1,98,7,,2,,,,,
10877,1,40,,2,27,1,36,2,,1,1,2,,,1,26,156,,,,,,,
10878,4,,,,,,,,,,,,,7,1,98,96,1,1,1,1,4,,
10879,4,,,,,,,,,,,,,3,1,9,480,2,,,,,,
10880,4,,,,,,,,,,,,,7,1,21,12,2,,,,,,
10883,4,,,,,,,,,,,,,6,1,15,36,2,,,,,,
10884,4,,,,,,,,,,,,,1,1,4,84,2,,,,,,
10885,1,30,1,21,29,1,12,2,,2,2,,,,1,37,204,,,,,,,
10886,4,,,,,,,,,,,,,3,1,23,84,2,,,,,,
10887,1,35,,23,39,1,48,2,,2,2,,,,1,1,120,,,,,,,
10890,1,40,,4,30,1,120,1,8,1,1,2,,,2,,,,,,,,,
10892,4,,,,,,,,,,,,,1,1,35,36,2,,,,,,
10895,1,67,,31,30,1,24,1,10,1,1,2,,,1,29,120,,1,8,1,,,
10896,1,18,2,27,21,5,12,2,,2,2,,,,1,11,24,,,,,4,,
10897,1,50,,2,27,5,48,2,,2,1,1,4,,2,,,,,,,,,
10898,4,,,,,,,,,,,,,3,1,25,720,1,1,12,2,,,
10899,1,40,,8,31,1,48,2,,2,2,,,,2,,,,,,,,,
10901,4,,,,,,,,,,,,,3,1,98,348,1,1,9,1,,,
10903,4,,,,,,,,,,,,,1,1,27,60,2,,,,,,
10905,1,20,2,4,37,1,6,1,1,,1,1,5,,2,,,,,,,,,
10906,1,18,1,4,30,5,72,2,,,2,,,,2,,,,,,,4,,
10907,4,,,,,,,,,,,,,3,1,41,300,1,1,8,2,,,
10908,1,4,2,1,27,1,7,2,,1,1,1,1,,2,,,,,,,,,
10911,1,20,2,31,23,1,24,2,,2,2,,,,1,19,36,,,,,,,
10912,4,,,,,,,,,,,,,6,1,29,240,1,1,8,1,,,
10913,1,24,2,27,21,1,48,1,1,,2,,,,2,,,,,,,,,
10915,4,,,,,,,,,,,,,3,1,12,720,2,,,,,,
10917,4,,,,,,,,,,,,,3,1,16,252,1,1,7,1,,,
10918,4,,,,,,,,,,,,,1,1,31,15,1,1,10,1,4,,
10920,3,,,,,,,,,,,,,,1,30,15,1,1,2,1,,,
10921,1,40,,38,22,1,12,2,,1,2,,,,2,,,,,,,,,
10922,1,68,,23,11,1,24,2,,2,2,,,,2,,,,,,,,,
10926,4,,,,,,,,,,,,,3,1,1,264,2,,,,,,
10927,4,,,,,,,,,,,,,1,4,,,,,,,,,
10928,4,,,,,,,,,,,,,3,1,25,600,1,1,8,2,,,
10929,4,,,,,,,,,,,,,3,1,31,360,1,1,8,2,,,
10931,1,48,,16,35,1,192,2,,,2,,,,2,,,,,,,,,
10933,1,40,,4,15,3,132,1,1,,1,2,,,1,15,96,,2,,,,,
10934,4,,,,,,,,,,,,,2,4,,,,,,,,,
10936,4,,,,,,,,,,,,,3,1,1,240,,,,,,,
10937,1,40,,10,33,1,108,2,,1,1,1,8,,2,,,,,,,,,
10939,1,60,,42,6,5,300,2,,1,1,2,,,2,,,,,,,,,
10940,1,16,2,40,2,1,108,2,,2,2,,,,1,5,84,,,,,,,
10941,1,43,,11,33,1,24,2,,1,1,1,9,,2,,,,,,,,,
10942,1,40,,4,2,3,336,2,,2,2,,,,2,,,,,,,,,
10943,1,36,,2,27,5,72,1,8,2,2,,,,2,,,,,,,,,
10944,1,20,2,27,21,1,12,2,,2,2,,,,1,18,36,,,,,,,
10945,3,,,,,,,,,,,,,,1,1,6,2,,,,4,,
10946,4,,,,,,,,,,,,,3,1,8,360,1,1,6,2,,,
10947,4,,,,,,,,,,,,,1,1,38,24,2,,,,,,
10949,4,,,,,,,,,,,,,2,4,,,,,,,,,
10950,4,,,,,,,,,,,,,3,1,5,384,2,,,,,,
10957,4,,,,,,,,,,,,,2,4,,,,,,,,,
10962,4,,,,,,,,,,,,,3,1,36,444,1,1,8,1,,,
10963,2,,1,29,3,1,60,2,,2,2,,,,2,,,,,,,4,,
10964,1,25,2,31,2,5,168,2,,2,2,,,,2,,,,,,,,,
10965,4,,,,,,,,,,,,,2,4,,,,,,,,,
10966,1,40,,25,35,1,192,2,,2,2,,,,2,,,,,,,,,
10968,1,10,2,1,27,1,12,1,1,2,1,1,2,,2,,,,,,,,,
10971,1,20,2,39,22,1,2,2,,2,2,,,,1,23,12,,,,,,,
10972,4,,,,,,,,,,,,,2,1,39,3,2,,,,,,
10973,1,20,1,43,2,3,24,2,,,2,,,,1,2,36,,,,,,,
10974,4,,,,,,,,,,,,,7,4,,,,,,,,,
10975,1,50,,42,7,1,228,2,,2,2,,,,1,24,360,,,,,,,
10976,1,20,2,23,11,1,10,2,,,2,,,,2,,,,,,,,,
10977,4,,,,,,,,,,,,,2,4,,,,,,,,,
10978,1,40,,8,33,1,216,1,2,1,1,1,8,,2,,,,,,,,,
10979,1,40,,4,30,1,12,1,8,2,1,1,6,,2,,,,,,,,,
10982,1,36,,25,28,1,144,2,,1,1,1,1,,2,,,,,,,,,
10984,4,,,,,,,,,,,,,7,4,,,,,,,,,
10988,4,,,,,,,,,,,,,3,1,25,360,,,,,,,
10989,4,,,,,,,,,,,,,1,1,21,48,2,,,,,,
10990,1,15,2,27,6,1,36,1,4,,1,1,4,,2,,,,,,,,,
10991,4,,,,,,,,,,,,,2,1,16,4,1,1,3,2,4,,
10992,1,54,,13,29,1,2,2,,2,2,,,,1,2,48,,,,,,,
10996,1,40,,37,12,1,168,2,,,1,2,,,2,,,,,,,,,
10998,1,20,2,40,16,1,24,2,,,2,,,,2,,,,,,,,,
10999,4,,,,,,,,,,,,,3,4,,,,,,,,,
11001,1,30,2,24,9,1,36,1,1,,2,,,,2,,,,,,,,,
11002,1,40,,17,35,1,3,2,,2,2,,,,1,25,156,,,,,,,
11003,1,38,,39,5,1,8,1,4,2,2,,,,2,,,,,,,,,
11004,4,,,,,,,,,,,,,3,1,29,396,,,,,,,
11005,1,65,,42,7,1,60,2,,2,1,2,,,1,7,372,,2,,,,,
11006,1,60,,4,30,1,6,2,,1,1,1,9,,1,30,144,,1,9,1,4,,
11012,1,32,1,24,11,1,15,1,4,2,1,2,,,1,34,19,,1,8,1,,,
11013,4,,,,,,,,,,,,,1,1,38,8,2,,,,,,
11014,4,,,,,,,,,,,,,6,1,15,72,1,1,8,2,,,
11016,4,,,,,,,,,,,,,1,4,,,,,,,,,
11017,4,,,,,,,,,,,,,6,1,22,60,2,,,,4,,
11019,1,40,,40,7,3,144,2,,2,2,,,,2,,,,,,,,,
11020,4,,,,,,,,,,,,,1,1,8,156,2,,,,,,
11021,1,33,2,28,11,1,168,1,11,,2,,,,2,,,,,,,,,
11023,1,50,,40,1,3,18,2,,,2,,,,1,5,168,,,,,,,
11024,4,,,,,,,,,,,,,3,1,31,360,,,,,,,
11025,1,77777,1,2,27,1,2,2,,2,2,,,,2,,,,,,,,,
11028,4,,,,,,,,,,,,,3,1,33,120,2,,,,,,
11031,1,24,2,4,37,1,2,1,4,,2,,,,2,,,,,,,,,
11032,1,40,,23,9,1,84,2,,2,2,,,,2,,,,,,,,,
11033,4,,,,,,,,,,,,,3,1,35,336,1,1,8,2,,,
11035,4,,,,,,,,,,,,,6,1,6,84,2,,,,1,12,44
11037,4,,,,,,,,,,,,,1,1,16,36,2,,,,,,
11038,1,28,1,11,33,1,12,2,,1,1,1,8,,1,32,72,,1,8,2,,,
11040,1,40,,44,2,2,408,2,,2,2,,,,2,,,,,,,,,
11041,1,40,,29,2,1,24,2,,,1,2,,,2,,,,,,,,,
11045,1,40,,19,16,1,6,2,,,2,,,,2,,,,,,,,,
11046,1,99999,2,1,26,1,1,2,,2,2,,,,2,,,,,,,,,
11049,4,,,,,,,,,,,,,2,1,27,60,1,1,8,1,,,
11051,4,,,,,,,,,,,,,3,1,16,36,,,,,,,
11052,4,,,,,,,,,,,,,6,1,1,384,1,1,14,2,,,
11061,1,30,1,27,19,1,24,1,1,2,2,,,,1,11,72,,,,,,,
11062,1,20,2,41,24,2,3,1,1,,2,,,,1,32,312,,,,,,,
11063,4,,,,,,,,,,,,,4,1,5,324,2,,,,,,
11064,1,45,,40,5,4,36,2,,,2,,,,2,,,,,,,,,
11066,1,45,,2,30,1,24,2,,1,2,,,,2,,,,,,,,,
11067,4,,,,,,,,,,,,,2,4,,,,,,,,,
11068,1,40,,14,3,1,16,2,,2,1,2,,,1,30,132,,,,,,,
11070,4,,,,,,,,,,,,,3,1,22,300,2,,,,,,
11072,1,40,,40,7,4,168,2,,2,2,,,,2,,,,,,,,,
11074,1,40,,32,31,1,84,2,,2,2,,,,2,,,,,,,,,
11077,1,35,,28,11,1,36,1,1,,2,,,,2,,,,,,,,,
11078,4,,,,,,,,,,,,,3,1,31,504,1,1,8,2,,,
11079,1,72,,28,9,5,120,1,5,2,2,,,,2,,,,,,,,,
11080,4,,,,,,,,,,,,,3,1,20,108,2,,,,,,
11082,4,,,,,,,,,,,,,6,1,25,120,1,1,4,2,,,
11084,4,,,,,,,,,,,,,2,1,21,4,2,,,,,,
11085,1,37,,11,33,1,2,1,8,1,1,1,8,,1,20,24,,2,,,,,
11088,4,,,,,,,,,,,,,4,1,15,12,2,,,,4,,
11090,4,,,,,,,,,,,,,3,1,12,528,2,,,,,,
11092,4,,,,,,,,,,,,,3,1,2,324,2,,,,,,
11093,2,,2,98,98,2,24,1,6,2,2,,,,2,,,,,,,,,
11096,1,40,,4,37,1,1,2,,2,1,1,1,,1,36,24,,,,,,,
11097,1,50,,41,1,1,36,2,,2,1,1,8,,1,13,372,,,,,,,
11098,4,,,,,,,,,,,,,1,1,17,300,2,,,,,,
11099,1,10,2,28,39,1,0,2,,2,2,,,,1,21,5,,,,,4,,
11102,1,30,2,27,19,1,0,2,,2,2,,,,1,15,108,,,,,,,
11103,1,24,2,38,22,99,18,2,,2,2,,,,2,,,,,,,4,,
11104,4,,,,,,,,,,,,,7,1,24,48,1,2,,,,,
11105,1,40,,27,11,1,0,2,,2,2,,,,1,21,6,,,,,,,
11106,4,,,,,,,,,,,,,3,1,34,300,2,,,,,,
11108,1,50,,29,10,1,180,2,,2,2,,,,2,,,,,,,,,
11109,4,,,,,,,,,,,,,7,1,40,5,,,,,,,
11110,1,40,,20,39,4,156,1,8,2,2,,,,2,,,,,,,,,
11111,1,72,,16,38,1,4,2,,2,1,1,8,,2,,,,,,,,,
11118,4,,,,,,,,,,,,,3,1,3,312,1,1,1,1,,,
11119,1,35,,28,35,1,9,1,1,2,1,2,,,2,,,,,,,,,
11121,1,80,,16,38,1,12,2,,1,2,,,,1,21,60,,,,,,,
11125,4,,,,,,,,,,,,,2,4,,,,,,,,,
11126,4,,,,,,,,,,,,,6,1,21,120,2,,,,,,
11127,1,20,2,30,10,1,6,2,,2,2,,,,1,16,144,,,,,,,
11130,4,,,,,,,,,,,,,3,1,1,420,1,2,,,,,
11132,1,30,2,27,21,1,11,2,,2,2,,,,2,,,,,,,,,
11133,1,35,,40,1,1,84,2,,2,2,,,,2,,,,,,,,,
11134,1,45,,17,1,5,204,2,,,1,1,1,,1,8,264,,1,4,1,,,
11135,4,,,,,,,,,,,,,3,1,16,264,1,1,8,2,,,
11137,4,,,,,,,,,,,,,2,1,6,5,2,,,,4,,
11138,4,,,,,,,,,,,,,3,1,16,300,2,,,,,,
11140,4,,,,,,,,,,,,,4,1,18,60,2,,,,4,,
11141,4,,,,,,,,,,,,,2,4,,,,,,,,,
11142,1,40,,9,31,1,132,2,,1,2,,,,2,,,,,,,,,
11144,1,20,2,23,11,1,18,2,,,2,,,,2,,,,,,,,,
11145,1,40,,30,37,1,12,1,8,1,2,,,,2,,,,,,,,,
11146,1,50,,16,34,1,48,2,,1,2,,,,2,,,,,,,,,
11148,1,40,,18,16,2,156,2,,2,2,,,,2,,,,,,,,,
11149,4,,,,,,,,,,,,,6,4,,,,,,,,,
11150,3,,,,,,,,,,,,,,1,1,264,2,,,,,,
11154,1,43,,23,9,1,180,1,1,2,1,2,,,2,,,,,,,,,
11158,1,40,,4,30,1,132,1,2,2,2,,,,2,,,,,,,,,
11160,1,50,,18,35,1,372,2,,2,1,2,,,2,,,,,,,,,
11162,1,70,,37,12,1,12,2,,,2,,,,2,,,,,,,,,
11163,1,40,,38,21,1,96,2,,2,2,,,,2,,,,,,,,,
11165,4,,,,,,,,,,,,,3,1,23,276,2,,,,,,
11168,4,,,,,,,,,,,,,2,1,7,180,,,,,,,
11170,1,40,,12,36,1,9,2,,,1,2,,,1,33,12,,1,8,1,,,
11171,4,,,,,,,,,,,,,2,1,6,1,,,,,,,
11173,1,30,2,40,5,3,84,2,,,2,,,,2,,,,,,,,,
11175,1,40,,8,11,1,0,2,,,2,,,,1,11,4,,,,,,,
11176,1,28,1,27,11,1,8,2,,2,2,,,,2,,,,,,,,,
11177,4,,,,,,,,,,,,,3,1,35,396,1,1,10,2,,,
11178,4,,,,,,,,,,,,,3,1,36,360,1,1,8,1,,,
11179,1,40,,27,11,1,24,2,,2,2,,,,2,,,,,,,,,
11180,1,40,,23,23,1,2,2,,2,2,,,,1,26,360,,,,,,,
11181,2,,1,16,3,1,36,2,,1,2,,,,2,,,,,,,,,
11186,1,24,2,39,8,1,0,2,,2,2,,,,2,,,,,,,,,
11187,1,40,,34,1,1,4,2,,2,1,2,,,1,26,9,,1,8,2,,,
11188,1,40,,42,16,1,48,2,,,2,,,,2,,,,,,,,,
11189,4,,,,,,,,,,,,,3,1,14,480,2,,,,,,
11192,4,,,,,,,,,,,,,1,1,19,24,1,2,,,,,
11193,4,,,,,,,,,,,,,3,1,1,492,2,,,,,,
11195,1,70,,31,23,1,240,2,,2,2,,,,2,,,,,,,,,
11197,4,,,,,,,,,,,,,7,1,21,60,2,,,,,,
11198,4,,,,,,,,,,,,,1,1,12,132,2,,,,,,
11199,4,,,,,,,,,,,,,7,1,17,12,2,,,,,,
11203,1,16,1,2,40,1,12,2,,2,1,1,8,,2,,,,,,,,,
11206,1,40,,4,30,1,7,1,1,2,2,,,,2,,,,,,,,,
11207,1,12,2,28,11,1,3,1,1,2,2,,,,1,7,36,,,,,,,
11211,1,40,,40,21,4,36,2,,2,2,,,,1,11,84,,,,,,,
11214,1,68,,4,30,1,168,1,1,2,2,,,,2,,,,,,,,,
11216,4,,,,,,,,,,,,,3,1,5,372,2,,,,,,
11217,4,,,,,,,,,,,,,3,1,30,600,1,1,1,2,,,
11221,4,,,,,,,,,,,,,2,1,40,1,2,,,,,,
11224,4,,,,,,,,,,,,,3,1,16,324,1,1,6,2,,,
11227,1,62,,30,3,1,30,2,,2,2,,,,1,3,144,,,,,,,
11228,4,,,,,,,,,,,,,5,1,20,2,2,,,,,,
11230,1,10,2,40,98,1,12,2,,2,1,2,,,1,21,276,,1,8,2,,,
11231,4,,,,,,,,,,,,,3,1,33,192,,,,,,,
11232,1,55,,21,14,1,300,2,,,2,,,,2,,,,,,,,,
11233,4,,,,,,,,,,,,,3,1,8,300,2,,,,,,
11236,4,,,,,,,,,,,,,4,4,,,,,,,,,
11238,1,30,1,32,28,1,12,1,4,1,1,1,1,,1,2,180,,1,2,1,,,
11241,1,40,,41,5,1,12,2,,2,2,,,,2,,,,,,,4,,
11246,4,,,,,,,,,,,,,3,1,10,240,1,1,8,2,,,
11249,1,55,,21,1,1,18,2,,2,2,,,,2,,,,,,,,,
