"SEQN","OCD150","OCD180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCD310B","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCQ470G","OCD470","OCD480"
18719,4,,,,,,,,,,,,,4,1,35,240,2,,,,,,
18721,1,35,,35,24,1,36,2,,2,2,,,,2,,,,,,,,,
18723,4,,,,,,,,,,,,,2,4,,,,,,,,,
18724,1,24,1,38,23,1,36,2,,2,2,,,,2,,,,,,,,,
18726,4,,,,,,,,,,,,,3,1,16,99999,2,,,,,,
18727,4,,,,,,,,,,,,,1,1,21,6,2,,,,,,
18728,4,,,,,,,,,,,,,3,1,33,240,2,,,,,,
18729,4,,,,,,,,,,,,,6,1,26,144,2,,,,,,
18731,1,40,,25,9,1,84,1,8,,2,,,,2,,,,,,,,,
18732,1,40,,12,34,1,10,2,,1,2,,,,2,,,,,,,,,
18733,1,35,,40,5,4,24,2,,2,2,,,,1,7,48,,,,,,,
18735,1,40,,8,33,1,60,1,3,1,1,1,8,,1,28,108,,1,2,1,,,
18736,1,40,,19,11,1,1,2,,2,2,,,,2,,,,,,,,,
18738,1,10,2,40,5,1,24,2,,2,2,,,,1,5,24,,,,,4,,
18739,2,,1,44,7,3,24,2,,,2,,,,1,98,168,,,,,,,
18740,4,,,,,,,,,,,,,2,1,24,5,2,,,,,,
18741,4,,,,,,,,,,,,,3,1,30,360,1,1,4,2,,,
18742,4,,,,,,,,,,,,,3,1,30,600,2,,,,,,
18743,1,40,,25,33,1,6,1,1,1,1,1,2,,2,,,,,,,,,
18744,1,30,2,44,4,4,84,2,,2,2,,,,2,,,,,,,,,
18746,4,,,,,,,,,,,,,6,1,26,240,1,1,8,2,,,
18747,1,15,2,40,18,99,2,2,,,2,,,,1,24,36,,,,,,,
18749,1,60,,43,18,4,168,2,,1,1,1,1,,2,,,,,,,,,
18750,1,40,,44,1,3,276,2,,,1,2,,,2,,,,,,,,,
18752,4,,,,,,,,,,,,,4,1,34,180,,,,,,,
18753,1,52,,12,15,1,1,2,,1,2,,,,1,28,132,,,,,,,
18754,1,55,,15,34,1,36,2,,2,2,,,,1,20,84,,,,,,,
18755,4,,,,,,,,,,,,,6,1,9,180,,,,,,,
18757,4,,,,,,,,,,,,,1,1,34,180,2,,,,,,
18758,1,20,2,37,4,1,10,2,,2,1,1,6,,2,,,,,,,1,6,8
18759,4,,,,,,,,,,,,,3,1,9,240,2,,,,,,
18760,3,,,,,,,,,,,,,,1,11,48,2,,,,,,
18761,3,,,,,,,,,,,,,,1,21,4,2,,,,,,
18762,1,20,2,27,11,1,12,2,,2,2,,,,2,,,,,,,,,
18764,1,62,,27,21,1,12,1,6,,2,,,,1,21,24,,,,,,,
18766,4,,,,,,,,,,,,,1,1,21,24,2,,,,4,,
18769,4,,,,,,,,,,,,,7,4,,,,,,,,,
18772,1,30,2,31,23,5,120,2,,2,2,,,,1,5,144,,,,,,,
18773,4,,,,,,,,,,,,,3,1,1,360,1,1,8,2,,,
18775,1,40,,30,27,1,36,2,,1,1,1,1,,1,30,132,,2,,,,,
18777,1,48,,13,16,1,4,2,,2,2,,,,2,,,,,,,,,
18779,4,,,,,,,,,,,,,3,1,33,312,1,1,8,2,,,
18781,4,,,,,,,,,,,,,3,1,36,240,2,,,,,,
18782,4,,,,,,,,,,,,,3,1,6,360,2,,,,,,
18784,4,,,,,,,,,,,,,3,1,28,276,,,,,,,
18785,1,40,,29,3,1,2,2,,2,2,,,,1,11,6,,,,,,,
18786,1,84,,2,26,1,2,1,12,1,2,,,,1,40,24,,,,,,,
18788,3,,,,,,,,,,,,,,1,8,72,,,,,,,
18790,4,,,,,,,,,,,,,6,1,30,300,2,,,,,,
18791,4,,,,,,,,,,,,,4,1,8,24,2,,,,,,
18795,1,25,2,28,15,1,1,1,5,,2,,,,2,,,,,,,,,
18797,1,8,2,40,5,1,3,2,,,2,,,,2,,,,,,,,,
18799,4,,,,,,,,,,,,,3,1,12,96,2,,,,,,
18801,1,50,,41,1,1,168,2,,2,2,,,,2,,,,,,,,,
18802,4,,,,,,,,,,,,,2,4,,,,,,,,,
18803,1,40,,27,21,1,8,2,,2,2,,,,2,,,,,,,,,
18804,4,,,,,,,,,,,,,3,1,5,420,,,,,,,
18805,4,,,,,,,,,,,,,2,1,16,18,2,,,,,,
18810,4,,,,,,,,,,,,,5,1,37,1,2,,,,,,
18811,4,,,,,,,,,,,,,3,1,20,312,2,,,,,,
18812,4,,,,,,,,,,,,,1,1,12,3,2,,,,4,,
18813,1,18,2,27,20,1,1,2,,2,2,,,,1,98,18,,,,,,,
18815,1,50,,98,98,1,0,2,,2,2,,,,2,,,,,,,,,
18817,2,,1,40,5,1,96,2,,2,1,2,,,2,,,,,,,4,,
18819,1,90,,4,37,1,180,2,,1,1,1,4,,2,,,,,,,,,
18820,4,,,,,,,,,,,,,2,1,11,12,2,,,,,,
18821,2,,1,40,5,4,156,2,,2,1,2,,,2,,,,,,,,,
18823,4,,,,,,,,,,,,,3,1,33,96,1,1,8,2,,,
18824,1,60,,21,35,1,17,2,,2,1,2,,,1,34,204,,1,8,1,,,
18827,1,38,,27,20,1,36,2,,2,2,,,,1,31,84,,,,,,,
18828,2,,1,13,10,1,132,2,,2,2,,,,2,,,,,,,,,
18831,4,,,,,,,,,,,,,6,1,12,120,2,,,,,,
18835,4,,,,,,,,,,,,,2,1,31,3,,,,,,,
18836,1,24,2,38,20,1,84,2,,2,2,,,,2,,,,,,,1,15,28
18837,1,40,,30,16,1,36,2,,2,2,,,,1,16,144,,,,,,,
18841,1,10,2,28,4,1,12,2,,,2,,,,2,,,,,,,,,
18842,4,,,,,,,,,,,,,3,4,,,,,,,,,
18843,2,,1,5,34,1,204,2,,1,2,,,,2,,,,,,,,,
18845,1,20,1,18,35,3,18,2,,2,2,,,,1,8,144,,,,,,,
18848,4,,,,,,,,,,,,,3,1,16,372,2,,,,,,
18850,1,59,,40,7,3,168,2,,,2,,,,2,,,,,,,,,
18851,4,,,,,,,,,,,,,1,4,,,,,,,,,
18852,4,,,,,,,,,,,,,3,1,9,216,2,,,,,,
18853,1,55,,22,15,1,192,2,,2,2,,,,1,35,228,,,,,4,,
18854,1,25,2,27,19,1,192,2,,2,2,,,,2,,,,,,,,,
18855,1,16,2,28,11,1,6,2,,,2,,,,,,,,,,,,,
18856,4,,,,,,,,,,,,,1,1,34,48,,,,,4,,
18857,1,40,,12,34,1,36,2,,1,2,,,,2,,,,,,,,,
18858,4,,,,,,,,,,,,,1,1,11,96,2,,,,,,
18861,4,,,,,,,,,,,,,3,1,30,420,1,2,,,,,
18862,1,40,,4,36,3,156,1,5,1,1,1,3,,2,,,,,,,,,
18865,1,40,,28,9,1,20,2,,2,2,,,,1,11,72,,,,,4,,
18866,1,12,2,40,16,1,2,2,,,2,,,,,,,,,,,,,
18867,1,40,,38,23,1,96,2,,2,2,,,,1,14,48,,,,,,,
18871,1,40,,30,16,1,6,2,,2,1,2,,,1,34,12,,,,,,,
18873,1,16,2,39,8,1,3,2,,2,2,,,,2,,,,,,,2,,
18877,4,,,,,,,,,,,,,7,1,20,300,2,,,,,,
18878,1,48,,17,33,1,96,2,,2,2,,,,2,,,,,,,,,
18879,1,32,1,40,5,3,12,2,,2,1,2,,,1,33,144,,1,8,2,,,
18881,1,40,,25,15,1,60,2,,,2,,,,2,,,,,,,4,,
18882,1,40,,34,13,1,12,2,,2,2,,,,1,8,360,,,,,,,
18884,2,,2,42,7,5,612,2,,2,2,,,,2,,,,,,,,,
18885,4,,,,,,,,,,,,,3,1,31,480,1,1,7,1,,,
18887,1,14,2,27,11,1,0,2,,,2,,,,,,,,,,,,,
18888,1,50,,4,2,1,5,2,,2,2,,,,1,30,264,,,,,,,
18889,4,,,,,,,,,,,,,1,4,,,,,,,,,
18891,1,40,,28,11,1,1,2,,2,2,,,,1,15,180,,,,,,,
18893,1,40,,38,4,1,156,2,,2,2,,,,2,,,,,,,,,
18894,1,10,1,40,5,3,240,2,,2,2,,,,2,,,,,,,,,
18897,4,,,,,,,,,,,,,6,1,11,24,2,,,,,,
18903,2,,1,31,23,1,60,2,,2,1,2,,,2,,,,,,,,,
18904,1,55,,27,21,1,6,2,,2,2,,,,1,31,48,,,,,,,
18905,4,,,,,,,,,,,,,2,4,,,,,,,,,
18906,4,,,,,,,,,,,,,6,1,31,324,2,,,,3,,3
18909,2,,2,40,11,4,12,2,,2,2,,,,1,11,84,,,,,,,
18911,1,24,2,37,8,1,96,2,,2,2,,,,2,,,,,,,,,
18912,4,,,,,,,,,,,,,3,1,38,36,1,1,5,2,,,
18913,1,36,,2,27,1,48,2,,1,1,1,4,,2,,,,,,,,,
18916,1,45,,29,10,1,36,2,,,2,,,,2,,,,,,,4,,
18917,1,13,2,33,17,5,2,2,,,1,1,1,,1,24,96,,2,,,,,
18919,2,,1,31,16,1,36,2,,,2,,,,1,16,156,,,,,,,
18920,4,,,,,,,,,,,,,1,4,,,,,,,,,
18921,1,40,,4,2,1,48,2,,,2,,,,2,,,,,,,,,
18922,4,,,,,,,,,,,,,2,1,11,12,2,,,,,,
18923,1,50,,30,22,1,4,2,,2,2,,,,1,2,36,,,,,,,
18924,1,18,2,26,11,1,18,2,,,2,,,,2,,,,,,,,,
18926,3,,,,,,,,,,,,,,1,27,24,1,1,8,1,,,
18928,4,,,,,,,,,,,,,3,1,9,468,2,,,,,,
18929,1,60,,40,5,4,312,2,,,2,,,,2,,,,,,,,,
18932,4,,,,,,,,,,,,,3,1,5,60,2,,,,,,
18934,1,60,,18,14,1,60,2,,2,1,2,,,2,,,,,,,4,,
18935,4,,,,,,,,,,,,,7,4,,,,,,,,,
18941,1,44,,18,13,1,3,2,,,2,,,,2,,,,,,,,,
18943,4,,,,,,,,,,,,,1,1,21,48,2,,,,,,
18944,1,40,,31,2,1,18,2,,,2,,,,1,11,36,,,,,,,
18945,4,,,,,,,,,,,,,6,1,5,99999,2,,,,,,
18946,4,,,,,,,,,,,,,3,1,29,360,1,1,8,2,,,
18949,1,35,,27,1,1,18,2,,2,2,,,,2,,,,,,,,,
18950,4,,,,,,,,,,,,,3,1,15,300,2,,,,,,
18951,4,,,,,,,,,,,,,7,4,,,,,,,,,
18954,4,,,,,,,,,,,,,4,4,,,,,,,,,
18955,1,45,,18,1,1,324,2,,,2,,,,2,,,,,,,,,
18957,1,40,,8,33,1,24,1,6,,1,1,8,,1,15,180,,1,3,2,,,
18958,4,,,,,,,,,,,,,3,1,1,336,1,1,5,2,,,
18960,1,12,2,26,11,1,3,2,,,2,,,,2,,,,,,,4,,
18961,4,,,,,,,,,,,,,3,1,16,180,2,,,,,,
18962,4,,,,,,,,,,,,,3,1,35,360,2,,,,,,
18963,1,40,,43,14,4,48,2,,,1,2,,,1,15,72,,2,,,,,
18966,4,,,,,,,,,,,,,7,1,20,24,2,,,,,,
18968,4,,,,,,,,,,,,,2,4,,,,,,,,,
18969,1,60,,2,27,1,168,2,,2,2,,,,2,,,,,,,,,
18971,4,,,,,,,,,,,,,2,4,,,,,,,,,
18972,1,80,,1,25,5,360,2,,,1,1,3,,2,,,,,,,,,
18973,4,,,,,,,,,,,,,3,1,16,300,2,,,,,,
18974,4,,,,,,,,,,,,,6,4,,,,,,,,,
18975,1,40,,23,15,1,18,1,1,,1,1,6,,2,,,,,,,,,
18977,1,35,,27,18,1,3,1,5,,1,1,6,,1,1,36,,1,10,2,,,
18978,1,12,2,4,37,1,36,2,,,1,2,,,1,30,120,,1,3,1,,,
18979,4,,,,,,,,,,,,,3,1,30,720,2,,,,,,
18981,1,30,2,27,20,1,0,2,,2,2,,,,2,,,,,,,,,
18982,1,40,,98,98,1,77777,2,,2,2,,,,2,,,,,,,,,
18984,1,40,,31,3,1,18,2,,2,2,,,,2,,,,,,,,,
18985,4,,,,,,,,,,,,,3,1,23,96,2,,,,,,
18986,1,8,2,28,11,1,8,2,,2,1,2,,,2,,,,,,,,,
18987,4,,,,,,,,,,,,,7,1,23,120,2,,,,,,
18988,4,,,,,,,,,,,,,3,1,16,240,2,,,,,,
18989,1,60,,8,33,1,300,2,,1,1,1,12,,2,,,,,,,,,
18992,2,,1,44,22,3,252,1,10,2,1,2,,,2,,,,,,,,,
18993,1,40,,41,5,1,6,2,,,2,,,,2,,,,,,,4,,
18994,1,40,,28,29,1,228,2,,1,2,,,,3,,240,,,,,,,
18995,4,,,,,,,,,,,,,7,1,23,6,2,,,,,,
18996,2,,1,11,33,1,84,1,1,2,1,1,8,,2,,,,,,,,,
18998,1,40,,37,16,1,72,2,,,2,,,,2,,,,,,,,,
18999,1,52,,30,10,1,108,2,,,2,,,,2,,,,,,,,,
19000,4,,,,,,,,,,,,,1,4,,,,,,,,,
19001,1,40,,14,31,1,24,2,,2,2,,,,2,,,,,,,,,
19002,1,50,,27,19,1,24,2,,2,1,2,,,2,,,,,,,,,
19003,1,30,1,40,5,4,84,2,,2,2,,,,1,5,84,,,,,,,
19004,4,,,,,,,,,,,,,3,1,40,12,,,,,,,
19006,2,,2,40,16,2,12,2,,2,2,,,,2,,,,,,,,,
19007,1,65,,4,30,1,144,2,,2,2,,,,2,,,,,,,,,
19008,1,35,,24,9,1,15,2,,,2,,,,2,,,,,,,,,
19009,2,,1,16,3,1,1,2,,2,2,,,,2,,,,,,,,,
19010,1,40,,44,8,2,84,1,1,1,1,1,8,,2,,,,,,,,,
19015,1,40,,36,23,1,36,1,6,2,2,,,,1,32,72,,,,,,,
19016,4,,,,,,,,,,,,,2,4,,,,,,,,,
19017,1,40,,32,28,1,6,1,8,,1,1,4,,2,,,,,,,,,
19021,4,,,,,,,,,,,,,1,1,19,72,2,,,,,,
19022,4,,,,,,,,,,,,,4,1,31,600,2,,,,,,
19024,4,,,,,,,,,,,,,1,1,34,24,2,,,,,,
19025,4,,,,,,,,,,,,,1,1,19,7,2,,,,,,
19026,3,,,,,,,,,,,,,,1,26,12,1,1,2,2,,,
19028,4,,,,,,,,,,,,,3,1,35,372,1,1,8,2,,,
19031,4,,,,,,,,,,,,,2,1,23,1,2,,,,,,
19033,4,,,,,,,,,,,,,1,1,11,6,2,,,,,,
19035,1,40,,10,34,1,24,2,,2,1,1,8,,2,,,,,,,,,
19036,4,,,,,,,,,,,,,3,1,12,60,,,,,,,
19037,1,35,,27,11,1,5,2,,2,1,2,,,2,,,,,,,,,
19038,2,,1,42,6,1,180,2,,2,2,,,,2,,,,,,,1,2,42
19040,4,,,,,,,,,,,,,3,1,13,60,2,,,,,,
19042,1,55,,28,11,1,3,1,3,2,1,1,3,,1,20,24,,2,,,4,,
19043,4,,,,,,,,,,,,,1,4,,,,,,,,,
19045,4,,,,,,,,,,,,,3,1,20,480,2,,,,,,
19047,2,,2,23,15,1,4,2,,2,2,,,,2,,,,,,,,,
19049,4,,,,,,,,,,,,,2,4,,,,,,,,,
19050,1,40,,2,27,5,120,2,,,2,,,,2,,,,,,,,,
19051,2,,1,8,6,1,84,2,,2,2,,,,2,,,,,,,,,
19052,4,,,,,,,,,,,,,1,1,19,3,2,,,,,,
19054,4,,,,,,,,,,,,,3,1,12,540,2,,,,,,
19055,4,,,,,,,,,,,,,3,1,98,336,1,2,,,,,
19056,4,,,,,,,,,,,,,4,1,16,312,1,1,8,2,,,
19059,4,,,,,,,,,,,,,6,1,37,240,2,,,,,,
19060,1,30,1,38,4,1,24,2,,,2,,,,2,,,,,,,,,
19061,4,,,,,,,,,,,,,2,1,16,24,2,,,,,,
19062,4,,,,,,,,,,,,,1,1,16,240,2,,,,,,
19064,1,36,,38,4,1,16,1,1,2,2,,,,2,,,,,,,,,
19066,4,,,,,,,,,,,,,2,1,40,3,,,,,4,,
19068,4,,,,,,,,,,,,,3,1,11,720,1,2,,,,,
19071,1,6,1,22,38,1,12,2,,2,2,,,,2,,,,,,,,,
19073,1,90,,15,3,1,180,2,,2,2,,,,2,,,,,,,,,
19074,2,,2,30,10,5,120,2,,,1,2,,,1,37,360,,1,4,1,,,
19075,1,45,,4,30,1,1,2,,1,2,,,,1,25,3,,,,,,,
19077,1,15,2,38,8,1,36,2,,2,2,,,,1,8,72,,,,,,,
19078,1,40,,32,28,5,216,2,,,2,,,,2,,,,,,,4,,
19080,1,26,2,27,20,1,24,2,,2,2,,,,2,,,,,,,,,
19082,4,,,,,,,,,,,,,4,4,,,,,,,,,
19083,1,20,2,23,11,1,12,1,1,2,2,,,,2,,,,,,,,,
19084,1,40,,21,16,1,0,2,,2,2,,,,2,,,,,,,4,,
19086,4,,,,,,,,,,,,,3,1,34,552,2,,,,,,
19088,1,60,,27,1,1,60,2,,2,2,,,,3,,240,,,,,,,
19089,1,65,,4,30,1,36,1,2,2,2,,,,1,27,240,,,,,,,
19090,4,,,,,,,,,,,,,6,4,,,,,,,,,
19091,1,40,,31,6,1,12,2,,,2,,,,1,6,96,,,,,,,
19092,4,,,,,,,,,,,,,7,1,30,24,2,,,,,,
19093,4,,,,,,,,,,,,,2,1,6,0,2,,,,4,,
19094,1,40,,40,5,4,72,2,,,2,,,,2,,,,,,,,,
19096,4,,,,,,,,,,,,,3,1,22,480,2,,,,,,
19097,4,,,,,,,,,,,,,3,1,34,372,1,1,8,1,,,
19099,4,,,,,,,,,,,,,3,1,34,372,2,,,,,,
19103,1,15,2,27,1,1,6,2,,,2,,,,2,,,,,,,,,
19105,1,50,,29,1,1,48,2,,,2,,,,2,,,,,,,,,
19106,1,40,,40,5,3,48,2,,,1,2,,,1,1,144,,1,4,2,4,,
19107,1,30,2,36,27,5,72,2,,2,2,,,,1,21,180,,,,,,,
19110,4,,,,,,,,,,,,,6,1,5,360,2,,,,,,
19112,2,,1,37,14,1,24,2,,2,2,,,,2,,,,,,,,,
19114,1,43,,13,12,1,5,2,,,2,,,,1,39,72,,,,,,,
19115,1,32,2,43,22,4,72,1,8,,1,2,,,1,32,192,,1,8,2,,,
19116,4,,,,,,,,,,,,,3,1,1,408,1,1,5,1,,,
19117,1,40,,10,33,1,2,2,,2,1,1,8,,1,39,180,,2,,,,,
19118,1,35,,5,11,1,9,2,,,2,,,,2,,,,,,,1,1,36
19120,4,,,,,,,,,,,,,3,1,5,456,,,,,,,
19122,1,16,2,22,39,1,180,2,,2,2,,,,2,,,,,,,,,
19124,1,48,,2,27,1,12,2,,2,1,1,8,,2,,,,,,,,,
19126,4,,,,,,,,,,,,,3,1,14,528,2,,,,,,
19127,1,23,2,27,11,1,12,2,,2,2,,,,2,,,,,,,,,
19128,1,40,,44,2,2,72,2,,,2,,,,2,,,,,,,,,
19129,1,60,,4,3,3,36,1,1,2,1,1,10,,2,,,,,,,,,
19130,4,,,,,,,,,,,,,7,4,,,,,,,,,
19132,4,,,,,,,,,,,,,3,1,14,408,2,,,,,,
19133,4,,,,,,,,,,,,,1,1,19,36,2,,,,,,
19134,4,,,,,,,,,,,,,3,1,1,168,,,,,,,
19138,4,,,,,,,,,,,,,1,4,,,,,,,,,
19140,1,40,,27,21,1,4,2,,,2,,,,1,12,24,,,,,,,
19141,1,40,,44,36,3,168,1,1,1,1,1,4,,2,,,,,,,,,
19142,1,14,2,26,9,5,396,2,,,2,,,,2,,,,,,,,,
19143,4,,,,,,,,,,,,,4,1,19,4,2,,,,,,
19145,3,,,,,,,,,,,,,,1,39,2,2,,,,4,,
19146,1,35,,35,24,5,48,2,,,2,,,,2,,,,,,,,,
19147,4,,,,,,,,,,,,,3,1,33,480,2,,,,,,
19151,1,36,,7,32,1,15,1,4,,2,,,,1,1,24,,,,,,,
19153,1,10,2,40,16,1,0,2,,,2,,,,1,20,2,,,,,,,
19154,1,38,,29,10,5,240,2,,2,2,,,,3,,264,,,,,,,
19155,1,37,,4,30,3,1,2,,2,2,,,,2,,,,,,,,,
19156,1,40,,39,22,1,60,1,1,2,2,,,,2,,,,,,,,,
19157,4,,,,,,,,,,,,,2,1,11,12,2,,,,4,,
19159,4,,,,,,,,,,,,,1,1,17,120,2,,,,,,
19160,4,,,,,,,,,,,,,3,1,4,600,2,,,,,,
19161,4,,,,,,,,,,,,,7,1,22,36,2,,,,1,21,27
19162,1,39,,41,7,4,312,2,,,2,,,,2,,,,,,,,,
19165,4,,,,,,,,,,,,,4,1,37,144,2,,,,,,
19166,1,20,2,27,19,1,8,1,5,,2,,,,1,24,36,,,,,,,
19167,4,,,,,,,,,,,,,2,1,11,36,2,,,,,,
19171,1,38,,30,16,1,36,1,1,2,1,1,8,,2,,,,,,,,,
19172,2,,1,24,33,1,24,2,,2,2,,,,1,9,120,,,,,,,
19173,4,,,,,,,,,,,,,5,1,37,120,1,1,4,2,,,
19174,4,,,,,,,,,,,,,4,1,4,324,2,,,,,,
19175,4,,,,,,,,,,,,,1,1,23,3,2,,,,,,
19176,1,40,,13,28,1,60,2,,1,2,,,,1,30,180,,,,,,,
19178,1,16,2,25,35,5,6,2,,2,2,,,,1,1,336,,,,,,,
19179,1,45,,4,30,1,6,2,,,2,,,,2,,,,,,,,,
19180,4,,,,,,,,,,,,,3,3,,264,1,1,3,2,,,
19181,1,13,2,26,11,1,2,2,,,2,,,,1,10,12,,,,,,,
19183,3,,,,,,,,,,,,,,4,,,,,,,,,
19184,4,,,,,,,,,,,,,4,1,6,36,2,,,,,,
19186,1,15,1,27,21,1,48,2,,,2,,,,2,,,,,,,,,
19188,1,61,,27,1,1,120,2,,2,2,,,,2,,,,,,,,,
19189,1,40,,8,15,1,300,2,,,1,2,,,1,16,360,,2,,,,,
19190,4,,,,,,,,,,,,,2,4,,,,,,,,,
19192,4,,,,,,,,,,,,,3,1,3,360,1,1,2,2,,,
19193,4,,,,,,,,,,,,,2,4,,,,,,,,,
19195,1,40,,37,13,1,60,2,,2,2,,,,1,22,144,,,,,,,
19196,1,40,,19,8,1,18,2,,,1,2,,,2,,,,,,,,,
19199,1,50,,39,8,1,180,2,,2,1,2,,,2,,,,,,,1,24,35
19200,1,30,1,16,37,1,12,2,,2,1,1,8,,2,,,,,,,,,
19201,1,50,,2,27,5,96,1,1,1,1,1,4,,2,,,,,,,,,
19202,2,,1,40,5,3,168,2,,2,2,,,,2,,,,,,,2,,
19205,4,,,,,,,,,,,,,3,1,5,372,2,,,,,,
19206,4,,,,,,,,,,,,,1,1,11,18,2,,,,,,
19207,4,,,,,,,,,,,,,3,3,,240,1,1,8,2,,,
19208,4,,,,,,,,,,,,,2,1,21,6,,,,,,,
19210,4,,,,,,,,,,,,,2,1,24,24,2,,,,,,
19216,4,,,,,,,,,,,,,1,1,22,72,2,,,,,,
19217,1,13,2,24,39,1,6,1,1,2,2,,,,2,,,,,,,4,,
19218,1,44,,32,40,1,9,2,,2,1,2,,,1,28,492,,1,8,2,,,
19220,4,,,,,,,,,,,,,3,1,16,480,2,,,,,,
19224,4,,,,,,,,,,,,,1,1,14,24,2,,,,,,
19225,1,38,,4,23,1,0,1,8,2,2,,,,1,36,36,,,,,,,
19226,4,,,,,,,,,,,,,3,1,5,264,1,1,24,2,,,
19229,2,,1,41,13,1,9,2,,2,2,,,,2,,,,,,,,,
19233,4,,,,,,,,,,,,,1,1,3,48,2,,,,,,
19234,1,42,,19,14,1,24,2,,2,2,,,,2,,,,,,,,,
19236,1,30,1,4,30,1,24,2,,2,2,,,,2,,,,,,,,,
19237,4,,,,,,,,,,,,,2,1,21,4,2,,,,,,
19238,1,25,2,42,20,1,3,2,,2,2,,,,1,33,240,,,,,,,
19241,1,40,,11,16,1,3,2,,,2,,,,2,,,,,,,,,
19243,1,40,,5,31,1,12,2,,1,1,1,8,,2,,,,,,,,,
19244,4,,,,,,,,,,,,,3,1,8,300,1,1,4,2,,,
19250,1,40,,42,3,1,24,2,,2,2,,,,2,,,,,,,,,
19252,4,,,,,,,,,,,,,1,1,22,72,2,,,,,,
19254,4,,,,,,,,,,,,,3,1,4,204,2,,,,,,
19256,4,,,,,,,,,,,,,3,1,14,120,2,,,,,,
19257,4,,,,,,,,,,,,,3,1,8,240,,,,,,,
19258,1,35,,28,6,5,6,2,,,2,,,,1,5,216,,,,,,,
19261,1,20,2,43,12,4,120,2,,2,2,,,,2,,,,,,,,,
19262,2,,2,40,5,4,48,1,1,2,2,,,,1,24,84,,,,,,,
19264,1,40,,44,16,3,312,2,,2,2,,,,2,,,,,,,,,
19270,1,40,,1,26,1,96,1,1,2,2,,,,2,,,,,,,,,
19271,4,,,,,,,,,,,,,1,1,11,18,2,,,,,,
19272,1,3,2,27,21,1,6,1,3,,2,,,,2,,,,,,,,,
19277,4,,,,,,,,,,,,,3,1,12,84,2,,,,,,
19278,1,40,,39,14,1,24,2,,2,2,,,,1,1,96,,,,,,,
19279,1,40,,4,30,1,30,1,8,2,1,2,,,2,,,,,,,,,
19283,1,48,,40,3,1,3,2,,2,2,,,,2,,,,,,,,,
19285,1,30,1,40,5,4,0,2,,2,2,,,,1,5,144,,,,,,,
19286,1,50,,17,35,1,24,2,,2,2,,,,2,,,,,,,,,
19290,1,40,,28,2,1,24,2,,,2,,,,2,,,,,,,4,,
19291,4,,,,,,,,,,,,,3,1,12,360,2,,,,,,
19292,4,,,,,,,,,,,,,4,1,19,204,2,,,,,,
19293,4,,,,,,,,,,,,,3,1,12,84,2,,,,,,
19294,1,40,,6,34,1,3,2,,,2,,,,1,98,24,,,,,,,
19295,1,24,2,2,27,1,12,2,,,2,,,,1,31,264,,,,,,,
19296,1,40,,34,27,1,60,2,,1,1,1,1,,2,,,,,,,,,
19297,4,,,,,,,,,,,,,2,4,,,,,,,,,
19298,4,,,,,,,,,,,,,4,1,26,360,,,,,,,
19299,1,45,,30,1,1,12,2,,2,2,,,,2,,,,,,,,,
19301,1,20,2,27,20,1,6,1,1,,2,,,,1,21,36,,,,,2,,
19302,1,60,,42,7,1,60,2,,2,2,,,,2,,,,,,,,,
19303,4,,,,,,,,,,,,,1,4,,,,,,,,,
19307,1,20,2,40,16,3,24,2,,,2,,,,1,98,300,,,,,,,
19309,2,,1,40,7,4,276,2,,2,2,,,,2,,,,,,,,,
19310,4,,,,,,,,,,,,,1,1,2,12,2,,,,,,
19313,4,,,,,,,,,,,,,7,1,3,60,2,,,,,,
19314,1,16,2,4,14,1,36,2,,,2,,,,2,,,,,,,,,
19315,1,5,2,31,23,1,48,2,,2,2,,,,2,,,,,,,,,
19316,1,30,1,21,1,5,96,2,,,1,1,1,,1,2,156,,1,1,2,,,
19317,2,,1,40,7,1,2,2,,2,2,,,,2,,,,,,,,,
19320,4,,,,,,,,,,,,,3,1,31,576,,,,,,,
19321,1,40,,38,22,1,48,2,,2,2,,,,2,,,,,,,2,,
19324,1,12,1,4,30,1,120,1,5,2,1,1,12,,2,,,,,,,,,
19326,1,47,,15,34,1,12,2,,1,1,1,9,,2,,,,,,,,,
19328,4,,,,,,,,,,,,,3,1,10,384,,,,,,,
19329,4,,,,,,,,,,,,,1,1,21,168,1,1,10,2,,,
19330,1,11,2,27,11,1,12,2,,2,2,,,,2,,,,,,,,,
19331,4,,,,,,,,,,,,,2,1,10,7,2,,,,4,,
19334,4,,,,,,,,,,,,,2,4,,,,,,,,,
19335,1,40,,27,20,1,4,2,,2,2,,,,2,,,,,,,,,
19337,4,,,,,,,,,,,,,3,1,5,276,1,1,2,2,,,
19339,4,,,,,,,,,,,,,6,1,5,360,2,,,,,,
19340,4,,,,,,,,,,,,,3,1,23,216,2,,,,,,
19341,1,40,,13,33,1,12,2,,1,2,,,,2,,,,,,,,,
19343,4,,,,,,,,,,,,,3,1,5,18,2,,,,,,
19345,2,,2,40,23,1,8,2,,,1,2,,,1,30,144,,1,2,2,,,
19347,4,,,,,,,,,,,,,2,4,,,,,,,,,
19348,4,,,,,,,,,,,,,4,1,37,300,,,,,,,
