"SEQN","HOQ011","HOD030","HOQ040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOQ230","HOQ240","HOQ250","HOQ260A","HOQ260B","HOQ260C","HOQ270","HOQ280A","HOQ280B","HOQ280C"
39711,2,,1,3,1,2,1,2,2,2,2,,,,2,,,
39712,2,,6,10,2,1,2,1,2,2,1,,2,,,,,
39713,2,,99,5,2,1,1,2,2,1,2,,,,2,,,
39714,2,,2,6,3,1,1,1,2,2,2,,,,2,,,
39715,2,,99,8,5,1,1,2,2,2,1,1,,,,,,
39716,4,5,99,5,2,2,1,2,1,1,2,,,,2,,,
39717,2,,4,5,4,1,1,2,2,2,2,,,,2,,,
39718,2,,3,10,4,1,1,2,2,2,2,,,,2,,,
39719,2,,99,5,2,2,1,2,2,2,2,,,,2,,,
39720,3,,2,3,2,2,2,2,2,2,1,1,,,,,,
39721,2,,99,4,1,2,1,2,1,2,2,,,,2,,,
39722,2,,2,3,3,2,1,2,2,2,2,,,,2,,,
39723,2,,2,7,5,1,1,2,2,2,1,1,,,,,,
39724,2,,4,6,1,3,1,2,2,2,1,,2,,,,,
39725,3,,4,6,5,1,1,1,2,2,1,1,,,,,,
39726,4,4,99,6,2,2,1,2,2,2,1,1,,,,,,
39727,2,,2,6,5,1,1,1,2,2,2,,,,2,,,
39728,1,,1,7,2,1,2,1,2,2,1,1,2,,,,,
39729,3,,1,7,2,2,1,2,2,2,2,,,,2,,,
39730,2,,1,10,2,1,1,2,1,2,1,1,,,,,,
39731,2,,99,6,4,1,1,2,2,2,2,,,,2,,,
39732,2,,2,8,1,1,1,2,2,2,1,1,,,,,,
39733,2,,6,7,5,1,1,2,1,2,1,,2,,,,,
39734,2,,99,4,1,2,1,1,1,2,2,,,,2,,,
39735,4,4,99,5,1,2,1,2,2,1,2,,,,2,,,
39736,2,,6,5,1,1,1,1,2,2,1,1,2,,,,,
39737,4,4,99,5,2,2,1,2,1,1,2,,,,1,1,,
39738,4,4,99,5,3,2,1,2,2,2,2,,,,2,,,
39739,2,,3,5,5,1,2,1,1,2,1,1,,,,,,
39740,4,4,99,4,2,2,1,9,2,1,2,,,,2,,,
39741,3,,1,5,2,2,1,2,2,2,2,,,,2,,,
39742,2,,1,10,2,1,1,1,2,2,1,1,2,,,,,
39743,6,,6,1,1,2,1,2,2,2,2,,,,2,,,
39744,2,,6,13,3,1,1,2,1,2,2,,,,2,,,
39745,4,4,3,5,2,2,1,2,2,2,2,,,,2,,,
39746,4,4,99,4,1,2,1,2,1,2,2,,,,2,,,
39747,2,,4,7,1,2,1,2,2,1,1,1,,,,,,
39748,2,,5,10,4,3,1,2,2,2,2,,,,2,,,
39749,2,,6,9,1,2,1,1,1,2,1,1,,,,,,
39750,2,,3,8,2,1,1,1,1,2,1,,2,,,,,
39751,2,,4,9,5,1,1,2,2,2,2,,,,2,,,
39752,2,,6,5,5,1,1,2,2,2,2,,,,2,,,
39753,2,,1,4,4,1,2,2,2,1,2,,,,2,,,
39754,6,,99,1,1,3,1,2,1,2,2,,,,2,,,
39755,1,,1,6,3,1,2,2,2,2,1,1,,,,,,
39756,3,,99,3,2,2,1,2,1,2,2,,,,2,,,
39757,3,,99,3,1,2,1,2,2,2,2,,,,2,,,
39758,2,,1,8,4,1,1,1,2,2,2,,,,1,1,,
39759,4,3,99,4,1,2,9,2,2,2,2,,,,1,,2,
39760,2,,2,8,5,1,1,2,2,2,1,,2,,,,,
39761,2,,6,8,5,1,1,2,2,2,1,,2,,,,,
39762,2,,4,6,3,1,1,2,2,2,1,1,,,,,,
39763,4,4,99,5,3,2,1,2,1,1,2,,,,2,,,
39764,1,,1,5,3,1,1,1,2,2,2,,,,2,,,
39765,4,3,99,4,1,2,1,1,2,2,1,1,,,,,,
39766,1,,2,5,3,1,1,2,2,2,2,,,,2,,,
39767,3,,99,3,1,2,1,2,1,1,2,,,,2,,,
39768,4,4,99,5,1,2,1,2,2,1,2,,,,2,,,
39769,4,4,99,4,2,2,1,2,2,1,2,,,,2,,,
39770,4,5,99,2,2,2,1,2,1,2,1,,2,,,,,
39771,2,,4,6,5,1,1,2,2,2,1,1,,,,,,
39772,1,,1,6,2,1,1,2,2,2,2,,,,2,,,
39773,2,,5,5,5,1,2,1,2,2,2,,,,2,,,
39774,4,3,99,7,1,2,1,1,2,1,2,,,,2,,,
39775,2,,3,7,5,1,1,2,2,2,2,,,,2,,,
39776,1,,2,5,3,1,2,2,1,1,2,,,,2,,,
39777,4,6,99,3,2,2,1,2,2,2,2,,,,2,,,
39778,4,7,99,5,4,2,1,2,2,2,2,,,,2,,,
39779,4,3,3,5,2,2,1,2,1,2,1,,2,,,,,
39780,1,,2,6,2,1,1,2,2,2,1,1,,,,,,
39781,3,,4,5,5,3,1,2,2,1,2,,,,2,,,
39782,1,,2,5,4,2,1,2,1,2,1,,2,,,,,
39783,2,,3,7,5,1,1,2,2,2,2,,,,2,,,
39784,4,4,99,4,2,2,1,9,2,1,2,,,,2,,,
39785,2,,4,6,5,1,1,2,2,2,2,,,,2,,,
39786,2,,4,7,3,1,1,2,2,2,1,1,2,,,,,
39787,2,,99,4,1,2,1,1,2,2,2,,,,2,,,
39788,4,3,99,4,1,2,1,2,2,2,2,,,,2,,,
39789,2,,4,8,5,2,1,2,2,2,1,1,,,,,,
39790,2,,6,8,5,1,2,1,2,2,2,,,,2,,,
39791,2,,1,7,3,1,1,2,2,2,1,1,,,,,,
39792,2,,5,6,5,1,1,2,2,2,1,1,,,,,,
39793,2,,3,7,5,1,2,1,2,2,2,,,,2,,,
39794,1,,1,5,4,1,1,2,2,2,1,1,,,,,,
39795,2,,2,6,5,1,1,1,2,2,2,,,,2,,,
39796,1,,2,3,1,2,1,2,2,1,1,,2,,,,,
39797,4,99,99,3,1,2,1,9,2,2,2,,,,2,,,
39798,4,1,99,4,2,2,1,1,2,1,2,,,,2,,,
39799,2,,99,5,4,1,1,2,2,1,2,,,,2,,,
39800,1,,1,3,1,2,1,2,2,2,1,,2,,,,,
39801,2,,99,4,4,2,1,2,2,1,2,,,,2,,,
39802,2,,4,5,5,1,2,1,2,2,2,,,,2,,,
39803,1,,3,6,5,1,1,2,2,2,2,,,,2,,,
39804,3,,6,7,3,1,1,2,1,2,1,1,,,,,,
39805,2,,5,6,3,1,2,1,1,2,2,,,,1,,2,3
39806,3,,99,7,2,2,1,2,2,2,2,,,,1,,,3
39807,2,,2,6,5,1,1,1,2,2,2,,,,1,1,2,
39808,2,,5,8,2,1,1,2,2,2,2,,,,2,,,
39809,4,6,2,3,1,2,1,2,2,2,2,,,,2,,,
39810,2,,3,7,3,2,1,1,1,2,1,,2,,,,,
39811,2,,1,6,5,1,1,2,2,2,1,1,,,,,,
39812,6,,6,1,1,2,1,2,2,2,2,,,,2,,,
39813,4,1,99,4,2,2,1,1,2,1,2,,,,2,,,
39814,2,,4,6,3,1,1,2,2,2,1,1,,,,,,
39815,4,4,99,4,1,2,1,2,2,2,2,,,,2,,,
39816,4,5,99,6,1,2,1,2,2,2,2,,,,2,,,
39817,2,,99,6,2,1,1,2,2,1,2,,,,2,,,
39818,2,,1,8,2,1,1,1,2,2,2,,,,2,,,
39819,2,,5,9,5,1,1,2,1,2,1,1,,,,,,
39820,1,,1,6,2,2,1,2,1,1,2,,,,1,1,2,
39821,3,,99,4,3,2,1,1,2,1,2,,,,2,,,
39822,4,4,99,4,3,2,1,1,2,2,2,,,,2,,,
39823,4,7,99,3,1,2,1,2,2,2,2,,,,2,,,
39824,4,6,99,4,3,2,1,2,2,2,2,,,,2,,,
39825,2,,99,6,3,2,1,2,1,1,2,,,,2,,,
39826,2,,3,8,5,1,1,2,2,2,2,,,,2,,,
39827,3,,3,8,3,2,1,2,2,2,2,,,,1,,,3
39828,2,,1,5,3,1,1,2,2,2,2,,,,2,,,
39829,3,,1,6,1,2,1,2,2,2,2,,,,2,,,
39830,2,,99,5,5,2,1,2,1,1,2,,,,2,,,
39831,2,,1,5,3,1,1,1,2,2,2,,,,2,,,
39832,2,,1,6,1,1,1,2,2,1,1,1,2,,,,,
39833,2,,2,6,2,1,1,1,2,2,1,1,2,,,,,
39834,2,,6,5,5,1,1,2,2,2,2,,,,2,,,
39835,4,5,99,3,2,2,1,2,2,1,2,,,,2,,,
39836,2,,1,8,2,1,1,2,2,2,2,,,,2,,,
39837,2,,5,3,4,1,1,2,1,1,2,,,,2,,,
39838,3,,5,4,3,1,1,1,2,2,2,,,,2,,,
39839,2,,1,7,5,1,1,2,2,2,2,,,,2,,,
39840,2,,1,4,4,2,1,2,2,2,1,1,,3,,,,
39841,4,4,99,5,1,2,1,2,2,1,2,,,,2,,,
39842,2,,2,8,4,1,1,1,2,1,2,,,,2,,,
39843,2,,3,6,5,1,1,2,2,1,2,,,,2,,,
39844,3,,6,9,3,1,1,1,1,2,2,,,,2,,,
39845,2,,99,7,1,1,1,2,2,2,2,,,,2,,,
39846,2,,3,5,5,1,1,2,1,1,2,,,,2,,,
39847,2,,2,6,2,1,2,2,2,2,1,,2,,,,,
39848,2,,4,4,3,2,1,2,1,1,2,,,,2,,,
39849,2,,6,9,4,1,1,2,2,1,2,,,,1,,2,
39850,2,,2,6,1,1,1,2,2,2,1,1,,,,,,
39851,4,3,99,2,1,2,1,1,2,1,2,,,,2,,,
39852,4,4,1,5,3,2,1,2,2,2,2,,,,2,,,
39853,2,,1,11,3,1,1,2,2,2,2,,,,2,,,
39854,2,,1,7,2,1,1,2,1,2,2,,,,1,1,,
39855,2,,4,6,5,1,1,2,2,2,2,,,,2,,,
39856,4,7,99,3,3,2,1,2,1,1,2,,,,2,,,
39857,1,,2,6,1,1,2,1,1,2,1,1,,,,,,
39858,2,,2,6,2,1,1,1,2,2,1,1,,,,,,
39859,2,,1,9,3,1,1,2,2,2,1,1,,,,,,
39860,3,,4,7,5,1,1,2,2,1,1,,2,,,,,
39861,2,,4,4,2,2,1,2,2,2,2,,,,1,,2,
39862,2,,1,10,3,1,1,1,2,2,1,1,,,,,,
39863,3,,99,5,3,2,1,2,2,2,2,,,,2,,,
39864,2,,2,7,4,1,1,1,1,2,1,,,3,,,,
39865,2,,6,5,3,1,1,2,2,2,2,,,,2,,,
39866,3,,2,10,4,1,1,2,1,2,1,,2,,,,,
39867,4,7,5,4,2,2,1,2,1,1,2,,,,2,,,
39868,2,,6,7,4,1,1,2,2,1,1,,2,,,,,
39869,2,,1,5,3,1,2,1,2,2,1,1,2,,,,,
39870,2,,3,6,4,1,1,2,1,2,2,,,,2,,,
39871,4,6,99,6,4,2,1,2,1,1,2,,,,2,,,
39872,1,,2,5,3,1,2,1,2,2,1,1,2,,,,,
39873,2,,6,12,5,1,1,2,1,2,2,,,,2,,,
39874,3,,6,6,5,1,1,2,2,2,1,1,,,,,,
39875,3,,3,5,2,2,1,2,2,2,1,,2,,,,,
39876,3,,4,6,5,1,1,2,2,2,2,,,,2,,,
39877,4,5,99,5,2,2,1,2,2,1,2,,,,2,,,
39878,,,,,,,,,,,,,,,,,,
39879,2,,2,8,5,1,2,2,2,2,2,,,,2,,,
39880,2,,3,6,5,1,1,2,2,2,2,,,,2,,,
39881,2,,6,8,3,1,1,2,2,2,1,1,2,,,,,
39882,3,,99,5,1,2,1,2,1,1,2,,,,2,,,
39883,2,,6,3,1,2,2,2,1,2,1,1,2,,,,,
39884,2,,6,9,2,1,1,1,2,2,1,,2,,,,,
39885,2,,2,10,5,1,1,2,2,2,1,1,,,,,,
39886,2,,99,5,3,2,9,2,1,2,1,1,,,,,,
39887,3,,1,5,1,2,1,2,2,2,2,,,,2,,,
39888,4,3,99,3,2,2,1,2,2,1,2,,,,2,,,
39889,3,,2,6,3,1,1,2,2,2,2,,,,2,,,
39890,4,3,99,3,1,2,1,2,2,2,2,,,,2,,,
39891,4,7,2,3,2,2,1,2,2,2,2,,,,2,,,
39892,4,6,5,5,2,2,1,2,2,2,2,,,,2,,,
39893,3,,4,8,5,1,1,1,1,2,1,1,2,,,,,
39894,2,,5,6,5,1,1,2,2,2,1,1,,,,,,
39895,3,,4,6,1,2,1,2,2,2,2,,,,2,,,
39896,3,,6,7,2,1,1,1,2,1,2,,,,2,,,
39897,2,,6,4,5,1,1,2,2,1,2,,,,2,,,
39898,4,7,99,4,3,2,1,2,1,1,2,,,,2,,,
39899,2,,1,6,1,2,1,1,2,2,2,,,,2,,,
39900,2,,6,3,5,3,2,1,2,2,2,,,,2,,,
39901,4,5,99,3,1,2,1,2,2,2,2,,,,2,,,
39902,3,,99,6,3,2,1,2,1,1,2,,,,2,,,
39903,2,,3,13,4,1,1,1,2,2,2,,,,2,,,
39904,4,7,3,1,1,2,1,2,2,2,2,,,,2,,,
39905,2,,99,5,3,1,1,2,2,2,2,,,,2,,,
39906,2,,99,5,5,1,1,2,2,1,1,,2,,,,,
39907,2,,6,6,3,2,1,2,1,2,1,,2,,,,,
39908,2,,1,6,3,1,1,2,2,2,2,,,,2,,,
39909,2,,1,10,5,1,2,2,2,2,2,,,,1,1,,
39910,2,,5,6,5,1,1,1,2,2,1,1,,,,,,
39911,3,,99,5,2,2,1,2,2,2,2,,,,2,,,
39912,4,4,3,5,1,2,1,2,2,2,2,,,,2,,,
39913,2,,4,7,5,1,1,2,2,1,1,1,2,,,,,
39914,2,,5,8,5,1,1,1,2,1,2,,,,2,,,
39915,2,,3,8,2,1,1,1,1,2,1,,2,,,,,
39916,4,5,99,2,2,2,1,2,2,1,1,1,,,,,,
39917,2,,4,8,4,1,2,2,1,2,2,,,,2,,,
39918,4,6,99,5,2,2,1,1,2,2,1,1,2,,,,,
39919,2,,5,4,4,1,1,2,2,1,1,1,,,,,,
39920,2,,3,7,5,1,1,2,2,2,2,,,,1,1,,
39921,2,,1,9,3,1,1,2,2,2,1,1,,,,,,
39922,4,6,99,4,3,2,1,2,2,1,1,,2,,,,,
39923,2,,6,3,4,2,2,2,2,2,2,,,,2,,,
39924,1,,2,5,3,2,1,2,1,1,2,,,,2,,,
39925,2,,4,5,2,2,1,2,2,2,1,1,,,,,,
39926,4,4,99,3,3,2,1,2,1,1,2,,,,2,,,
39927,2,,3,9,3,1,1,2,2,2,2,,,,2,,,
39928,2,,1,8,1,1,1,2,2,2,2,,,,2,,,
39929,2,,1,6,4,1,1,2,2,2,2,,,,2,,,
39930,2,,3,6,3,3,1,2,2,1,2,,,,2,,,
39931,6,,6,3,4,3,1,2,2,2,1,,2,,,,,
39932,1,,2,7,4,1,2,2,2,1,1,1,,,,,,
39933,1,,2,4,1,1,1,2,2,1,2,,,,2,,,
39934,2,,99,6,2,2,1,2,2,1,2,,,,2,,,
39935,3,,3,4,3,2,1,2,2,2,1,1,,,,,,
39936,2,,2,7,5,1,1,2,2,2,1,1,,,,,,
39937,2,,99,6,3,2,1,2,2,2,1,1,,,,,,
39938,4,4,99,4,3,2,1,2,2,1,2,,,,2,,,
39939,2,,1,6,1,1,1,1,2,2,2,,,,2,,,
39940,4,4,6,5,1,2,2,2,2,1,2,,,,2,,,
39941,4,4,99,3,3,2,1,2,2,2,2,,,,2,,,
39942,2,,1,8,2,1,1,2,2,2,2,,,,2,,,
39943,4,3,99,3,2,2,1,2,2,2,2,,,,2,,,
39944,2,,99,7,5,1,1,2,2,2,2,,,,2,,,
39945,2,,5,9,5,1,1,2,1,2,1,1,,,,,,
39946,,,,,,,,,,,,,,,,,,
39947,2,,99,4,4,1,1,2,2,2,2,,,,2,,,
39948,2,,99,4,2,1,1,2,1,1,2,,,,2,,,
39949,2,,4,3,5,1,1,2,2,1,1,1,,,,,,
39950,2,,99,5,2,1,1,1,2,2,2,,,,2,,,
39951,2,,1,9,3,1,1,2,2,2,2,,,,2,,,
39952,2,,5,7,3,2,1,1,2,2,1,1,,,,,,
39953,2,,1,7,2,1,1,2,2,2,1,,2,,,,,
39954,2,,5,6,5,1,1,1,2,2,1,1,,,,,,
39955,2,,3,6,5,1,1,2,2,1,2,,,,2,,,
39956,2,,99,6,2,1,1,2,2,2,1,,,3,,,,
39957,1,,99,4,2,2,2,2,2,1,2,,,,2,,,
39958,2,,5,5,5,1,1,2,2,2,2,,,,2,,,
39959,2,,1,5,3,1,1,2,2,2,2,,,,2,,,
39960,2,,4,6,2,1,1,1,1,2,2,,,,2,,,
39961,2,,3,9,5,1,1,1,2,2,1,1,2,,,,,
39962,1,,1,4,3,1,1,2,2,2,1,,2,,,,,
39963,1,,3,4,3,1,1,2,2,2,1,1,2,,,,,
39964,3,,6,6,5,1,1,1,2,1,2,,,,2,,,
39965,2,,3,9,5,1,1,2,1,1,2,,,,2,,,
39966,2,,3,6,5,1,2,2,2,2,1,1,2,,,,,
39967,1,,2,4,3,2,1,2,2,2,2,,,,2,,,
39968,2,,6,8,3,1,1,2,1,2,1,1,2,,,,,
39969,4,4,99,3,1,2,1,2,2,1,2,,,,2,,,
39970,2,,3,6,4,1,1,2,2,2,2,,,,2,,,
39971,1,,1,6,4,1,1,2,2,2,2,,,,2,,,
39972,2,,5,8,5,1,1,2,2,2,1,1,2,,,,,
39973,4,4,5,4,2,2,1,2,2,2,2,,,,2,,,
39974,2,,1,6,1,1,1,2,2,2,2,,,,1,9,,
39975,2,,1,8,3,1,1,2,2,2,1,1,,,,,,
39976,4,4,99,2,5,2,1,2,2,2,2,,,,2,,,
39977,4,5,3,5,2,2,1,2,1,1,2,,,,2,,,
39978,2,,3,5,5,1,2,1,1,2,1,1,,,,,,
39979,2,,2,5,2,1,2,2,2,2,1,1,,,,,,
39980,2,,4,12,5,1,1,1,2,2,2,,,,2,,,
39981,3,,99,3,1,2,1,2,2,1,2,,,,2,,,
39982,2,,1,9,2,1,2,1,2,2,2,,,,2,,,
39983,3,,1,10,2,1,1,2,2,2,1,1,,,,,,
39984,2,,4,6,3,2,1,2,1,1,2,,,,2,,,
39985,4,3,99,3,2,2,1,2,2,2,2,,,,2,,,
39986,2,,1,9,4,1,2,1,2,2,1,1,2,,,,,
39987,1,,99,4,4,1,1,2,2,2,2,,,,2,,,
39988,3,,2,5,3,2,1,2,1,1,2,,,,2,,,
39989,4,6,99,3,3,2,9,2,2,2,2,,,,2,,,
39990,4,3,99,4,1,2,1,2,2,2,2,,,,2,,,
39991,4,6,99,4,2,2,1,1,2,1,2,,,,2,,,
39992,6,,99,7,1,2,1,2,2,2,2,,,,2,,,
39993,4,3,99,6,1,2,1,2,2,2,2,,,,2,,,
39994,2,,4,5,4,1,1,1,2,1,2,,,,2,,,
39995,4,5,99,3,1,2,1,1,2,2,2,,,,2,,,
39996,2,,1,7,5,1,1,2,2,1,1,1,,,,,,
39997,2,,6,4,1,1,1,2,2,1,2,,,,2,,,
39998,4,1,99,6,4,2,1,1,2,2,2,,,,2,,,
39999,1,,2,4,1,2,1,2,2,1,2,,,,2,,,
40000,2,,4,4,2,1,2,1,2,1,2,,,,2,,,
40001,3,,1,3,1,2,1,1,2,2,1,,2,,,,,
40002,6,,2,3,2,2,1,2,2,2,1,,2,,,,,
40003,2,,1,9,2,1,1,1,2,2,1,1,,,,,,
40004,4,6,1,4,2,2,9,2,2,2,1,,,3,,,,
40005,2,,4,6,5,1,1,2,2,2,1,1,,,,,,
40006,2,,3,6,5,1,1,2,2,2,2,,,,2,,,
40007,2,,1,6,4,1,1,1,2,2,1,1,,,,,,
40008,3,,6,5,5,1,1,2,2,2,2,,,,2,,,
40009,2,,99,5,2,2,1,2,2,2,1,,2,,,,,
40010,2,,3,8,5,1,1,2,1,2,1,,2,,,,,
40011,4,4,1,3,2,2,2,2,2,2,2,,,,2,,,
40012,4,4,6,4,1,2,1,2,2,2,1,,,3,,,,
40013,4,4,1,4,3,2,1,2,2,1,2,,,,2,,,
40014,2,,99,7,1,2,1,2,1,2,2,,,,2,,,
40015,2,,1,5,3,1,2,1,2,2,2,,,,2,,,
40016,2,,1,12,3,1,1,2,2,2,2,,,,2,,,
40017,3,,99,5,1,2,1,2,2,2,2,,,,2,,,
40018,4,4,99,4,1,2,1,2,2,1,2,,,,2,,,
40019,4,4,99,4,3,2,1,2,1,1,2,,,,2,,,
40020,2,,3,6,2,1,2,1,2,2,1,1,2,,,,,
40021,2,,2,5,3,1,1,2,1,2,1,,2,,,,,
40022,3,,2,5,1,2,1,1,2,2,1,1,,,,,,
40023,4,5,99,4,1,2,1,2,2,1,2,,,,2,,,
40024,4,5,2,5,3,2,1,2,2,2,2,,,,2,,,
40025,2,,4,6,5,1,1,2,2,2,2,,,,2,,,
40026,3,,2,6,4,1,1,2,2,2,2,,,,2,,,
40027,2,,4,7,4,1,1,2,1,2,1,,2,,,,,
40028,4,5,99,4,2,2,1,2,2,2,2,,,,2,,,
40029,4,4,3,4,1,2,1,2,1,2,1,,2,,,,,
40030,2,,99,6,3,2,1,2,2,2,2,,,,2,,,
40031,1,,2,5,3,1,2,2,2,1,1,1,,,,,,
40032,2,,4,5,3,1,1,2,2,2,2,,,,2,,,
40033,1,,1,5,2,1,1,2,2,1,2,,,,2,,,
40034,2,,2,10,3,1,1,1,2,2,2,,,,1,1,,
40035,3,,6,6,1,2,1,2,1,2,1,1,,,,,,
40036,2,,1,5,3,1,1,2,2,2,2,,,,2,,,
40037,3,,99,7,1,2,1,9,2,2,2,,,,2,,,
40038,2,,5,5,5,1,1,2,1,2,1,1,2,,,,,
40039,4,5,3,5,1,2,1,2,2,2,2,,,,2,,,
40040,2,,99,8,4,1,1,2,2,2,2,,,,2,,,
40041,2,,3,6,2,2,1,2,2,2,2,,,,1,1,,
40042,2,,2,9,1,1,1,1,2,2,2,,,,2,,,
40043,4,5,99,3,1,2,1,2,2,2,2,,,,2,,,
40044,2,,6,4,5,1,1,1,2,2,1,1,,,,,,
40045,2,,3,5,1,1,1,1,2,1,1,1,,,,,,
40046,2,,99,6,3,2,1,2,2,2,1,1,,,,,,
40047,2,,1,8,2,1,1,1,2,2,1,1,,,,,,
40048,2,,2,4,4,1,3,1,2,1,2,,,,2,,,
40049,2,,77,7,3,1,1,2,1,1,2,,,,2,,,
40050,1,,1,5,4,1,9,2,1,2,2,,,,2,,,
40051,4,1,6,7,4,2,1,1,2,2,2,,,,2,,,
40052,2,,99,6,4,2,1,2,1,1,2,,,,2,,,
40053,2,,2,11,5,1,1,1,2,2,1,,,3,,,,
40054,2,,2,6,4,1,1,1,2,2,2,,,,2,,,
40055,1,,3,4,3,1,1,2,2,2,1,,2,,,,,
40056,4,4,99,4,1,2,1,2,1,1,2,,,,2,,,
40057,3,,5,4,2,2,1,2,2,2,2,,,,2,,,
40058,1,,2,4,1,2,1,2,2,1,1,1,2,,,,,
40059,4,5,6,5,1,2,1,2,2,2,2,,,,2,,,
40060,2,,6,13,4,1,2,2,2,2,1,1,2,,,,,
40061,2,,2,8,3,1,1,2,2,2,1,,2,,,,,
40062,2,,1,2,4,1,2,2,2,2,2,,,,2,,,
40063,2,,99,3,2,2,1,1,2,2,1,,2,,,,,
40064,2,,4,5,4,1,1,2,2,2,2,,,,2,,,
40065,2,,2,4,5,1,1,2,2,2,2,,,,2,,,
40066,1,,1,7,2,1,2,2,2,2,2,,,,2,,,
40067,1,,99,4,2,1,1,2,2,1,2,,,,2,,,
40068,2,,4,8,3,1,1,1,1,2,1,,2,,,,,
40069,1,,99,4,2,1,1,2,2,1,2,,,,2,,,
40070,2,,3,7,5,1,1,1,2,2,2,,,,2,,,
40071,4,4,99,4,3,2,1,2,1,1,2,,,,2,,,
40072,2,,1,9,2,1,2,2,2,2,1,,2,,,,,
40073,2,,1,5,4,1,1,2,2,1,1,1,2,,,,,
40074,4,6,1,3,2,2,1,2,2,2,2,,,,2,,,
40075,1,,1,5,3,2,1,1,2,2,2,,,,2,,,
40076,2,,1,7,2,1,1,2,2,2,1,1,,,,,,
40077,2,,1,9,2,1,1,2,2,2,1,1,,,,,,
40078,3,,1,5,1,2,1,2,2,2,2,,,,2,,,
40079,2,,99,5,1,2,1,2,2,1,1,1,,,,,,
40080,3,,99,6,3,3,2,2,2,2,1,1,,,,,,
40081,2,,99,6,4,2,1,1,2,2,2,,,,2,,,
40082,4,4,3,4,1,2,1,2,2,1,2,,,,2,,,
40083,3,,3,9,2,1,1,2,2,2,2,,,,2,,,
40084,2,,1,5,1,1,1,1,2,2,1,1,,,,,,
40085,2,,3,7,5,1,1,1,2,2,2,,,,1,,2,
40086,1,,1,5,2,1,1,2,2,1,2,,,,2,,,
40087,4,7,99,3,4,2,1,1,2,2,2,,,,2,,,
40088,2,,1,5,1,1,1,1,2,2,2,,,,2,,,
40089,1,,99,6,2,2,1,2,2,2,2,,,,2,,,
40090,1,,3,5,4,1,2,2,1,2,1,1,,,,,,
40091,4,1,99,3,1,2,1,2,2,2,2,,,,2,,,
40092,2,,4,6,4,1,1,2,2,2,2,,,,2,,,
40093,2,,3,7,2,1,1,2,2,2,1,1,,,,,,
40094,4,1,99,4,2,2,1,2,2,2,2,,,,2,,,
40095,2,,4,5,2,1,1,2,2,2,2,,,,2,,,
40096,2,,1,8,1,1,2,2,2,2,2,,,,2,,,
40097,2,,1,10,5,1,1,2,2,1,1,1,2,3,,,,
40098,2,,1,4,1,1,1,2,2,2,2,,,,2,,,
40099,1,,99,2,2,2,1,2,2,2,2,,,,2,,,
40100,4,7,99,4,2,2,1,2,2,2,2,,,,2,,,
40101,2,,2,10,2,1,1,2,1,2,2,,,,2,,,
40102,3,,99,4,3,2,1,2,2,1,2,,,,2,,,
40103,3,,99,3,2,2,1,2,1,1,2,,,,1,,,3
40104,2,,2,6,5,1,1,1,2,1,1,1,,,,,,
40105,2,,99,4,3,2,1,2,1,1,2,,,,2,,,
40106,2,,4,7,5,1,1,2,2,2,2,,,,2,,,
40107,3,,99,4,1,2,1,2,2,2,2,,,,2,,,
40108,2,,1,10,4,1,2,1,2,2,1,1,,,,,,
40109,2,,2,8,1,3,1,2,2,1,1,1,,,,,,
40110,1,,1,5,4,1,1,2,2,2,1,1,,,,,,
40111,3,,1,4,2,2,1,2,2,2,2,,,,2,,,
40112,4,4,2,6,3,2,1,2,2,2,2,,,,2,,,
40113,2,,1,11,2,1,1,1,2,2,1,1,2,3,,,,
40114,3,,99,3,2,2,1,9,2,1,2,,,,2,,,
40115,2,,1,10,4,1,1,2,2,2,2,,,,2,,,
40116,3,,99,4,2,2,1,2,2,1,2,,,,2,,,
40117,4,5,99,4,1,2,1,2,2,2,2,,,,2,,,
40118,2,,5,5,5,1,1,2,2,2,2,,,,1,1,,
40119,2,,4,5,5,1,1,2,2,2,1,1,,,,,,
40120,3,,1,6,1,2,1,2,2,2,1,1,,,,,,
40121,2,,3,8,2,2,1,2,2,1,2,,,,1,1,,
40122,2,,5,5,5,1,2,2,2,2,2,,,,2,,,
40123,2,,2,8,2,1,2,1,1,2,1,1,2,,,,,
40124,4,3,3,2,3,2,1,2,2,2,2,,,,2,,,
40125,3,,99,4,1,2,1,2,2,2,1,1,,,,,,
40126,2,,4,4,3,1,1,1,2,2,1,,,3,,,,
40127,2,,99,5,1,2,2,2,2,2,1,1,2,,,,,
40128,1,,2,5,3,2,1,2,2,2,2,,,,2,,,
40129,2,,3,6,5,1,1,2,2,2,2,,,,2,,,
40130,4,3,99,4,1,2,1,2,2,1,2,,,,2,,,
40131,1,,2,3,5,1,2,2,2,2,1,1,,,,,,
40132,,,,,,,,,,,,,,,,,,
40133,3,,99,4,2,2,1,1,1,2,1,1,,,,,,
40134,6,,6,1,1,2,1,2,2,2,2,,,,2,,,
40135,2,,1,6,1,1,1,2,2,2,1,1,2,,,,,
40136,2,,4,6,2,1,1,2,2,2,1,1,,,,,,
40137,2,,1,8,2,1,1,2,2,2,2,,,,1,1,,
40138,4,6,99,4,3,2,1,2,2,2,2,,,,2,,,
40139,4,3,99,5,1,2,1,1,2,2,2,,,,2,,,
40140,2,,99,8,1,2,1,1,2,2,1,1,,,,,,
