"SEQN","OCD150","OCQ180","OCQ210","OCQ260","OCD270","OCQ670","OCQ380","OCD390G","OCD395"
102173,1,24,2,1,9,2,,1,324
102177,4,,,,,,3,1,408
102178,4,,,,,,4,1,192
102179,3,,,,,,,1,36
102181,4,,,,,,3,1,240
102182,1,50,,1,36,1,,2,
102183,1,24,2,1,12,2,,1,240
102184,1,5,2,3,6,3,,1,36
102185,1,32,1,4,24,1,,2,
102186,4,,,,,,2,4,
102187,1,40,,1,2,5,,1,6
102189,3,,,,,,,1,36
102190,4,,,,,,2,4,
102191,1,30,2,1,60,5,,2,
102192,4,,,,,,3,1,384
102193,1,25,1,5,120,5,,2,
102194,3,,,,,,,1,60
102196,1,40,,1,60,1,,2,
102198,1,55,,5,420,1,,2,
102199,2,,1,1,360,3,,2,
102201,1,40,,1,36,2,,1,96
102202,1,20,2,1,60,5,,2,
102203,4,,,,,,1,1,120
102204,4,,,,,,1,1,36
102207,4,,,,,,1,1,60
102210,1,20,2,5,12,5,,1,180
102211,1,24,2,1,84,2,,2,
102212,1,40,,1,108,5,,2,
102214,4,,,,,,3,1,540
102215,1,40,,3,20,1,,1,288
102217,1,45,,4,60,1,,2,
102218,4,,,,,,1,1,96
102219,1,40,,1,156,5,,2,
102221,1,40,,1,12,3,,2,
102223,1,40,,1,16,1,,2,
102224,3,,,,,,,4,
102225,4,,,,,,7,1,5
102226,1,48,,1,24,1,,2,
102229,1,99999,1,1,192,5,,2,
102232,4,,,,,,6,4,
102234,1,50,,1,72,5,,2,
102238,2,,2,99,99999,5,,1,36
102239,1,8,2,4,1,2,,1,12
102240,4,,,,,,4,1,420
102241,4,,,,,,3,1,276
102242,1,12,2,5,0,5,,1,24
102243,1,40,,1,288,1,,2,
102244,1,40,,5,12,5,,1,60
102245,4,,,,,,4,1,180
102248,1,32,1,1,36,5,,1,96
102249,1,53,,1,4,5,,2,
102250,1,45,,1,84,1,,2,
102251,1,6,2,5,384,1,,1,312
102254,4,,,,,,1,1,108
102255,1,50,,4,9,1,,1,72
102256,3,,,,,,,1,41
102258,1,40,,1,8,2,,1,24
102259,1,40,,2,216,1,,2,
102260,1,40,,1,120,1,,2,
102263,4,,,,,,3,1,480
102264,4,,,,,,2,1,12
102265,1,32,2,5,8,5,,1,36
102266,1,20,1,4,99999,5,,2,
102267,4,,,,,,6,1,240
102269,1,40,,3,24,1,,1,240
102270,4,,,,,,2,4,
102271,4,,,,,,3,1,456
102272,1,40,,1,84,1,,2,
102276,4,,,,,,3,1,120
102278,1,56,,1,120,5,,2,
102279,1,40,,1,6,1,,1,120
102281,1,40,,4,120,3,,2,
102283,1,60,,1,2,2,,2,
102284,1,20,2,1,4,5,,2,
102285,3,,,,,,,1,12
102287,3,,,,,,,1,7
102288,1,40,,1,84,1,,2,
102289,4,,,,,,7,4,
102294,4,,,,,,2,4,
102296,1,64,,1,18,3,,1,228
102298,1,40,,2,12,5,,2,
102300,4,,,,,,3,1,480
102301,4,,,,,,3,1,240
102302,4,,,,,,1,1,72
102306,4,,,,,,3,1,300
102307,4,,,,,,4,1,120
102309,1,32,2,1,14,1,,2,
102311,1,46,,3,36,3,,1,72
102312,1,31,1,1,5,5,,2,
102313,4,,,,,,3,1,324
102315,4,,,,,,1,1,14
102317,4,,,,,,6,1,180
102318,4,,,,,,6,1,360
102320,4,,,,,,6,1,192
102321,1,40,,3,144,3,,1,240
102322,1,40,,1,36,3,,2,
102323,1,25,2,1,17,2,,2,
102324,1,50,,3,24,5,,2,
102326,4,,,,,,3,1,240
102327,4,,,,,,2,4,
102328,4,,,,,,3,1,84
102329,4,,,,,,7,1,480
102330,4,,,,,,2,1,5
102331,4,,,,,,5,1,240
102333,1,64,,1,48,1,,2,
102334,1,30,1,1,3,2,,1,18
102335,4,,,,,,2,4,
102336,1,50,,1,72,1,,2,
102337,1,50,,1,204,1,,2,
102338,1,50,,1,24,1,,1,156
102339,1,23,2,1,2,5,,2,
102340,1,70,,1,60,5,,1,108
102341,1,40,,1,192,1,,2,
102342,3,,,,,,,1,84
102343,1,40,,1,180,2,,1,264
102344,2,,2,3,108,5,,2,
102345,1,32,1,1,60,5,,1,192
102346,4,,,,,,4,1,84
102347,4,,,,,,4,1,60
102348,4,,,,,,4,1,60
102349,1,13,2,3,324,5,,2,
102350,1,35,,1,6,3,,1,60
102352,1,38,,1,60,1,,1,84
102353,4,,,,,,6,1,360
102355,1,30,2,1,4,3,,1,120
102356,1,50,,1,24,3,,2,
102358,1,40,,1,18,2,,1,96
102359,1,24,2,1,72,1,,2,
102360,1,45,,1,24,1,,1,24
102361,1,50,,1,0,1,,2,
102362,4,,,,,,3,1,240
102363,1,30,2,1,4,5,,1,12
102364,1,40,,1,36,1,,1,60
102365,1,25,1,5,264,5,,1,276
102366,4,,,,,,2,4,
102367,4,,,,,,6,1,7
102368,4,,,,,,3,1,444
102369,4,,,,,,1,1,36
102370,4,,,,,,3,1,144
102371,1,20,2,1,48,3,,1,252
102372,4,,,,,,3,1,564
102373,1,20,2,1,1,1,,1,120
102377,4,,,,,,7,1,12
102378,1,40,,1,48,1,,2,
102379,4,,,,,,3,1,216
102380,1,40,,1,18,5,,1,48
102381,1,48,,1,96,5,,2,
102382,1,44,,4,60,1,,2,
102383,1,40,,2,9,5,,1,36
102386,1,40,,1,18,3,,1,84
102387,4,,,,,,3,1,144
102389,4,,,,,,3,1,240
102391,4,,,,,,4,1,48
102392,4,,,,,,3,1,480
102393,1,15,2,1,3,5,,1,60
102395,1,40,,3,19,2,,1,36
102396,4,,,,,,4,1,144
102397,4,,,,,,3,1,336
102399,1,24,2,5,360,1,,2,
102400,1,15,2,5,168,5,,2,
102401,4,,,,,,4,1,6
102404,4,,,,,,2,4,
102405,1,45,,1,144,3,,2,
102407,4,,,,,,3,1,360
102410,1,30,1,5,36,1,,1,120
102411,1,24,2,5,480,5,,2,
102414,1,25,2,5,3,5,,2,
102415,4,,,,,,1,1,108
102416,1,20,2,1,7,5,,2,
102417,1,32,2,99,168,3,,2,
102418,1,80,,4,132,5,,1,240
102419,4,,,,,,7,1,156
102420,4,,,,,,1,1,48
102421,1,48,,4,6,3,,2,
102423,4,,,,,,3,1,180
102424,2,,1,1,0,5,,2,
102425,1,20,1,1,36,5,,1,168
102427,4,,,,,,3,1,312
102428,1,45,,1,24,5,,1,24
102429,4,,,,,,1,1,36
102431,1,35,,1,7,1,,1,12
102432,1,40,,1,48,1,,2,
102434,4,,,,,,7,1,240
102436,2,,1,1,300,1,,2,
102440,4,,,,,,2,1,5
102442,1,35,,1,60,1,,2,
102443,3,,,,,,,1,72
102444,4,,,,,,6,1,24
102445,4,,,,,,3,1,96
102447,4,,,,,,3,1,240
102450,4,,,,,,7,1,240
102452,1,50,,1,204,3,,1,228
102454,1,35,,1,36,1,,1,48
102455,1,20,2,5,420,5,,1,324
102456,4,,,,,,1,1,7
102457,4,,,,,,4,1,216
102458,1,44,,1,36,3,,2,
102460,3,,,,,,,1,36
102461,1,35,,1,36,1,,2,
102464,1,36,,1,156,3,,2,
102465,4,,,,,,3,1,480
102466,1,40,,1,108,1,,2,
102467,1,72,,1,72,2,,2,
102468,4,,,,,,2,4,
102469,1,40,,1,36,1,,2,
102471,1,24,2,1,9,1,,2,
102472,4,,,,,,3,1,240
102473,1,40,,1,180,1,,2,
102474,1,49,,3,180,1,,2,
102475,3,,,,,,,1,216
102478,4,,,,,,6,1,120
102479,1,40,,1,72,1,,2,
102480,4,,,,,,3,1,504
102482,1,60,,1,24,1,,2,
102483,1,45,,1,48,5,,1,156
102485,4,,,,,,3,1,180
102486,4,,,,,,2,4,
102487,3,,,,,,,4,
102488,1,50,,1,144,3,,2,
102489,4,,,,,,3,1,108
102490,4,,,,,,3,1,180
102492,1,40,,3,30,5,,2,
102493,4,,,,,,3,1,468
102494,4,,,,,,3,1,384
102495,1,16,2,5,192,5,,2,
102497,4,,,,,,3,1,396
102498,4,,,,,,2,4,
102501,1,51,,1,60,1,,2,
102504,4,,,,,,3,1,360
102505,1,60,,1,48,3,,2,
102506,1,30,2,1,77777,1,,1,252
102507,1,66,,2,24,5,,2,
102508,4,,,,,,3,1,240
102509,4,,,,,,7,1,7
102512,4,,,,,,4,1,240
102514,1,40,,1,23,3,,1,36
102515,4,,,,,,7,1,300
102516,1,55,,1,6,5,,1,108
102517,4,,,,,,3,1,300
102518,1,38,,1,12,5,,1,77777
102520,4,,,,,,3,1,360
102522,4,,,,,,6,1,144
102524,1,50,,1,276,5,,2,
102525,1,50,,1,8,5,,1,240
102526,1,70,,1,36,5,,2,
102528,4,,,,,,6,1,360
102529,4,,,,,,3,1,240
102530,1,43,,1,24,1,,1,120
102532,1,60,,1,6,5,,2,
102533,1,40,,1,0,3,,1,120
102534,1,25,2,1,1,5,,1,18
102541,3,,,,,,,1,5
102542,4,,,,,,6,1,360
102544,4,,,,,,3,1,480
102546,1,40,,1,0,5,,2,
102548,1,40,,1,27,5,,1,120
102551,3,,,,,,,1,444
102553,1,40,,1,3,1,,2,
102554,4,,,,,,6,1,180
102555,4,,,,,,6,1,48
102556,1,72,,5,48,5,,2,
102557,1,41,,1,60,1,,2,
102559,1,24,1,1,168,5,,2,
102560,1,65,,1,9,5,,2,
102562,1,42,,1,16,1,,2,
102568,1,40,,1,0,5,,1,36
102572,4,,,,,,3,1,456
102573,1,40,,2,192,1,,2,
102574,4,,,,,,3,1,120
102576,1,40,,1,48,5,,1,84
102578,1,6,2,5,6,5,,1,276
102579,4,,,,,,3,1,120
102580,1,20,1,4,30,2,,2,
102581,1,48,,1,6,3,,1,156
102584,1,50,,1,420,5,,1,420
102585,4,,,,,,3,1,60
102586,1,36,,1,288,1,,2,
102588,4,,,,,,3,1,180
102589,1,40,,4,36,3,,2,
102590,4,,,,,,3,1,468
102591,1,40,,3,12,2,,2,
102593,1,36,,1,156,2,,2,
102595,1,20,2,1,4,5,,2,
102597,4,,,,,,3,1,444
102598,4,,,,,,3,1,600
102600,1,80,,1,36,5,,2,
102604,4,,,,,,2,4,
102605,1,48,,1,3,5,,1,192
102606,1,40,,3,96,2,,2,
102607,1,13,2,1,9,2,,2,
102609,4,,,,,,3,1,240
102611,4,,,,,,4,1,156
102612,1,40,,1,6,2,,1,120
102613,1,26,2,1,5,2,,2,
102615,4,,,,,,3,1,480
102616,1,38,,1,192,1,,2,
102617,4,,,,,,3,1,96
102618,4,,,,,,3,1,360
102619,1,43,,1,36,1,,1,144
102620,1,50,,1,156,5,,2,
102621,4,,,,,,4,1,84
102622,1,68,,1,30,5,,1,144
102623,4,,,,,,3,1,180
102624,4,,,,,,3,1,324
102625,1,45,,3,36,1,,2,
102626,1,43,,1,240,3,,2,
102628,4,,,,,,3,1,552
102629,4,,,,,,3,1,360
102631,1,40,,1,24,2,,2,
102632,2,,2,1,5,1,,2,
102633,1,36,,1,48,1,,1,144
102634,4,,,,,,3,1,444
102635,1,40,,1,132,1,,2,
102636,1,12,2,1,0,1,,2,
102637,4,,,,,,3,1,276
102638,1,37,,1,12,5,,1,48
102641,4,,,,,,4,1,72
102642,1,44,,1,12,1,,2,
102644,1,60,,1,192,5,,2,
102648,1,20,1,5,2,5,,2,
102649,4,,,,,,3,1,84
102650,4,,,,,,4,1,360
102651,4,,,,,,1,4,
102653,1,40,,1,17,1,,2,
102655,1,38,,1,16,5,,2,
102656,4,,,,,,1,1,30
102657,4,,,,,,3,1,240
102659,4,,,,,,7,1,600
102660,2,,2,1,3,5,,2,
102661,1,30,2,1,120,5,,2,
102664,1,40,,1,168,5,,2,
102665,4,,,,,,3,1,240
102666,1,40,,4,15,1,,1,120
102667,4,,,,,,5,1,180
102668,4,,,,,,1,1,72
102669,1,38,,1,9,2,,1,48
102671,4,,,,,,3,1,120
102672,3,,,,,,,1,24
102673,1,24,1,4,120,1,,2,
102674,1,40,,1,12,3,,1,12
102675,3,,,,,,,1,36
102676,1,40,,1,27,1,,2,
102677,4,,,,,,6,1,120
102679,4,,,,,,3,1,96
102680,4,,,,,,3,1,336
102682,1,20,2,1,12,5,,2,
102683,1,78,,1,180,3,,2,
102684,1,45,,1,24,1,,2,
102685,1,67,,1,7,5,,2,
102686,1,48,,1,9,5,,1,180
102687,1,15,2,5,180,5,,2,
102688,1,33,1,1,10,3,,1,240
102689,1,42,,1,0,1,,1,60
102694,1,38,,1,204,2,,2,
102696,4,,,,,,3,1,72
102697,4,,,,,,3,1,420
102700,2,,1,1,6,5,,2,
102701,1,41,,1,60,1,,1,168
102702,4,,,,,,3,1,360
102704,1,45,,1,300,1,,2,
102705,4,,,,,,2,4,
102706,1,40,,1,12,1,,2,
102707,1,80,,6,60,5,,2,
102708,4,,,,,,3,1,360
102709,4,,,,,,2,4,
102710,4,,,,,,3,1,480
102713,2,,2,1,5,5,,1,36
102717,4,,,,,,3,1,456
102718,1,58,,1,18,3,,2,
102720,4,,,,,,3,1,372
102721,1,20,2,1,3,5,,1,120
102722,4,,,,,,3,1,288
102723,4,,,,,,3,1,36
102724,1,40,,1,48,5,,1,60
102725,4,,,,,,2,4,
102726,4,,,,,,3,1,180
102728,4,,,,,,2,1,72
102729,4,,,,,,4,1,120
102730,1,40,,1,30,5,,2,
102731,4,,,,,,3,1,96
102732,4,,,,,,3,1,264
102733,4,,,,,,4,1,144
102735,3,,,,,,,1,12
102737,1,40,,1,240,5,,2,
102738,4,,,,,,3,1,11
102740,1,40,,2,72,1,,1,360
102741,3,,,,,,,4,
102743,1,5,2,5,72,5,,1,192
102746,1,54,,99,3,2,,2,
102747,3,,,,,,,1,420
102750,4,,,,,,1,1,60
102751,1,12,2,1,1,5,,2,
102753,2,,1,1,4,1,,1,204
102754,1,42,,1,192,1,,2,
102756,3,,,,,,,1,180
102758,1,48,,1,8,1,,1,192
102759,1,32,2,1,12,1,,2,
102761,1,48,,1,36,2,,2,
102762,1,35,,1,9,5,,2,
102763,4,,,,,,3,1,240
102766,1,40,,1,60,1,,2,
102768,1,45,,1,60,1,,1,228
102771,1,44,,2,480,3,,2,
102772,1,40,,1,60,2,,1,96
102773,3,,,,,,,1,312
102775,4,,,,,,4,1,72
102776,1,40,,1,12,1,,2,
102777,1,48,,1,48,3,,1,144
102778,4,,,,,,3,1,24
102779,1,50,,1,360,1,,2,
102781,3,,,,,,,1,5
102783,1,40,,1,6,1,,2,
102785,1,15,2,5,36,5,,1,144
102786,1,35,,1,96,5,,2,
102788,1,36,,4,12,3,,2,
102789,2,,1,1,480,5,,2,
102790,1,40,,4,168,1,,2,
102791,4,,,,,,6,1,180
102792,1,48,,1,180,3,,1,240
102793,4,,,,,,1,1,30
102794,4,,,,,,3,1,300
102797,1,40,,1,7,1,,2,
102798,4,,,,,,6,1,144
102799,1,77,,1,48,5,,2,
102800,4,,,,,,3,1,480
102801,4,,,,,,6,1,288
102802,1,50,,1,8,1,,1,30
102804,1,50,,5,24,3,,2,
102805,1,55,,1,1,1,,2,
102807,4,,,,,,3,1,324
102808,4,,,,,,6,1,144
102809,1,39,,1,40,5,,2,
102810,4,,,,,,2,4,
102811,1,15,1,1,48,1,,2,
102815,4,,,,,,3,1,360
102816,1,20,1,3,1,1,,1,168
102819,1,72,,5,36,5,,1,240
102820,1,40,,1,24,1,,1,84
102821,1,15,2,1,3,5,,2,
102822,4,,,,,,2,4,
102823,1,24,1,2,24,1,,1,60
102825,4,,,,,,3,1,84
102826,1,30,1,1,144,3,,2,
102828,4,,,,,,3,1,180
102831,4,,,,,,1,4,
102832,1,40,,5,36,5,,2,
102833,1,70,,1,6,5,,1,96
102834,1,8,1,5,36,3,,1,60
102835,4,,,,,,1,4,
102836,1,40,,1,24,3,,2,
102837,4,,,,,,2,1,6
102838,1,35,,1,24,3,,2,
102841,4,,,,,,7,1,360
102845,1,7,2,5,60,5,,1,180
102846,1,37,,1,72,1,,2,
102847,1,12,2,1,0,5,,1,7
102849,1,40,,5,8,2,,1,24
102850,1,50,,4,300,1,,2,
102851,4,,,,,,3,1,408
102853,4,,,,,,6,1,60
102854,1,36,,3,216,3,,2,
102855,1,50,,1,96,3,,2,
102856,4,,,,,,3,1,480
102858,4,,,,,,7,1,12
102860,1,40,,3,204,2,,2,
102861,1,35,,1,96,5,,2,
102863,1,48,,1,120,2,,2,
102865,1,44,,1,24,1,,2,
102866,1,16,2,5,420,5,,1,444
102867,3,,,,,,,4,
102868,4,,,,,,3,1,180
102869,4,,,,,,3,1,216
102870,1,24,1,1,36,5,,2,
102871,4,,,,,,3,1,420
102872,4,,,,,,3,3,192
102873,1,20,2,3,36,3,,1,180
102875,1,40,,4,204,3,,1,252
102876,1,50,,5,96,1,,1,300
102877,4,,,,,,2,4,
102878,1,40,,1,384,3,,2,
102879,2,,2,6,36,5,,2,
102880,1,40,,5,36,1,,2,
102883,4,,,,,,3,3,36
102884,1,60,,1,96,5,,2,
102885,1,36,,1,60,2,,1,120
102886,1,55,,3,132,1,,2,
102887,1,40,,1,36,2,,2,
102889,1,41,,1,2,1,,1,180
102890,1,10,2,5,5,5,,1,360
102892,1,32,1,1,36,2,,2,
102893,1,42,,1,42,5,,2,
102894,3,,,,,,,1,84
102895,1,50,,1,30,1,,2,
102899,1,28,2,1,3,1,,1,12
102901,4,,,,,,3,1,540
102903,1,54,,2,2,3,,1,48
102904,4,,,,,,3,1,144
102907,1,40,,1,7,1,,2,
102908,1,19,1,1,60,5,,1,360
102910,1,20,2,4,480,5,,2,
102911,4,,,,,,6,1,72
102913,1,40,,3,3,1,,1,72
102914,4,,,,,,3,1,336
102916,4,,,,,,3,1,432
102917,1,40,,1,48,1,,1,276
102918,1,40,,1,6,2,,1,48
102920,3,,,,,,,1,192
102921,2,,1,1,6,3,,2,
102922,1,55,,1,21,3,,2,
102923,4,,,,,,6,1,60
102924,4,,,,,,3,1,216
102929,1,48,,1,180,1,,2,
102933,4,,,,,,7,1,24
102934,1,40,,1,192,1,,2,
102935,4,,,,,,6,1,5
102940,4,,,,,,3,1,48
102943,1,38,,1,17,3,,1,72
102944,1,60,,1,156,3,,2,
102946,4,,,,,,6,1,420
102947,1,30,2,1,132,1,,1,264
102948,1,7,2,1,84,5,,2,
102949,1,80,,5,60,5,,2,
102950,1,70,,3,120,2,,2,
102952,4,,,,,,3,1,168
102953,1,42,,1,204,5,,1,216
102954,3,,,,,,,1,120
102956,4,,,,,,4,1,120
