"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD411","FSD421","FSD431","FSQ440","FSD451","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ210","FSQ220","FSQ162","FSD650","FSD660","FSD670"
31346,3,3,2,3,2,3,2,,2,2,2,,,,,,,,2,2,2,1,3,3,3,3,,,1,1,2,,,502,,2,,,
31347,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31348,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
31349,1,2,1,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,2,3,3,3,,2,2,0,2,,,,,2,,,
31350,2,2,2,2,3,3,1,1,1,2,2,2,,2,2,,2,2,3,4,2,2,3,3,3,3,2,,1,3,1,4,2,,341,2,2,,
31351,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31352,1,1,1,2,2,3,1,2,1,2,2,2,,2,2,,2,2,4,4,3,1,3,3,3,3,,2,1,1,2,,,,170,2,,,
31353,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
31354,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31355,1,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,,,,,,,2,0,2,,,,,2,,,
31356,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,50,,1,1,1,1
31357,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31358,2,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,1,1,1,12,1,250,,,,,
31359,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,1,2,,,,241,1,1,2,36
31360,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31361,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,1,1,1,84
31362,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31363,2,3,2,,,,2,,2,2,2,,,,,,,,2,2,,1,,,,,,,2,0,2,,,,,2,,,
31364,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31365,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31366,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,1,2,1,11,1,270,,1,1,1,11
31367,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,1,12,2,,100,,,,
31368,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31369,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,11
31370,1,3,2,2,3,3,1,2,1,2,2,2,,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,1,2,,,,229,1,1,1,12
31371,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31372,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
31373,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,3,3,3,3,2,,2,0,2,,,,,2,,,
31374,2,2,3,2,3,3,1,3,1,2,2,2,,2,2,,2,2,3,3,2,2,3,3,3,3,,,1,4,1,12,1,500,,1,1,1,12
31375,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,3,2,2,,2,2,0,2,,,,,2,,,
31376,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,,,
31377,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,48
31378,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31379,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,1,12,1,25,,,,,
31380,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31381,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31382,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31383,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,2,3,3,3,3,2,,2,0,2,,,,,2,2,,
31384,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31385,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,1,12,1,12,,1,,,
31386,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,2,,2,0,2,,,,,2,,,
31387,1,1,2,1,2,2,1,2,2,2,2,2,,2,2,,2,2,4,3,3,1,2,3,2,3,2,2,2,0,2,,,,,2,,,
31388,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31389,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,2,0,2,,,,,2,,,
31390,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31391,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31392,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
31393,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31394,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,1,2,2,,70,2,2,,
31395,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31396,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,2,3,2,3,2,2,2,0,2,,,,,2,,,
31397,3,2,2,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,,2,2,0,2,,,,,2,,,
31398,1,1,1,1,1,1,1,2,1,1,2,2,,2,2,,2,2,4,4,3,1,3,3,3,3,,2,1,7,1,12,1,900,,1,,,
31399,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31400,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31401,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31402,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,5,1,12,1,601,,2,,,
31403,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,1,1,2,,180,2,,,
31404,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31405,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,7,3,3,,,2,0,2,,,,,2,2,,
31406,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,4,4,4,1,3,3,3,3,2,,1,1,2,,,383,,1,1,1,24
31407,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31408,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,20
31409,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31410,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31411,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31412,1,3,1,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,7,3,3,,,1,3,1,7,2,,0,1,1,1,30
31413,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31414,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,24
31415,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31416,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31417,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31418,2,3,3,3,3,2,2,,2,2,2,2,,2,2,,2,2,2,2,2,2,3,3,3,3,,,2,0,2,,,,,2,,,
31419,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,5
31420,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,,,,,,,2,0,2,,,,,,,,
31421,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31422,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31423,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,115,,2,,,
31424,2,3,2,3,2,2,1,3,1,1,2,2,,2,1,3,2,2,4,3,3,2,3,3,3,3,,,1,4,1,12,1,500,,2,2,,
31425,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31426,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31427,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,6,1,12,1,712,,2,,,
31428,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,2,3,2,3,,2,2,0,2,,,,,2,,,
31429,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31430,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,2,2,1,2,1,2,2,0,2,,,,,2,,,
31431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
31432,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31433,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31434,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31435,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31436,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31437,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31438,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31439,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31440,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31441,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31442,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,99999,,,,,
31443,1,1,3,1,1,2,1,2,2,2,2,2,,1,2,,2,2,4,3,3,1,3,3,3,3,2,,1,1,1,3,2,,0,1,2,,
31444,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31445,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,8
31446,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31447,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31448,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31449,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31450,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,2,,
31451,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,1,1,2,,,299,,2,,,
31452,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,1,3,3,3,3,2,,2,0,2,,,,,2,,,
31453,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31454,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
31455,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31456,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31457,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31458,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31459,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31460,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,2,,2,0,2,,,,,1,,,
31461,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,,493,2,1,1,1
31462,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,1,2,,,274,,1,1,1,48
31463,2,2,1,,,,2,,2,2,2,,,,,,,,3,3,,1,3,3,3,3,2,,2,0,2,,,,,2,,,
31464,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31465,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31466,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31467,2,2,3,3,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,1,2,3,3,3,3,,,2,0,2,,,,,1,1,1,5
31468,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31469,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31470,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,1,12,1,378,,2,,,
31471,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,2,3,3,3,2,2,2,0,2,,,,,2,,,
31472,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31473,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,,,1,4,1,12,1,12,,1,1,,
31474,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,2,3,3,3,3,,,2,0,2,,,,,2,,,
31475,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31476,1,1,2,1,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,4,1,12,1,470,,2,2,,
31477,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,,,,,,,2,0,2,,,,,,,,
31478,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31479,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,1,2,,,242,,1,1,1,1
31480,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
31481,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31482,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31483,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31484,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,4,1,12,1,262,,1,,,
31485,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31486,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31487,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
31488,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31489,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31490,2,2,3,2,2,2,1,2,1,2,2,2,,2,2,,2,2,4,3,3,2,3,3,2,3,,2,2,0,2,,,,,1,2,,
31491,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31492,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,1,1,1,3
31493,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31494,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31495,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31496,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31497,1,1,1,,,,1,1,1,1,1,1,1,,,,,,4,4,,1,3,1,1,1,2,1,2,0,2,,,,,2,,,
31498,1,1,2,,,,1,3,1,1,1,2,,,,,,,4,4,,1,3,3,2,3,2,1,2,0,2,,,,,,,,
31499,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31500,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31501,2,3,2,3,2,3,2,,2,2,2,,,,,,,,3,2,2,2,2,2,3,3,2,2,1,4,1,6,2,,204,2,,,
31502,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31503,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31504,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31505,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
31506,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31507,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31508,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31509,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,1,6,1,323,,2,,,
31510,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
31511,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31512,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,3,3,3,3,2,,2,0,2,,,,,1,,,
31513,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31514,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,2,,1,5,1,12,1,330,,1,1,1,8
31515,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,2,3,3,3,2,2,2,0,2,,,,,1,,,
31516,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,2,1,1,2,,,,157,2,,,
31517,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,2,3,3,3,2,2,2,0,2,,,,,2,,,
31518,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,2,2,3,2,3,2,2,2,0,2,,,,,2,,,
31519,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31520,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31521,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31522,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9
31524,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31525,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31526,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,24
31527,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31528,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
31529,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31530,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31531,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31532,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31533,2,2,2,,,,1,3,1,2,2,2,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
31534,1,1,2,2,3,3,2,,1,1,2,2,,2,2,,2,2,3,3,2,1,3,3,3,3,2,,1,1,2,,,,270,2,,,
31535,2,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,1,1,1,2,1,60,,1,2,,
31536,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31537,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31538,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,2,3,2,3,,2,1,1,2,,,100,,1,1,1,1
31539,1,1,2,2,3,3,1,1,2,2,2,2,,2,2,,2,2,3,3,2,2,,,,,,,1,5,1,12,1,278,,2,,,
31540,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31541,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,2,1,6,1,580,,1,,,
31542,1,1,1,1,1,2,1,1,2,2,2,2,,2,2,,2,2,4,3,3,2,,,,,,,1,2,1,6,2,,0,,,,
31543,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,2,,,
31544,2,2,3,,,,2,,1,2,2,2,,,,,,,3,3,,1,3,3,2,3,2,2,1,1,2,,,268,,1,1,1,12
31545,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31546,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,1,3,3,3,3,2,,2,0,2,,,,,,,,
31547,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31548,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31549,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,,,2,0,2,,,,,2,,,
31550,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,2,,2,0,2,,,,,2,,,
31551,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31552,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31553,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31554,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,2,2,0,2,,,,,2,,,
31555,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31556,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,,,,,,,2,0,2,,,,,2,,,
31557,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31558,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31559,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31560,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31561,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,4,1,12,1,305,,2,,,
31562,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,1,12,1,12,,2,,,
31563,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31564,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31565,1,2,2,,,,1,3,1,2,2,2,,,,,,,3,3,,2,2,3,2,3,2,2,2,0,2,,,,,,,,
31566,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31567,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31568,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,195,,2,,,
31569,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
31570,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31571,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,1,,,
31572,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31573,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,,,,
31574,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31575,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
31576,1,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,,,,,,,2,0,2,,,,,2,,,
31577,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31578,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
31579,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
31580,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,2,,2,2,0,2,,,,,2,,,
31581,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
