"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD411","FSD421","FSD431","FSQ440","FSD451","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ210","FSQ220","FSQ162","FSD650","FSD660","FSD670"
40111,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40112,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40113,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40114,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,2,1,3,1,100,,1,1,1,3
40115,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40116,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,1,2,2,,,270,,1,,,
40117,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,1,,,
40118,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40119,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40120,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40121,2,1,3,2,2,3,1,1,1,2,1,2,,2,2,,2,2,4,4,3,1,3,3,3,3,2,,1,1,2,,,441,,1,,,
40122,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,,394,1,,,
40123,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40124,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40125,2,2,3,3,3,3,1,2,1,2,2,2,,2,2,,2,2,3,3,1,1,3,3,3,3,,2,1,1,2,,,500,,2,,,
40126,1,1,2,2,3,3,2,,1,2,1,2,,1,2,,1,2,4,3,3,1,3,3,3,3,,,2,0,2,,,,,2,2,,
40127,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40128,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,3,3,3,,2,1,4,1,,,12,,1,1,1,14
40129,2,2,2,,,,1,3,1,1,2,2,,,,,,,4,4,,2,3,3,3,3,2,,2,0,2,,,,,,,,
40130,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40131,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40133,3,3,2,,,,1,3,2,2,2,2,,,,,,,2,2,,2,2,3,3,3,2,2,2,0,2,,,,,2,,,
40134,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40135,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40136,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40137,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40138,1,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,1,2,3,1,3,2,2,2,0,2,,,,,1,1,1,60
40139,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,1,2,,,149,,1,1,1,12
40140,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40141,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40142,1,1,3,1,1,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,,,1,2,2,,,599,,1,1,1,48
40143,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40144,3,3,2,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,2,,1,1,1,8,1,499,,1,1,1,15
40145,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,,,2,0,2,,,,,2,2,,
40146,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,,,1,1,2,,,,140,1,1,1,48
40147,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40148,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40149,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40150,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40151,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40152,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40153,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40154,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,10,,2,,,
40155,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40156,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,,,1,1,2,,,406,,2,2,,
40157,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40158,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40159,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40160,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40161,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40162,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40163,2,2,2,2,2,3,1,3,1,1,2,2,,2,2,,2,2,4,4,3,1,3,3,3,3,,,1,1,2,,,375,,1,1,2,6
40164,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40165,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40166,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40167,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40168,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40169,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,600,,1,,,
40170,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40171,1,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40172,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40173,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40174,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40175,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,275,,1,1,1,2
40176,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40177,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,1,2,2,,286,2,2,,
40178,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40179,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
40180,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,2,1,12,1,99999,,2,,,
40181,1,1,3,3,3,3,1,3,2,2,2,2,,2,2,,2,2,3,3,1,1,3,3,3,3,,,1,1,2,,,287,,2,1,,
40182,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40183,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40184,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,,,2,0,2,,,,,2,2,,
40185,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40186,1,2,2,2,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,2,2,3,3,3,3,,,2,0,2,,,,,2,2,,
40187,1,2,2,1,3,3,2,,2,2,2,,,,,,,,3,3,2,1,3,2,2,3,,2,1,1,2,,,137,,1,,,
40188,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40189,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,1,12,1,149,,,,,
40190,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,1,1,2,,14,,,,
40191,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40192,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,2,3,2,3,,2,2,0,2,,,,,1,1,1,1
40193,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40194,1,2,2,3,2,3,2,,2,2,2,,,,,,,,3,3,2,1,3,3,3,3,2,,2,0,2,,,,,2,,,
40195,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40196,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40197,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40198,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40199,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40200,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40201,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40202,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,1,3,3,2,3,,2,1,1,1,4,1,324,,2,1,2,12
40203,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40204,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40205,2,2,3,2,2,3,1,2,1,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,5,1,12,1,156,,2,,,
40206,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,353,,1,1,1,48
40207,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,24
40208,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40209,1,1,1,1,1,1,1,2,1,2,2,1,3,2,2,,2,2,4,4,3,2,2,2,2,3,2,2,1,3,1,12,1,300,,1,1,1,12
40210,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40211,1,1,2,,,,1,1,1,1,2,2,,,,,,,4,4,,1,1,1,1,2,1,2,2,0,2,,,,,,,,
40212,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40213,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40214,3,3,2,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
40215,1,2,3,2,3,3,2,,1,1,2,1,3,2,2,,2,2,3,3,2,1,1,2,1,1,,1,1,1,2,,,67,,2,,,
40216,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40217,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40218,2,3,2,3,2,2,1,3,1,1,2,2,,2,1,3,2,2,4,3,3,2,,,,,,,1,4,1,12,1,500,,2,,,
40219,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
40220,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40221,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,1,2,1,169,,1,1,1,12
40222,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40223,3,2,2,1,1,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,2,,2,0,2,,,,,1,,,
40224,1,1,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,3,3,3,3,,,1,1,2,,,150,,1,1,1,3
40225,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40226,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,0,,2,,,
40227,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40228,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40229,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,6
40230,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40231,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40232,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40233,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,1,3,1,12,1,371,,2,,,
40234,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40235,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,1,,,
40236,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,1,3,1,1,,2,1,1,2,,,100,,1,2,,
40237,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40238,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,,,2,0,2,,,,,1,1,1,6
40239,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40240,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40241,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,1,1,1,11
40242,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,11
40243,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40244,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40245,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40246,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40247,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,2,,,
40248,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40249,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40250,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40251,1,1,3,1,2,2,1,2,2,2,2,2,,1,2,,1,2,4,3,4,1,3,2,3,3,2,1,2,0,2,,,,,1,,,
40252,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40253,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40254,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40255,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,1,9,1,87,,1,,,
40256,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40257,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,2,0,2,,,,,2,,,
40258,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40259,1,1,2,2,2,3,1,2,1,1,1,2,,2,1,2,2,2,4,4,3,1,,,,,,,2,0,2,,,,,2,,,
40260,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40261,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,1,,,,,,,1,3,1,12,1,393,,1,,,
40262,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40263,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40264,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40265,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40266,3,2,2,1,1,3,2,,2,2,2,,,,,,,,3,2,3,2,2,3,3,3,2,2,2,0,2,,,,,1,,,
40267,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,1,1,2,,,112,,2,,,
40268,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40269,1,1,2,3,3,3,1,1,1,1,1,2,,2,2,,2,2,4,4,1,2,3,3,3,3,,,2,0,2,,,,,,,,
40270,1,1,1,1,1,1,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40271,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,4
40272,1,2,2,2,2,3,1,3,1,1,2,2,,1,2,,2,2,4,4,3,2,3,3,3,3,,,1,1,2,,,450,,1,1,2,42
40273,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40274,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,2,3,3,3,2,2,2,0,2,,,,,,,,
40275,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40276,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,313,,2,,,
40277,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40278,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,2,,
40279,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40280,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40281,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40282,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40283,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40284,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40285,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40286,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40287,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,3,1,2,4,4,4,2,,,,,,,1,1,2,,,518,,1,,,
40288,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40289,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40290,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40291,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40292,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40293,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40294,1,2,2,2,2,3,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,3,3,3,3,,,9,,,,,,,1,1,1,1
40295,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40296,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40297,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40298,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40299,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40300,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40301,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40302,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40303,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,,,,,,,2,0,2,,,,,2,,,
40304,3,3,3,3,2,3,2,,1,2,2,2,,2,2,,2,2,2,2,2,1,3,3,3,3,2,,2,0,2,,,,,2,,,
40305,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,2,,
40306,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40307,1,2,3,3,3,3,1,3,1,2,2,2,,2,2,,2,2,3,3,1,2,3,3,3,3,,,2,0,2,,,,,2,,,
40308,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40309,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,2
40310,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,5,2,,,601,,2,,,
40311,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,1,1,1,1000,,2,,,
40312,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,486,,1,1,1,3
40313,3,2,3,2,2,3,2,,1,2,2,2,,2,2,,2,2,3,2,3,2,3,3,3,3,,2,1,6,1,12,1,414,,2,,,
40314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40315,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,1,12,1,374,,1,2,,
40316,3,3,2,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,,2,1,2,2,,,191,,2,,,
40317,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40318,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40319,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40320,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40321,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40322,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40323,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40324,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40325,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,,180,2,2,,
40326,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
40327,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40328,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40329,2,3,2,,,,2,,2,2,2,,,,,,,,2,2,,2,2,3,1,2,2,2,2,0,2,,,,,,,,
40330,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,450,,2,,,
40331,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40332,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,2,,,,350,2,,,
40333,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40334,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40335,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
40336,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40337,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
40338,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40339,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
40340,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,149,,2,2,,
40341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40342,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,2,2,0,2,,,,,2,,,
40343,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,130,,2,,,
40344,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,,
40345,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
40346,1,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,1,2,1,2,0,2,,,,,2,,,
40347,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
