"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD421","FSD431","FSD411","FSD440","FSD451","FSQ165","FSQ171","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
54761,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,8,600,2,,,,,,,,2,,
54762,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,2,1,6,2,,,,
54763,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,,,,,,,,
54764,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54765,2,2,2,2,,1,1,2,2,,2,3,2,2,2,,2,2,3,3,3,1,3,3,3,3,,,2,,,,2,,,1,2,12,1,4,,,
54766,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,1,1,1,1,1,24,1,3,,,
54767,2,2,2,2,,2,2,2,,,2,2,2,2,2,,2,2,3,3,3,2,2,2,2,3,2,2,2,,,,2,,,,,,,,1,,
54768,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54769,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54770,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,1,1,55555,99999,2,,,,,,,,,,
54771,3,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,1,1,20,170,,,,,,,,,,,
54772,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
54773,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,1,,
54774,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,2,,1,2,12,2,,,,
54775,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
54776,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54777,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,1,,
54778,1,1,1,1,2,1,1,2,2,,3,3,3,,,,,,3,4,1,2,2,3,3,3,,2,1,1,13,125,1,,,,,,,,,,
54779,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54780,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54781,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,28,600,2,,,,,,,,,,
54782,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,17,245,2,,,1,1,36,1,6,,,
54783,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54784,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54785,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
54786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54787,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
54788,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
54789,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,2,3,3,2,,2,1,1,137,315,2,,,,,,,,,,
54790,2,1,2,1,2,1,2,2,2,,1,3,3,2,2,,2,2,3,4,2,2,2,3,3,3,2,2,2,,,,2,,,,,,,,,,
54791,2,2,2,1,2,1,1,1,2,,2,2,2,1,2,,1,2,4,4,4,1,3,3,3,3,2,,2,,,,2,,,,,,,,,,
54792,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
54793,2,2,2,2,,2,2,2,,,2,2,2,2,2,,2,2,3,3,3,2,3,3,3,3,2,,1,1,3,63,2,,,,,,,,,,
54794,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54795,2,1,1,1,1,1,1,1,2,,1,1,1,2,2,,2,2,4,4,3,1,3,3,3,3,,,2,,,,2,2,,1,1,18,1,2,,,
54796,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,1,1,1,1,48,1,1,,,
54797,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,29,464,2,,,,,,,,,,
54798,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,1,1,24,1,6,,,
54799,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,1,2,12,9,,,,
54800,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54801,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
54802,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54803,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54804,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,9,668,2,,,1,1,18,1,2,,,
54805,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,2,3,3,,2,1,1,24,300,1,1,1,1,1,36,1,3,,,
54806,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
54807,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,12,367,1,1,1,1,1,24,1,4,,,
54808,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54809,1,1,3,1,2,1,2,2,2,,3,3,3,,,,,,3,3,1,1,3,3,3,3,,,1,1,19,200,2,,,2,1,60,9,,,,
54810,2,2,2,2,,1,2,2,2,,,,,,,,,,3,3,,1,2,2,2,2,1,2,2,,,,,,,,,,,,,,
54811,2,2,2,1,3,1,1,2,1,3,3,3,3,,,,,,3,4,1,2,3,3,3,3,2,,1,2,,,2,,,,,,,,,,
54812,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,3,3,2,2,1,1,26,16,,,,,,,,,,,
54813,2,2,3,1,2,1,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,,,
54814,2,2,3,1,2,2,2,2,2,,1,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,1,77777,77777,2,,,,,,,,,,
54815,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,2,,,2,,,,,,,,,,
54816,1,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,2,,2,,,,1,,,,,,,,,,
54817,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,,,,,,,,
54818,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,2,,
54819,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,2,1,1,24,1,1,,,
54820,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
54821,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54822,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54823,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
54824,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,5,380,2,,,,,,,,,,
54825,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54826,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54827,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,34,500,2,,,,,,,,,,
54828,2,2,3,1,3,1,2,2,1,3,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,2,,,1,1,12,1,3,,,
54829,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54830,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54831,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54832,2,3,3,1,1,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,2,3,2,2,2,,,,2,,,,,,,,,,
54833,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,34,150,,,,,,,,,,,
54834,2,3,3,1,2,2,2,2,2,,,,,,,,,,3,3,,2,2,1,3,2,2,2,2,,,,,,,,,,,,,,
54835,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,21,109,,,,,,,,,,,
54836,2,3,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,1,7,340,1,1,1,1,1,24,1,6,,,
54837,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,1,1,2,1,1,12,2,,,,
54838,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,,,,,,2,,
54839,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54840,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54841,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,,,
54842,1,1,2,1,1,2,2,1,2,,1,1,3,2,2,,2,2,4,4,3,1,3,3,3,3,2,,2,,,,2,,,,,,,,,,
54843,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54844,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54845,1,3,3,1,3,2,2,2,2,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,0,526,2,,,,,,,,,,
54846,1,1,1,2,,2,2,2,,,,,,,,,,,3,3,,1,3,3,3,3,2,,2,,,,2,,,,,,,,,,
54847,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54848,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
54849,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
54850,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
54851,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,,,,,,,,
54852,2,3,3,2,,2,2,2,,,2,2,2,2,2,,2,2,3,2,3,2,3,3,3,3,,,2,,,,2,,,2,2,0,2,,,,
54853,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54854,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,160,425,1,1,2,1,1,12,1,6,,,
54855,2,3,2,1,2,1,2,2,1,3,1,2,3,2,2,,2,2,4,4,3,2,3,3,3,3,,,1,2,,,2,,,1,1,36,1,3,,,
54856,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54857,2,2,2,1,2,1,2,2,2,,2,2,2,2,1,3,2,2,4,4,3,2,3,3,3,3,,,2,,,,2,,,1,1,60,1,4,,,
54858,3,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,2,3,3,3,1,1,1,1,27,40,2,,,,,,,,,,
54859,7,7,7,,,,,,,,7,7,7,,,,,,,,,2,,,,,,,2,,,,2,,,,,,,,,,
54860,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54861,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54862,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54863,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54864,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,,,,,,,1,1,14,259,2,,,,,,,,,,
54865,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54866,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,65,298,,,,,,,,,,,
54867,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54868,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,1,1,48,1,9,,,
54869,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54870,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54871,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,1,2,1,1,48,1,1,,,
54872,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,2,,,,2,,,,,,,,,,
54873,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54874,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54875,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,30,200,1,,,,,,,,,,
54876,2,2,1,1,3,2,2,2,2,,,,,,,,,,3,3,,2,2,3,3,2,2,2,1,1,26,376,2,,,,,,,,,,
54877,2,2,2,1,3,1,2,2,2,,2,2,3,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,1,7,615,1,1,1,1,1,24,1,1,,,
54878,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,1,,8,9,,,,
54879,1,2,2,1,2,1,2,2,2,,2,2,3,2,2,,2,2,4,4,3,2,3,3,3,3,,,2,,,,1,1,1,1,1,24,1,2,,,
54880,1,2,2,2,,2,2,2,,,3,2,3,2,2,,2,2,3,3,2,2,3,3,3,3,,,1,1,23,700,1,,,,,,,,,,
54881,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54882,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54883,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,1,1,1,1,1,24,1,2,,,
54884,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
54885,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
54886,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54887,1,2,2,1,2,1,1,1,1,2,,,,,,,,,4,4,,1,2,2,3,3,2,2,1,1,27,200,,,,,,,,,,,
54888,2,2,2,1,3,1,1,1,2,,2,2,3,2,2,,2,2,4,4,3,2,3,3,3,3,,,1,1,3,725,1,1,2,1,1,60,1,1,,,
54889,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
54890,1,1,2,1,2,1,1,1,2,,2,3,2,1,1,3,1,2,4,4,4,2,3,2,3,3,,2,1,1,11,200,1,1,1,1,1,48,2,,,,
54891,2,2,2,1,1,1,1,2,2,,,,,,,,,,4,4,,1,3,3,3,3,2,,1,1,35,176,,,,,,,,,,,
54892,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54893,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,,2,2,4,3,3,2,3,3,3,3,,,1,1,2,400,1,1,1,1,1,24,1,2,,,
54894,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54895,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
54896,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,,,,,,,,
54897,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54898,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54899,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,3,3,3,3,2,,1,2,,,2,,,,,,,,,,
54900,1,1,1,1,1,1,1,2,1,2,1,1,3,2,2,,2,2,4,4,3,1,2,2,3,3,2,2,1,1,3,665,1,,,,,,,,,,
54901,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54902,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54903,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54904,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54905,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,3,3,3,2,2,2,,,,1,,,,,,,,,,
54906,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54907,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,0,276,2,,,,,,,,,,
54908,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,3,200,,,,,,,,,,,
54909,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,,,,2,2,0,2,,,,
54910,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54911,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,,,1,1,27,697,1,,,1,1,24,1,2,,,
54912,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,,,,,,,2,,,,1,,,1,1,48,1,5,,,
54913,3,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,3,3,3,2,2,2,,,,2,,,,,,,,,,
54914,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54915,2,3,2,1,3,1,1,2,1,2,3,3,3,,,,,,3,4,1,2,3,3,2,2,,2,2,,,,2,,,,,,,,,,
54916,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54917,2,2,2,1,3,2,1,2,2,,,,,,,,,,3,3,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
54918,1,2,2,1,1,1,1,1,2,,1,1,1,1,2,,1,2,4,4,4,1,1,1,3,3,,2,2,,,,2,,,1,1,60,2,,,,
54919,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
54920,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,,,,,,,,,,,
54921,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,55555,200,,,,,,,,,,,
54922,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,146,460,2,2,,2,,0,2,,,,
54923,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54924,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,0,800,1,,,,,,,,,,
54925,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54926,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54927,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54928,2,3,2,1,3,1,2,1,2,,2,3,3,2,2,,2,2,3,3,2,1,3,3,3,3,,,2,,,,1,1,1,1,1,18,1,7,,,
54929,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,1,1,60,1,2,,,
54930,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
54931,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54932,1,1,2,1,1,1,1,1,1,2,2,2,3,1,2,,2,2,4,4,3,1,2,2,2,2,1,1,2,,,,2,,,,,,,,,,
54933,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,8,340,2,,,,,,,,,,
54934,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54935,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54936,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54937,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
54938,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
54939,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54940,2,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,2,,
54941,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54942,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
54943,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54944,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,28,406,2,,,,,,,,,,
54945,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54946,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,1,1,60,1,3,,,
54947,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,17,160,2,,,,,,,,,,
54948,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54949,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
54950,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54951,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
54952,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54953,3,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,1,32,100,1,1,1,1,1,30,1,3,,,
54954,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
54955,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,1,1,1,1,1,24,1,3,,,
54956,2,3,3,1,1,1,2,2,2,,,,,,,,,,3,3,,2,2,2,3,3,2,2,2,,,,2,,,,,,,,,,
54957,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54958,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54959,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54960,1,1,2,2,,2,2,2,,,,,,,,,,,3,3,,2,,,,,,,2,,,,1,,,,,,,,,,
54961,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,7,468,1,,,1,1,60,1,5,,,
54962,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54963,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54964,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
54965,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,1,1,60,2,,,,
54966,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54967,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54968,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
54969,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,6,483,1,1,2,1,1,24,1,3,,,
54970,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,,,,,,,2,,,,2,,,1,2,10,1,2,,,
54971,2,2,2,1,3,1,2,2,2,,2,2,3,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,1,7,615,1,,,,,,,,,,
54972,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54973,1,1,2,1,2,1,1,2,2,,2,2,2,1,1,2,1,2,4,4,4,2,2,2,2,2,,2,2,,,,2,,,,,,,,,,
54974,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54975,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,1,,2,2,,,,
54976,2,2,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,1,2,1,3,3,,2,1,1,131,200,2,1,2,1,1,36,1,3,,,
54977,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
54978,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,11,87,2,,,,,,,,,,
54979,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,55555,99999,1,2,,1,1,48,1,3,,,
