"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD421","FSD431","FSD411","FSD440","FSD451","FSQ165","FSQ171","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
59763,2,2,2,1,2,1,1,2,2,,3,3,3,,,,,,3,4,1,2,2,2,3,3,2,2,2,,,,2,,,,,,,,,,
59764,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
59765,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
59766,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59767,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59768,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,2,3,3,1,2,1,1,2,,,,,,,,,,,,,,
59769,2,2,2,2,,2,2,2,,,2,7,7,2,2,,2,2,3,3,2,2,3,3,3,3,,,1,1,26,600,2,,,,,,,,,,
59770,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,2,,,1,1,12,1,1,,,
59771,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,52,16,,,,,,,,,,,
59772,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,2,,,,,,,,,,
59773,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59774,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59775,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,6,297,2,,,,,,,,,,
59776,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59777,1,3,1,1,1,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59778,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,1,1,48,1,1,,,
59779,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,13,741,1,,,,,,,,,,
59780,2,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,1,1,1,1,3,1,2,2,,,,2,,,,,,,,,,
59781,1,2,1,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,1,3,3,3,3,,,1,1,3,256,2,2,,1,2,12,1,3,,,
59782,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59783,1,1,1,1,1,1,2,2,2,,1,2,2,1,2,,2,2,4,4,3,2,3,3,3,3,2,,1,1,19,200,1,,,,,,,,,,
59784,1,1,2,1,1,1,2,2,2,,3,3,3,,,,,,3,4,1,1,3,3,3,3,,,1,2,,,1,1,1,1,1,12,1,2,,,
59785,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59786,2,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59787,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,14,500,1,1,2,9,9,999,2,,,,
59788,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59789,2,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,1,,
59790,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59791,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,8,260,2,,,,,,,,,,
59792,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59793,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,4,367,1,1,2,1,1,36,1,1,,,
59794,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
59795,1,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,2,3,2,2,2,2,,,,,,,,,,,,,,
59796,2,2,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,1,3,3,3,3,2,,1,1,7,499,1,,,,,,,,,,
59797,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59798,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,,1,2,4,4,4,1,2,2,2,3,,2,1,1,66666,700,2,,,1,1,60,1,1,,,
59799,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,2,2,0,2,,,,
59800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59801,2,2,3,1,3,1,1,2,2,,,,,,,,,,3,3,,2,2,2,2,1,2,2,2,,,,2,,,,,,,,,,
59802,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,2,,,,,,,,,,
59803,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59804,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59805,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59806,2,3,2,1,3,2,2,2,2,,,,,,,,,,3,3,,2,3,3,3,3,2,,1,2,,,2,,,,,,,,,,
59807,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
59808,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59809,1,1,1,1,1,1,2,2,2,,3,3,3,,,,,,3,4,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,,,
59810,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59811,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
59812,2,2,2,2,,1,2,2,1,2,,,,,,,,,4,4,,1,1,1,3,2,1,2,1,1,8,200,,,,,,,,,,,
59813,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,18,200,2,,,,,,,,,,
59814,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59815,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59816,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,1,2,1,1,1,1,4,200,2,,,,,,,,,,
59817,1,1,1,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,2,2,,1,1,24,1,7,,,
59818,2,2,3,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,2,3,3,2,2,2,,,,2,,,,,,,,,,
59819,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,,,,,,,2,,,,1,,,,,,,,,,
59820,1,1,3,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,,,,,,,2,,,,2,,,,,,,,,,
59821,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,1,1,5
59822,9,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,2,,,,1,,,,,,,,,,
59823,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,1,1,1,1,,5,2,,,,
59824,3,3,3,,,,,,,,2,2,3,2,2,,2,2,2,1,3,2,3,3,3,3,,,1,2,,,2,,,,,,,,,,
59825,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,2,,
59826,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59827,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59828,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59829,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,15,282,2,,,,,,,,,,
59830,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59831,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59832,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,5,130,1,,,,,,,,1,1,12
59833,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,1,2,,,,,,,,,,,,,
59834,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,1,1,1,1,1,24,1,4,,,
59835,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59836,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59837,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59838,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,1,1,37,200,2,,,,,,,,,,
59839,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,28,375,1,,,1,1,9,1,1,,,
59840,1,1,2,1,1,1,2,2,2,,3,3,3,,,,,,3,4,1,1,3,3,3,3,2,,1,2,,,1,,,,,,,,,,
59841,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59842,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,,,,,,,1,2,,,1,,,,,,,,,,
59843,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59844,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,2,,,,,,,,,,
59845,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,,0,2,,,,
59846,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,,,
59847,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,2,,2,,0,2,,,,
59848,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59849,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
59850,1,1,3,1,2,1,2,1,2,,1,3,3,2,2,,2,2,3,4,2,2,3,2,3,2,,2,1,1,28,99999,1,1,1,1,1,17,1,1,,,
59851,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,1,2,12,1,6,,,
59852,1,1,1,2,,1,2,9,2,,2,1,1,2,2,,2,2,3,3,3,2,2,3,3,3,2,2,2,,,,2,,,,,,,,,,
59853,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,1,,,,,,,,1,,
59854,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
59855,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59856,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59857,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59858,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,20,698,2,,,,,,,,,,
59859,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59860,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,4,187,2,2,,1,1,48,1,2,,,
59861,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,1,28,220,1,,,,,,,,1,1,16
59862,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59863,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59864,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,2,,2,,,,1,,,,,,,,,,
59865,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59866,3,3,3,,,,,,,,2,2,3,2,2,,2,2,2,1,3,2,3,3,3,3,,,1,1,11,480,1,,,,,,,,,,
59867,1,1,2,1,2,1,2,2,2,,2,2,2,1,2,,2,2,4,4,3,2,2,3,3,3,2,2,2,,,,2,,,,,,,,,,
59868,2,3,3,1,1,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,2,,,1,1,60,1,1,,,
59869,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59870,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,1,1,3,487,2,,,,,,,,,,
59871,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59872,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
59873,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59874,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,3,460,1,,,,,,,,1,1,5
59875,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,9,,,,
59876,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59877,2,2,3,1,2,1,1,2,1,2,,,,,,,,,4,4,,2,3,2,2,2,2,2,2,,,,2,,,,,,,,,,
59878,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,2,,,2,,,,,,,,,,
59879,2,2,2,1,1,1,1,1,2,,,,,,,,,,4,4,,1,2,2,2,2,1,2,1,1,19,400,,,,,,,,,,,
59880,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59881,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59882,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59883,3,3,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59884,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
59885,2,3,2,2,,1,2,2,2,,3,2,3,2,2,,2,2,3,3,2,2,3,3,3,3,,,1,1,82,200,1,1,1,1,,6,2,,,,
59886,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,28,300,1,1,1,1,1,18,1,3,,,
59887,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59888,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,
59889,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,2,9,1,12,2,,,,
59890,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59891,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,1,1,48,1,1,,,
59892,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59893,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,9,9,9,9,9,,1,1,12,150,2,,,,,,,,,,
59894,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,11,200,2,,,,,,,,,,
59895,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,17,400,2,,,,,,,,,,
59896,2,2,3,1,3,1,2,2,1,3,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,2,,,1,2,1,1,99,,,
59897,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,19,99999,2,,,,,,,,,,
59898,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,10,227,2,2,,2,,0,2,,,,
59899,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
59900,2,2,2,1,2,1,1,1,1,2,2,3,3,2,2,,2,2,4,4,2,1,3,3,3,3,,,1,1,14,411,2,2,,1,2,12,1,6,,,
59901,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,43,624,1,1,1,1,,6,1,2,,,
59902,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,2,,,,,,,,,,
59903,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
59904,1,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,2,,2,2,0,2,,,,
59905,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
59906,1,1,1,1,1,1,2,2,2,,3,3,3,,,,,,3,4,1,2,3,3,3,3,2,,1,1,5,200,2,,,,,,,,,,
59907,2,2,3,1,1,1,2,2,2,,3,2,2,2,2,,2,2,3,3,3,2,2,2,3,3,,2,2,,,,2,2,,1,2,5,2,,,,
59908,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59909,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59910,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59911,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59912,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,2,1,1,24,2,,,,
59913,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,,,,,,,,
59914,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,99999,99999,2,,,,,,,,,,
59915,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59916,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59917,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
59918,2,2,2,1,2,1,1,2,2,,3,2,2,1,2,,2,2,4,4,3,2,,,,,,,2,,,,2,,,,,,,,,,
59919,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,1,,,,,,,,,,
59920,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59921,1,1,1,1,1,2,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,2,2,2,2,1,2,2,,,,2,,,,,,,,,,
59922,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59923,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
59924,1,1,2,1,1,1,1,1,2,,,,,,,,,,4,4,,2,2,2,3,2,2,2,1,1,6,105,,,,,,,,,,,
59925,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,21,560,1,,,,,,,,,,
59926,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59927,1,1,1,1,1,1,2,2,2,,1,2,2,1,2,,2,2,4,4,3,2,2,2,3,3,2,2,1,1,19,200,1,,,,,,,,,,
59928,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59929,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59930,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,,0,2,,,,
59931,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59932,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59933,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,26,800,1,,,2,2,0,2,,,,
59934,2,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,1,,,,,,,1,1,14,250,1,,,,,,,,,,
59935,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,2,,,,,,,,,,,,,,
59936,2,2,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,,,,,,,1,1,17,100,2,,,1,2,18,1,5,,,
59937,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59938,1,1,1,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59939,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,1,1,48,1,3,,,
59940,1,1,2,1,1,1,1,1,1,2,2,2,3,1,2,,2,2,4,4,3,1,3,3,3,3,2,,2,,,,2,,,,,,,,,,
59941,1,1,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,3,2,3,,2,2,,,,2,,,1,1,60,1,1,,,
59942,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,1,29,550,1,1,1,1,1,25,1,3,,,
59943,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59944,2,2,3,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,4,4,4,1,2,2,2,2,1,1,1,1,10,401,2,,,,,,,,,,
59945,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,55555,99999,2,,,,,,,,,,
59946,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59947,2,2,3,1,2,1,1,1,2,,3,3,2,2,2,,2,2,4,4,2,1,2,3,3,3,,2,1,1,10,268,2,,,,,,,,,,
59948,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,19,530,2,,,1,1,18,2,,,,
59949,2,2,1,1,2,1,1,1,2,,2,2,2,1,1,3,1,2,4,4,4,1,2,2,3,3,,2,1,1,266,286,2,,,1,1,60,1,1,,,
59950,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59951,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59952,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,10,120,,,,,,,,,,,
59953,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59954,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
59955,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,3,3,3,3,,,1,1,10,320,1,1,1,1,1,12,1,1,,,
59956,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59957,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
59958,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
59959,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59960,2,2,3,2,,1,2,2,2,,1,3,3,2,2,,2,2,3,3,2,1,3,3,3,3,,,1,1,14,386,1,1,1,1,1,24,1,2,,,
59961,2,2,1,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,1,3,3,3,3,,,1,2,,,1,1,1,2,1,24,2,,,,
59962,1,1,2,1,2,2,2,2,2,,2,1,1,1,1,3,2,2,4,3,4,1,3,2,3,3,2,2,2,,,,1,,,,,,,,,,
59963,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
59964,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,2,,,,1,,,,,,,,,,
59965,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,12,503,2,,,,,,,,,,
59966,2,2,2,1,3,2,2,2,2,,2,2,2,2,2,,2,2,3,3,3,2,3,3,3,3,2,,1,1,9,140,1,,,,,,,,,,
59967,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59968,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59969,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,1,2,6
59970,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,,0,2,,,,
59971,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,10,273,2,,,,,,,,,,
59972,2,1,2,1,1,1,2,1,2,,,,,,,,,,4,4,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
59973,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59974,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,,2,2,4,4,3,2,2,2,3,3,2,2,2,,,,2,,,,,,,,,,
59975,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,79,330,2,1,1,1,,5,2,,,,
59976,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,55555,99999,1,,,,,,,,1,1,8
59977,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
59978,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
59979,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
59980,2,2,2,1,1,1,1,2,2,,3,3,3,,,,,,3,4,1,2,3,3,3,3,2,,1,1,201,100,2,,,,,,,,,,
